Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Eagles won the coin toss and deferred, Commanders to receive the opening kickoff.",,,10.0,2022,150
1.0,15:00,,,PHI 35,0.0,0.0,"Jake Elliott kicks off 63 yards, returned by Antonio Gibson for 14 yards (tackle by Andre Chachere and Nakobe Dean). Penalty on Armani Rogers: Defensive Holding, 8 yards (accepted)",0.0,-0.38,10.0,2022,150
1.0,14:52,1.0,10.0,WAS 8,0.0,0.0,Brian Robinson up the middle for 3 yards (tackle by Josh Sweat and Marlon Tuipulotu),-0.38,-0.56,10.0,2022,150
1.0,14:18,2.0,7.0,WAS 11,0.0,0.0,Brian Robinson right guard for 2 yards (tackle by Marlon Tuipulotu and Fletcher Cox),-0.56,-0.84,10.0,2022,150
1.0,13:36,3.0,5.0,WAS 13,0.0,0.0,Taylor Heinicke pass incomplete deep left intended for Curtis Samuel (defended by Josiah Scott),-0.84,-2.49,10.0,2022,150
1.0,13:32,4.0,5.0,WAS 13,0.0,0.0,"Tress Way punts 47 yards, returned by Britain Covey for 8 yards (tackle by Shaka Toney and Jeremy Reaves). Penalty on Reed Blankenship: Roughing the Kicker, 15 yards (accepted) (no play)",-2.49,0.81,10.0,2022,150
1.0,13:20,1.0,10.0,WAS 28,0.0,0.0,"Taylor Heinicke sacked by Josh Sweat for -10 yards. Taylor Heinicke fumbles (forced by Josh Sweat), recovered by Marlon Tuipulotu at WAS-18 (tackle by Josh Sweat)",0.81,-4.37,10.0,2022,150
1.0,13:12,1.0,10.0,WAS 18,0.0,0.0,Jalen Hurts right guard for 12 yards (tackle by Jonathan Allen),4.37,5.83,10.0,2022,150
1.0,12:47,1.0,6.0,WAS 6,0.0,0.0,Boston Scott up the middle for 5 yards (tackle by Jamin Davis and Jonathan Bostic),5.83,5.91,10.0,2022,150
1.0,12:26,2.0,1.0,WAS 1,0.0,6.0,"Jalen Hurts up the middle for 1 yard, touchdown",5.91,7.0,10.0,2022,150
1.0,12:21,,,WAS 15,0.0,7.0,Jake Elliott kicks extra point good,0.0,0.0,10.0,2022,150
1.0,12:21,,,PHI 35,0.0,7.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,150
1.0,12:21,1.0,10.0,WAS 25,0.0,7.0,Brian Robinson right guard for 3 yards (tackle by Marcus Epps),0.61,0.47,10.0,2022,150
1.0,11:43,2.0,7.0,WAS 28,0.0,7.0,Brian Robinson right guard for 6 yards (tackle by Haason Reddick and Kyzir White),0.47,0.56,10.0,2022,150
1.0,11:04,3.0,1.0,WAS 34,0.0,7.0,Brian Robinson up the middle for 4 yards (tackle by Marlon Tuipulotu),0.56,1.47,10.0,2022,150
1.0,10:29,1.0,10.0,WAS 38,0.0,7.0,Taylor Heinicke scrambles left end for 5 yards (tackle by Haason Reddick),1.47,1.6,10.0,2022,150
1.0,9:50,2.0,5.0,WAS 43,0.0,7.0,Antonio Gibson left guard for 1 yard (tackle by T.J. Edwards and Kyzir White),1.6,1.02,10.0,2022,150
1.0,9:11,3.0,4.0,WAS 44,0.0,7.0,Antonio Gibson right guard for 4 yards (tackle by Fletcher Cox and Javon Hargrave),1.02,2.13,10.0,2022,150
1.0,8:28,1.0,10.0,WAS 48,0.0,7.0,Taylor Heinicke pass incomplete short right intended for Logan Thomas (defended by Darius Slay),2.13,1.58,10.0,2022,150
1.0,8:22,,,,,,Timeout #1 by Washington Commanders,,,10.0,2022,150
1.0,8:22,2.0,10.0,WAS 48,0.0,7.0,Brian Robinson right guard for 8 yards (tackle by T.J. Edwards and Javon Hargrave),1.58,1.95,10.0,2022,150
1.0,7:45,3.0,2.0,PHI 44,0.0,7.0,Taylor Heinicke pass complete short right to Terry McLaurin for 26 yards (tackle by Darius Slay),1.95,4.37,10.0,2022,150
1.0,7:06,1.0,10.0,PHI 18,0.0,7.0,Curtis Samuel up the middle for -1 yards (tackle by Josh Sweat),4.37,3.67,10.0,2022,150
1.0,6:27,2.0,11.0,PHI 19,0.0,7.0,Taylor Heinicke pass complete short right to Jahan Dotson for 14 yards (tackle by T.J. Edwards),3.67,6.06,10.0,2022,150
1.0,5:41,1.0,5.0,PHI 5,0.0,7.0,Antonio Gibson left guard for 4 yards (tackle by Milton Williams),6.06,5.91,10.0,2022,150
1.0,5:03,2.0,1.0,PHI 1,6.0,7.0,"Antonio Gibson right guard for 1 yard, touchdown",5.91,7.0,10.0,2022,150
1.0,5:00,,,PHI 15,7.0,7.0,Joey Slye kicks extra point good,0.0,0.0,10.0,2022,150
1.0,5:00,,,WAS 35,7.0,7.0,"Joey Slye kicks off 63 yards, returned by Britain Covey for 20 yards (tackle by Percy Butler)",0.0,0.41,10.0,2022,150
1.0,4:56,1.0,10.0,PHI 22,7.0,7.0,Miles Sanders left end for 6 yards (tackle by Benjamin St-Juste),0.41,0.68,10.0,2022,150
1.0,4:33,2.0,4.0,PHI 28,7.0,7.0,Jalen Hurts pass complete short left to A.J. Brown for 7 yards (tackle by Benjamin St-Juste),0.68,1.27,10.0,2022,150
1.0,3:49,1.0,10.0,PHI 35,7.0,7.0,Jalen Hurts pass complete short right to Jack Stoll for 11 yards (tackle by Darrick Forrest),1.27,1.99,10.0,2022,150
1.0,3:18,1.0,10.0,PHI 46,7.0,7.0,Jalen Hurts pass complete short right to Zach Pascal for 10 yards (tackle by Bobby McCain and Daron Payne),1.99,2.65,10.0,2022,150
1.0,2:56,1.0,10.0,WAS 44,7.0,7.0,Jalen Hurts pass incomplete short right intended for Zach Pascal,2.65,2.11,10.0,2022,150
1.0,2:53,2.0,10.0,WAS 44,7.0,7.0,Jalen Hurts pass incomplete short right intended for DeVonta Smith,2.11,1.42,10.0,2022,150
1.0,2:49,3.0,10.0,WAS 44,7.0,7.0,Jalen Hurts pass complete short left to DeVonta Smith for 11 yards (tackle by Bobby McCain),1.42,3.38,10.0,2022,150
1.0,2:24,1.0,10.0,WAS 33,7.0,7.0,Jalen Hurts pass complete short left to DeVonta Smith for 7 yards (tackle by Benjamin St-Juste),3.38,3.78,10.0,2022,150
1.0,1:57,2.0,3.0,WAS 26,7.0,7.0,"Kenneth Gainwell up the middle for 1 yard. Penalty on Dallas Goedert: Offensive Holding, 10 yards (accepted) (no play)",3.78,2.43,10.0,2022,150
1.0,1:38,2.0,13.0,WAS 36,7.0,7.0,"Jalen Hurts pass incomplete deep left intended for DeVonta Smith. Penalty on Benjamin St-Juste: Defensive Pass Interference, 30 yards (accepted) (no play)",2.43,5.83,10.0,2022,150
1.0,1:33,1.0,6.0,WAS 6,7.0,13.0,"Jalen Hurts pass complete short middle to Dallas Goedert for 6 yards, touchdown",5.83,7.0,10.0,2022,150
1.0,1:30,,,WAS 15,7.0,14.0,Jake Elliott kicks extra point good,0.0,0.0,10.0,2022,150
1.0,1:30,,,PHI 35,7.0,14.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,150
1.0,1:30,1.0,10.0,WAS 25,7.0,14.0,Brian Robinson right tackle for 3 yards (tackle by Kyzir White and T.J. Edwards),0.61,0.47,10.0,2022,150
1.0,0:48,2.0,7.0,WAS 28,7.0,14.0,Taylor Heinicke pass complete short left to Terry McLaurin for 5 yards (tackle by C.J. Gardner-Johnson),0.47,0.43,10.0,2022,150
1.0,0:07,3.0,2.0,WAS 33,7.0,14.0,Taylor Heinicke pass complete short right to Terry McLaurin for 4 yards (tackle by Darius Slay),0.43,1.4,10.0,2022,150
2.0,15:00,1.0,10.0,WAS 37,7.0,14.0,Taylor Heinicke pass complete short right to Logan Thomas for 9 yards (tackle by James Bradberry),1.4,2.07,10.0,2022,150
2.0,14:22,2.0,1.0,WAS 46,7.0,14.0,Brian Robinson left guard for 3 yards (tackle by Marlon Tuipulotu and Javon Hargrave),2.07,2.19,10.0,2022,150
2.0,13:41,1.0,10.0,WAS 49,7.0,14.0,"Taylor Heinicke pass incomplete deep middle intended for Terry McLaurin. Penalty on Darius Slay: Illegal Contact, 5 yards (accepted) (no play)",2.19,2.52,10.0,2022,150
2.0,13:36,1.0,10.0,PHI 46,7.0,14.0,Brian Robinson left end for 2 yards (tackle by Marcus Epps),2.52,2.25,10.0,2022,150
2.0,13:13,2.0,8.0,PHI 44,7.0,14.0,Taylor Heinicke pass incomplete deep middle intended for Terry McLaurin,2.25,1.55,10.0,2022,150
2.0,13:08,3.0,8.0,PHI 44,7.0,14.0,Taylor Heinicke pass complete short left to Terry McLaurin for 14 yards (tackle by T.J. Edwards),1.55,3.58,10.0,2022,150
2.0,12:28,1.0,10.0,PHI 30,7.0,14.0,Antonio Gibson right tackle for 5 yards (tackle by Marlon Tuipulotu and Marcus Epps),3.58,3.71,10.0,2022,150
2.0,11:47,2.0,5.0,PHI 25,7.0,14.0,Brian Robinson right guard for 4 yards (tackle by Javon Hargrave and T.J. Edwards),3.71,3.53,10.0,2022,150
2.0,11:04,3.0,1.0,PHI 21,7.0,14.0,Brian Robinson left guard for no gain (tackle by Brandon Graham and T.J. Edwards),3.53,2.21,10.0,2022,150
2.0,10:17,4.0,1.0,PHI 21,7.0,14.0,"Penalty on WAS: Delay of Game, 5 yards (accepted) (no play)",2.21,1.76,10.0,2022,150
2.0,10:04,4.0,6.0,PHI 26,10.0,14.0,Joey Slye 44 yard field goal good,1.76,3.0,10.0,2022,150
2.0,10:00,,,WAS 35,10.0,14.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,150
2.0,10:00,1.0,10.0,PHI 25,10.0,14.0,Jalen Hurts pass incomplete short right intended for DeVonta Smith (defended by Kendall Fuller),0.61,0.06,10.0,2022,150
2.0,9:56,2.0,10.0,PHI 25,10.0,14.0,Jalen Hurts pass complete short left to DeVonta Smith for 5 yards (tackle by Kamren Curl),0.06,0.04,10.0,2022,150
2.0,9:13,3.0,5.0,PHI 30,10.0,14.0,Jalen Hurts pass complete short middle to DeVonta Smith for 15 yards (tackle by Kamren Curl and Jonathan Allen),0.04,1.93,10.0,2022,150
2.0,8:32,1.0,10.0,PHI 45,10.0,14.0,"Jalen Hurts pass intended for A.J. Brown is intercepted by Darrick Forrest at WAS-17 and returned for 28 yards (tackle by A.J. Brown) Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. Jalen Hurts pass deep middle intended for A.J. Brown is intercepted by Darrick Forrest at WAS-14 and returned for no gain (tackle by A.J. Brown)",1.93,0.28,10.0,2022,150
2.0,8:43,1.0,10.0,WAS 14,10.0,14.0,Brian Robinson up the middle for 5 yards (tackle by Javon Hargrave),-0.28,-0.04,10.0,2022,150
