Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Russell Wilson,DEN,0,0,0,0,0,10.0,2022,141
Melvin Gordon,DEN,6,4,46,0,17,10.0,2022,141
Latavius Murray,DEN,3,3,23,0,14,10.0,2022,141
Chase Edmonds,DEN,2,1,0,0,0,10.0,2022,141
Jalen Virgil,DEN,1,1,66,1,66,10.0,2022,141
Courtland Sutton,DEN,11,6,66,0,17,10.0,2022,141
Kendall Hinton,DEN,5,4,62,0,35,10.0,2022,141
Eric Saubert,DEN,1,1,12,0,12,10.0,2022,141
Greg Dulcich,DEN,4,1,11,0,11,10.0,2022,141
Jerry Jeudy,DEN,1,0,0,0,0,10.0,2022,141
Eric Tomlinson,DEN,1,0,0,0,0,10.0,2022,141
Montrell Washington,DEN,1,0,0,0,0,10.0,2022,141
Tyrie Cleveland,DEN,3,0,0,0,0,10.0,2022,141
Ryan Tannehill,TEN,0,0,0,0,0,10.0,2022,141
Derrick Henry,TEN,3,2,14,0,7,10.0,2022,141
Dontrell Hilliard,TEN,2,1,6,0,6,10.0,2022,141
Nick Westbrook-Ikhine,TEN,8,5,119,2,63,10.0,2022,141
Chigoziem Okonkwo,TEN,2,1,41,0,41,10.0,2022,141
Austin Hooper,TEN,7,5,41,0,17,10.0,2022,141
Treylon Burks,TEN,6,3,24,0,15,10.0,2022,141
Robert Woods,TEN,7,2,10,0,6,10.0,2022,141
Geoff Swaim,TEN,1,0,0,0,0,10.0,2022,141
Malik Willis,TEN,0,0,0,0,0,10.0,2022,141
