Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Derek Carr,NOR,0,0,0,0,0,16.0,2023,225
Alvin Kamara,NOR,6,5,16,0,9,16.0,2023,225
Jamaal Williams,NOR,1,1,5,0,5,16.0,2023,225
Rashid Shaheed,NOR,9,5,70,1,45,16.0,2023,225
Taysom Hill,NOR,0,0,0,0,0,16.0,2023,225
Chris Olave,NOR,13,9,123,0,28,16.0,2023,225
Juwan Johnson,NOR,7,4,48,1,20,16.0,2023,225
A.T. Perry,NOR,1,1,35,1,35,16.0,2023,225
Foster Moreau,NOR,2,1,13,0,13,16.0,2023,225
Keith Kirkwood,NOR,1,1,9,0,9,16.0,2023,225
Matthew Stafford,LAR,0,0,0,0,0,16.0,2023,225
Kyren Williams,LAR,0,0,0,0,0,16.0,2023,225
Ronnie Rivers,LAR,0,0,0,0,0,16.0,2023,225
Puka Nacua,LAR,11,9,164,1,41,16.0,2023,225
Demarcus Robinson,LAR,6,6,82,1,32,16.0,2023,225
Tyler Higbee,LAR,3,3,30,0,22,16.0,2023,225
Cooper Kupp,LAR,12,6,52,0,12,16.0,2023,225
