#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,7:22,JAX 32,7,3:22,21,Interception,0,Jaguars,16.0,2023,234
2,2,12:53,JAX 25,11,6:33,41,Missed FG,0,Jaguars,16.0,2023,234
3,2,2:27,JAX 23,4,0:53,18,Interception,0,Jaguars,16.0,2023,234
4,2,0:45,JAX 20,3,0:35,-1,Punt,0,Jaguars,16.0,2023,234
5,3,15:00,JAX 22,3,1:27,15,Fumble,0,Jaguars,16.0,2023,234
6,3,11:30,JAX 25,7,2:09,35,Downs,0,Jaguars,16.0,2023,234
7,3,3:49,JAX 25,10,2:59,75,Touchdown,0,Jaguars,16.0,2023,234
8,4,13:32,JAX 18,2,0:34,15,Fumble,0,Jaguars,16.0,2023,234
9,4,11:30,JAX 27,10,3:12,54,Downs,0,Jaguars,16.0,2023,234
10,4,5:45,JAX 49,5,1:09,51,Touchdown,0,Jaguars,16.0,2023,234
