Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Gardner Minshew II,IND,0,0,16.0,2023,228
Jonathan Taylor,IND,0,0,16.0,2023,228
Tyler Goodson,IND,0,0,16.0,2023,228
Trey Sermon,IND,0,0,16.0,2023,228
Kylen Granson,IND,0,0,16.0,2023,228
Will Mallory,IND,1,0,16.0,2023,228
Josh Downs,IND,0,0,16.0,2023,228
Alec Pierce,IND,0,0,16.0,2023,228
D.J. Montgomery,IND,0,0,16.0,2023,228
Mo Alie-Cox,IND,0,0,16.0,2023,228
Taylor Heinicke,ATL,1,0,16.0,2023,228
Bijan Robinson,ATL,0,0,16.0,2023,228
Tyler Allgeier,ATL,0,0,16.0,2023,228
Cordarrelle Patterson,ATL,0,0,16.0,2023,228
Kyle Pitts,ATL,0,0,16.0,2023,228
Drake London,ATL,0,0,16.0,2023,228
Jonnu Smith,ATL,0,0,16.0,2023,228
Scott Miller,ATL,0,0,16.0,2023,228
Van Jefferson,ATL,0,0,16.0,2023,228
KhaDarel Hodge,ATL,0,0,16.0,2023,228
