Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Liam Eichenberg,G,65,100%,0,0%,6,23%,1,Dolphins,16.0,2023,236
Robert Jones,G,65,100%,0,0%,6,23%,1,Dolphins,16.0,2023,236
Lester Cotton,G,65,100%,0,0%,6,23%,1,Dolphins,16.0,2023,236
Kendall Lamm,T,65,100%,0,0%,6,23%,1,Dolphins,16.0,2023,236
Terron Armstead,T,65,100%,0,0%,0,0%,1,Dolphins,16.0,2023,236
Tua Tagovailoa,QB,65,100%,0,0%,0,0%,1,Dolphins,16.0,2023,236
Durham Smythe,TE,55,85%,0,0%,6,23%,1,Dolphins,16.0,2023,236
Tyreek Hill,WR,55,85%,0,0%,0,0%,1,Dolphins,16.0,2023,236
Cedrick Wilson Jr.,WR,40,62%,0,0%,0,0%,1,Dolphins,16.0,2023,236
De'Von Achane,RB,36,55%,0,0%,0,0%,1,Dolphins,16.0,2023,236
Braxton Berrios,WR,30,46%,0,0%,8,31%,1,Dolphins,16.0,2023,236
Alec Ingold,FB,28,43%,0,0%,7,27%,1,Dolphins,16.0,2023,236
Jaylen Waddle,WR,28,43%,0,0%,0,0%,1,Dolphins,16.0,2023,236
Raheem Mostert,RB,19,29%,0,0%,0,0%,1,Dolphins,16.0,2023,236
Jeff Wilson,RB,15,23%,0,0%,0,0%,1,Dolphins,16.0,2023,236
Julian Hill,TE,11,17%,0,0%,9,35%,1,Dolphins,16.0,2023,236
Robbie Chosen,WR,5,8%,0,0%,0,0%,1,Dolphins,16.0,2023,236
Chase Claypool,WR,3,5%,0,0%,13,50%,1,Dolphins,16.0,2023,236
Duke Riley,LB,0,0%,66,100%,8,31%,1,Dolphins,16.0,2023,236
Jalen Ramsey,CB,0,0%,66,100%,0,0%,1,Dolphins,16.0,2023,236
Brandon Jones,FS,0,0%,65,98%,10,38%,1,Dolphins,16.0,2023,236
DeShon Elliott,FS,0,0%,65,98%,0,0%,1,Dolphins,16.0,2023,236
Xavien Howard,CB,0,0%,64,97%,0,0%,1,Dolphins,16.0,2023,236
Christian Wilkins,DE,0,0%,61,92%,11,42%,1,Dolphins,16.0,2023,236
David Long,LB,0,0%,61,92%,6,23%,1,Dolphins,16.0,2023,236
Zach Sieler,DE,0,0%,56,85%,11,42%,1,Dolphins,16.0,2023,236
Andrew Van Ginkel,LB,0,0%,54,82%,3,12%,1,Dolphins,16.0,2023,236
Bradley Chubb,LB,0,0%,53,80%,4,15%,1,Dolphins,16.0,2023,236
Kader Kohou,CB,0,0%,50,76%,6,23%,1,Dolphins,16.0,2023,236
Raekwon Davis,NT,0,0%,23,35%,4,15%,1,Dolphins,16.0,2023,236
Melvin Ingram,LB,0,0%,21,32%,0,0%,1,Dolphins,16.0,2023,236
Da'Shawn Hand,DE,0,0%,11,17%,5,19%,1,Dolphins,16.0,2023,236
Nik Needham,CB,0,0%,6,9%,3,12%,1,Dolphins,16.0,2023,236
Cameron Goode,LB,0,0%,4,6%,20,77%,1,Dolphins,16.0,2023,236
Elijah Campbell,SS,0,0%,0,0%,20,77%,1,Dolphins,16.0,2023,236
Justin Bethel,CB,0,0%,0,0%,20,77%,1,Dolphins,16.0,2023,236
Channing Tindall,LB,0,0%,0,0%,15,58%,1,Dolphins,16.0,2023,236
Chris Brooks,RB,0,0%,0,0%,13,50%,1,Dolphins,16.0,2023,236
Calvin Munson,LB,0,0%,0,0%,13,50%,1,Dolphins,16.0,2023,236
Ethan Bonner,CB,0,0%,0,0%,13,50%,1,Dolphins,16.0,2023,236
Jason Sanders,K,0,0%,0,0%,12,46%,1,Dolphins,16.0,2023,236
Blake Ferguson,LS,0,0%,0,0%,8,31%,1,Dolphins,16.0,2023,236
Jake Bailey,P,0,0%,0,0%,8,31%,1,Dolphins,16.0,2023,236
Kion Smith,G,0,0%,0,0%,6,23%,1,Dolphins,16.0,2023,236
