Player,Pos,home_team,team,week,year,game_id
Mason Rudolph,QB,1,Steelers,16.0,2023,226
Najee Harris,RB,1,Steelers,16.0,2023,226
George Pickens,WR,1,Steelers,16.0,2023,226
Allen Robinson,WR,1,Steelers,16.0,2023,226
Pat Freiermuth,TE,1,Steelers,16.0,2023,226
Connor Heyward,TE,1,Steelers,16.0,2023,226
James Daniels,OL,1,Steelers,16.0,2023,226
Broderick Jones,T,1,Steelers,16.0,2023,226
Dan Moore,T,1,Steelers,16.0,2023,226
Isaac Seumalo,G,1,Steelers,16.0,2023,226
Mason Cole,C,1,Steelers,16.0,2023,226
Keeanu Benton,DL,1,Steelers,16.0,2023,226
Cameron Heyward,DT,1,Steelers,16.0,2023,226
Larry Ogunjobi,DT,1,Steelers,16.0,2023,226
T.J. Watt,LB,1,Steelers,16.0,2023,226
Mykal Walker,LB,1,Steelers,16.0,2023,226
Elandon Roberts,LB,1,Steelers,16.0,2023,226
Alex Highsmith,LB,1,Steelers,16.0,2023,226
Joey Porter Jr.,CB,1,Steelers,16.0,2023,226
Patrick Peterson,CB,1,Steelers,16.0,2023,226
Levi Wallace,CB,1,Steelers,16.0,2023,226
Eric Rowe,S,1,Steelers,16.0,2023,226
