Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Geno Smith,SEA,25,36,227,2,0,3,12,26,104.7,16.0,2023,233
Kenneth Walker III,SEA,0,0,0,0,0,0,0,0,,16.0,2023,233
DeeJay Dallas,SEA,0,0,0,0,0,0,0,0,,16.0,2023,233
Tyler Lockett,SEA,0,0,0,0,0,0,0,0,,16.0,2023,233
Jaxon Smith-Njigba,SEA,0,0,0,0,0,0,0,0,,16.0,2023,233
D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,,16.0,2023,233
Colby Parkinson,SEA,0,0,0,0,0,0,0,0,,16.0,2023,233
Jake Bobo,SEA,0,0,0,0,0,0,0,0,,16.0,2023,233
Will Dissly,SEA,0,0,0,0,0,0,0,0,,16.0,2023,233
Zach Charbonnet,SEA,0,0,0,0,0,0,0,0,,16.0,2023,233
Ryan Tannehill,TEN,18,26,152,0,0,6,39,17,84.1,16.0,2023,233
Derrick Henry,TEN,1,1,12,1,0,0,0,12,156.2,16.0,2023,233
Tyjae Spears,TEN,0,0,0,0,0,0,0,0,,16.0,2023,233
Chigoziem Okonkwo,TEN,0,0,0,0,0,0,0,0,,16.0,2023,233
DeAndre Hopkins,TEN,0,0,0,0,0,0,0,0,,16.0,2023,233
Chris Moore,TEN,0,0,0,0,0,0,0,0,,16.0,2023,233
Mason Kinsey,TEN,0,0,0,0,0,0,0,0,,16.0,2023,233
Colton Dowell,TEN,0,0,0,0,0,0,0,0,,16.0,2023,233
Treylon Burks,TEN,0,0,0,0,0,0,0,0,,16.0,2023,233
