Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Dak Prescott,DAL,0,0,0,0,0,16.0,2023,236
Tony Pollard,DAL,1,1,5,0,5,16.0,2023,236
CeeDee Lamb,DAL,10,6,118,1,49,16.0,2023,236
Brandin Cooks,DAL,2,2,14,1,8,16.0,2023,236
KaVontae Turpin,DAL,1,1,4,0,4,16.0,2023,236
Rico Dowdle,DAL,2,0,0,0,0,16.0,2023,236
Hunter Luepke,DAL,1,1,8,0,8,16.0,2023,236
Jalen Tolbert,DAL,2,2,51,0,45,16.0,2023,236
Jake Ferguson,DAL,8,4,45,0,20,16.0,2023,236
Michael Gallup,DAL,2,2,4,0,8,16.0,2023,236
Luke Schoonmaker,DAL,1,1,4,0,4,16.0,2023,236
Peyton Hendershot,DAL,2,0,0,0,0,16.0,2023,236
Tua Tagovailoa,MIA,0,0,0,0,0,16.0,2023,236
Raheem Mostert,MIA,1,1,4,1,4,16.0,2023,236
De'Von Achane,MIA,3,1,7,0,7,16.0,2023,236
Jeff Wilson,MIA,1,1,4,0,4,16.0,2023,236
Jaylen Waddle,MIA,4,1,50,0,50,16.0,2023,236
Tyreek Hill,MIA,14,9,99,0,20,16.0,2023,236
Durham Smythe,MIA,5,5,56,0,21,16.0,2023,236
Cedrick Wilson Jr.,MIA,5,3,42,0,18,16.0,2023,236
Robbie Chosen,MIA,1,1,19,0,19,16.0,2023,236
Alec Ingold,MIA,2,2,12,0,7,16.0,2023,236
