Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA,week,year,game_id
4.0,1:14,,,,,,Timeout #2 by Philadelphia Eagles,,,16.0,2023,239
4.0,1:14,4.0,8.0,NYG 25,25.0,33.0,Jake Elliott 43 yard field goal good,1.8,3.0,16.0,2023,239
4.0,1:10,,,PHI 35,25.0,33.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,16.0,2023,239
4.0,1:03,1.0,10.0,NYG 25,25.0,33.0,"Tyrod Taylor pass incomplete deep left intended for Darren Waller (defended by Reed Blankenship). Penalty on Haason Reddick: Roughing the Passer, 15 yards (accepted) (no play)",0.61,1.6,16.0,2023,239
4.0,1:03,1.0,10.0,NYG 40,25.0,33.0,Tyrod Taylor pass incomplete deep right intended for Wan'Dale Robinson,1.6,1.05,16.0,2023,239
4.0,0:56,2.0,10.0,NYG 40,25.0,33.0,Tyrod Taylor pass incomplete deep right intended for Wan'Dale Robinson,1.05,0.37,16.0,2023,239
4.0,0:51,3.0,10.0,NYG 40,25.0,33.0,Tyrod Taylor pass complete short middle to Darren Waller for 12 yards (tackle by James Bradberry and Reed Blankenship),0.37,2.39,16.0,2023,239
4.0,0:38,1.0,10.0,PHI 48,25.0,33.0,Tyrod Taylor spiked the ball,2.39,1.85,16.0,2023,239
4.0,0:37,2.0,10.0,PHI 48,25.0,33.0,Tyrod Taylor pass complete short right to Saquon Barkley for 2 yards (tackle by James Bradberry),1.85,1.42,16.0,2023,239
4.0,0:32,3.0,8.0,PHI 46,25.0,33.0,Tyrod Taylor pass incomplete deep left intended for Wan'Dale Robinson,1.42,0.2,16.0,2023,239
4.0,0:26,,,,,,Timeout #3 by Philadelphia Eagles,,,16.0,2023,239
4.0,0:26,4.0,8.0,PHI 46,25.0,33.0,Tyrod Taylor pass complete deep left to Darren Waller for 20 yards (tackle by Kelee Ringo),0.2,3.84,16.0,2023,239
4.0,0:05,1.0,10.0,PHI 26,25.0,33.0,Tyrod Taylor spiked the ball,3.84,3.3,16.0,2023,239
4.0,0:04,2.0,10.0,PHI 26,25.0,33.0,Tyrod Taylor pass deep left intended for Saquon Barkley is intercepted by Kelee Ringo in end zone and returned for no gain,3.3,0.0,16.0,2023,239
