Quarter,Time,Down,ToGo,Location,JAX,TAM,Detail,EPB,EPA,week,year,game_id
1.0,3:26,2.0,4.0,JAX 50,0.0,3.0,Baker Mayfield pass complete short middle to Mike Evans for 5 yards (tackle by Devin Lloyd),2.13,2.59,16.0,2023,234
1.0,2:48,1.0,10.0,JAX 45,0.0,3.0,Baker Mayfield pass complete deep middle to Mike Evans for 19 yards (tackle by Tyson Campbell),2.59,3.84,16.0,2023,234
1.0,2:05,1.0,10.0,JAX 26,0.0,3.0,Baker Mayfield pass complete short right to David Moore for 7 yards,3.84,4.27,16.0,2023,234
1.0,1:35,2.0,3.0,JAX 19,0.0,3.0,Chase Edmonds right end for no gain (tackle by Adam Gotsis),4.27,3.57,16.0,2023,234
1.0,0:51,3.0,3.0,JAX 19,0.0,3.0,Baker Mayfield scrambles left end for 1 yard (tackle by Tyson Campbell and Rayshawn Jenkins),3.57,2.37,16.0,2023,234
2.0,15:00,4.0,2.0,JAX 18,0.0,3.0,Rachaad White left end for 4 yards (tackle by Foyesade Oluokun),2.37,4.65,16.0,2023,234
2.0,14:24,1.0,10.0,JAX 14,0.0,3.0,Rachaad White left guard for 4 yards (tackle by Josh Allen),4.65,4.71,16.0,2023,234
2.0,13:45,2.0,6.0,JAX 10,0.0,3.0,Baker Mayfield pass incomplete short left intended for Chris Godwin,4.71,3.82,16.0,2023,234
2.0,13:40,3.0,6.0,JAX 10,0.0,3.0,Baker Mayfield scrambles up the middle for 7 yards (tackle by Rayshawn Jenkins and Tre Herndon),3.82,6.51,16.0,2023,234
2.0,12:58,1.0,3.0,JAX 3,0.0,9.0,"Baker Mayfield pass complete short left to Mike Evans for 3 yards, touchdown",6.51,7.0,16.0,2023,234
2.0,12:53,,,JAX 15,0.0,10.0,Chase McLaughlin kicks extra point good,0.0,0.0,16.0,2023,234
2.0,12:53,,,TAM 35,0.0,10.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,16.0,2023,234
2.0,12:53,1.0,10.0,JAX 25,0.0,10.0,Trevor Lawrence pass complete short right to Jamal Agnew for 12 yards (tackle by Carlton Davis),0.61,1.4,16.0,2023,234
2.0,12:15,1.0,10.0,JAX 37,0.0,10.0,Trevor Lawrence sacked by Lavonte David for -8 yards,1.4,-0.22,16.0,2023,234
2.0,11:37,2.0,18.0,JAX 29,0.0,10.0,Trevor Lawrence pass complete short right to Travis Etienne for 6 yards (tackle by Carlton Davis),-0.22,-0.1,16.0,2023,234
2.0,11:06,3.0,12.0,JAX 35,0.0,10.0,Trevor Lawrence pass complete deep middle to Elijah Cooks for 23 yards (tackle by Kaevon Merriweather),-0.1,2.79,16.0,2023,234
2.0,10:29,1.0,10.0,TAM 42,0.0,10.0,Travis Etienne up the middle for 3 yards (tackle by K.J. Britt),2.79,2.65,16.0,2023,234
2.0,9:53,2.0,7.0,TAM 39,0.0,10.0,Travis Etienne up the middle for no gain (tackle by Lavonte David),2.65,1.95,16.0,2023,234
2.0,9:11,3.0,7.0,TAM 39,0.0,10.0,Trevor Lawrence pass complete short left to Elijah Cooks for 13 yards (tackle by Jamel Dean),1.95,3.84,16.0,2023,234
2.0,8:35,1.0,10.0,TAM 26,0.0,10.0,Calvin Ridley right end for -12 yards (tackle by YaYa Diaby),3.84,1.68,16.0,2023,234
2.0,7:51,2.0,22.0,TAM 38,0.0,10.0,Travis Etienne right guard for 2 yards (tackle by YaYa Diaby),1.68,1.29,16.0,2023,234
2.0,7:08,3.0,20.0,TAM 36,0.0,10.0,Trevor Lawrence pass complete short left to Elijah Cooks for 2 yards (tackle by Christian Izien),1.29,1.06,16.0,2023,234
2.0,6:25,4.0,18.0,TAM 34,0.0,10.0,Brandon McManus 52 yard field goal no good,1.06,-1.73,16.0,2023,234
2.0,6:20,1.0,10.0,TAM 42,0.0,10.0,Baker Mayfield pass complete short middle to Rachaad White for 3 yards (tackle by Foyesade Oluokun),1.73,1.59,16.0,2023,234
2.0,6:01,2.0,7.0,TAM 45,0.0,10.0,Baker Mayfield pass complete short left to Rachaad White for 16 yards (tackle by Darious Williams),1.59,2.98,16.0,2023,234
2.0,5:35,1.0,10.0,JAX 39,0.0,10.0,Baker Mayfield pass incomplete short left intended for Mike Evans (defended by Adam Gotsis),2.98,2.44,16.0,2023,234
2.0,5:29,2.0,10.0,JAX 39,0.0,10.0,Chase Edmonds left end for 5 yards (tackle by Rayshawn Jenkins and Devin Lloyd),2.44,2.41,16.0,2023,234
2.0,5:14,3.0,5.0,JAX 34,0.0,10.0,Baker Mayfield pass incomplete short middle intended for Trey Palmer (defended by Tre Herndon),2.41,1.07,16.0,2023,234
2.0,4:55,4.0,5.0,JAX 34,0.0,10.0,"Baker Mayfield pass incomplete intended for Mike Evans. Penalty on Andre Cisco: Roughing the Passer, 15 yards (accepted) (no play)",1.07,4.31,16.0,2023,234
2.0,4:45,1.0,10.0,JAX 19,0.0,10.0,Rachaad White up the middle for 1 yard (tackle by DaVon Hamilton),4.31,3.88,16.0,2023,234
2.0,4:07,2.0,9.0,JAX 18,0.0,10.0,Rachaad White left end for -2 yards (tackle by Devin Lloyd),3.88,2.94,16.0,2023,234
2.0,3:22,3.0,11.0,JAX 20,0.0,10.0,Baker Mayfield pass complete short right to Cade Otton for 7 yards (tackle by Foyesade Oluokun and Tre Herndon),2.94,2.64,16.0,2023,234
2.0,2:30,4.0,4.0,JAX 13,0.0,13.0,Chase McLaughlin 31 yard field goal good,2.64,3.0,16.0,2023,234
2.0,2:27,,,TAM 35,0.0,13.0,"Jake Camarda kicks off 50 yards, returned by Jamal Agnew for 8 yards (tackle by Josh Hayes)",0.0,0.48,16.0,2023,234
2.0,2:23,1.0,10.0,JAX 23,0.0,13.0,Trevor Lawrence pass incomplete short left intended for Parker Washington,0.48,-0.07,16.0,2023,234
2.0,2:19,2.0,10.0,JAX 23,0.0,13.0,Trevor Lawrence pass complete short middle to Evan Engram for 13 yards (tackle by Lavonte David),-0.07,1.33,16.0,2023,234
2.0,2:00,1.0,10.0,JAX 36,0.0,13.0,Trevor Lawrence pass complete short left to Evan Engram for 5 yards (tackle by Shaquil Barrett),1.33,1.47,16.0,2023,234
2.0,1:41,2.0,5.0,JAX 41,0.0,13.0,Trevor Lawrence pass deep middle intended for Evan Engram is intercepted by Antoine Winfield at TB-35 and returned for no gain (tackle by Evan Engram),1.47,-1.27,16.0,2023,234
2.0,1:34,1.0,10.0,TAM 35,0.0,13.0,Baker Mayfield pass complete short right to Rachaad White for 5 yards (tackle by Foyesade Oluokun),1.27,1.4,16.0,2023,234
2.0,1:28,2.0,5.0,TAM 40,0.0,13.0,Baker Mayfield pass complete short right to Chris Godwin for 6 yards (tackle by Darious Williams),1.4,1.99,16.0,2023,234
2.0,1:25,1.0,10.0,TAM 46,0.0,13.0,Baker Mayfield pass complete short left to Mike Evans for 11 yards (tackle by Tyson Campbell),1.99,2.72,16.0,2023,234
2.0,1:17,1.0,10.0,JAX 43,0.0,13.0,"Penalty on Luke Goedeke: False Start, 5 yards (accepted) (no play)",2.72,2.39,16.0,2023,234
2.0,1:17,1.0,15.0,JAX 48,0.0,13.0,Baker Mayfield pass incomplete short middle intended for Chris Godwin,2.39,1.5,16.0,2023,234
2.0,1:15,2.0,15.0,JAX 48,0.0,13.0,Baker Mayfield pass complete short left to Trey Palmer for 10 yards,1.5,2.15,16.0,2023,234
2.0,1:12,3.0,5.0,JAX 38,0.0,13.0,Baker Mayfield pass complete short left to Mike Evans for 16 yards (tackle by Tyson Campbell),2.15,4.11,16.0,2023,234
2.0,0:51,1.0,10.0,JAX 22,0.0,19.0,"Baker Mayfield pass complete deep left to Mike Evans for 22 yards, touchdown",4.11,7.0,16.0,2023,234
2.0,0:45,,,JAX 15,0.0,20.0,Chase McLaughlin kicks extra point good,0.0,0.0,16.0,2023,234
2.0,0:45,,,TAM 35,0.0,20.0,"Jake Camarda kicks off 61 yards, returned by Jamal Agnew for 16 yards (tackle by David Moore)",0.0,0.28,16.0,2023,234
2.0,0:40,1.0,10.0,JAX 20,0.0,20.0,Trevor Lawrence pass incomplete short middle intended for Calvin Ridley,0.28,-0.27,16.0,2023,234
2.0,0:37,2.0,10.0,JAX 20,0.0,20.0,Trevor Lawrence pass complete short right to Evan Engram for 7 yards,-0.27,-0.03,16.0,2023,234
2.0,0:32,3.0,3.0,JAX 27,0.0,20.0,Trevor Lawrence sacked by Antoine Winfield for -8 yards,-0.03,-2.14,16.0,2023,234
2.0,0:24,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,16.0,2023,234
2.0,0:24,4.0,11.0,JAX 19,0.0,20.0,"Logan Cooke punts 65 yards, returned by Deven Thompkins for 6 yards (tackle by Luke Farrell)",-2.14,-0.41,16.0,2023,234
2.0,0:10,1.0,10.0,TAM 22,0.0,20.0,Baker Mayfield kneels for -1 yards,0.41,-0.27,16.0,2023,234
3.0,15:00,,,TAM 35,0.0,20.0,"Jake Camarda kicks off 69 yards, returned by Jamal Agnew for 26 yards (tackle by Joe Tryon-Shoyinka)",0.0,0.41,16.0,2023,234
3.0,14:56,1.0,10.0,JAX 22,0.0,20.0,Travis Etienne left tackle for 3 yards (tackle by Vita Vea and Devin White),0.41,0.27,16.0,2023,234
3.0,14:23,2.0,7.0,JAX 25,0.0,20.0,Trevor Lawrence pass complete deep left to Calvin Ridley for 24 yards (tackle by Jamel Dean),0.27,2.19,16.0,2023,234
3.0,13:39,1.0,10.0,JAX 49,0.0,20.0,"Trevor Lawrence sacked by and YaYa Diaby for -12 yards and Devin White for -12 yards. Trevor Lawrence fumbles (forced by YaYa Diaby), recovered by YaYa Diaby at JAC-37 (tackle by YaYa Diaby) (tackle by YaYa Diaby)",2.19,-3.12,16.0,2023,234
3.0,13:33,1.0,10.0,JAX 37,0.0,20.0,Rachaad White up the middle for 4 yards (tackle by Travon Walker and Foyesade Oluokun),3.12,3.11,16.0,2023,234
3.0,12:53,2.0,6.0,JAX 33,0.0,20.0,Baker Mayfield pass incomplete short right intended for Rachaad White,3.11,2.41,16.0,2023,234
3.0,12:47,3.0,6.0,JAX 33,0.0,20.0,Baker Mayfield pass complete short right to Trey Palmer for 6 yards (tackle by Darious Williams),2.41,3.78,16.0,2023,234
3.0,12:04,1.0,10.0,JAX 27,0.0,20.0,Baker Mayfield pass complete deep right to Payne Durham for 25 yards,3.78,6.74,16.0,2023,234
3.0,11:35,1.0,2.0,JAX 2,0.0,26.0,"Rachaad White up the middle for 2 yards, touchdown",6.74,7.0,16.0,2023,234
3.0,11:30,,,JAX 15,0.0,27.0,Chase McLaughlin kicks extra point good,0.0,0.0,16.0,2023,234
3.0,11:30,,,TAM 35,0.0,27.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,16.0,2023,234
3.0,11:30,1.0,10.0,JAX 25,0.0,27.0,Trevor Lawrence pass complete deep middle to Calvin Ridley for 25 yards (tackle by Lavonte David),0.61,2.26,16.0,2023,234
3.0,11:04,1.0,10.0,TAM 50,0.0,27.0,Trevor Lawrence pass incomplete deep right intended for Jamal Agnew,2.26,1.71,16.0,2023,234
3.0,10:49,2.0,10.0,TAM 50,0.0,27.0,Trevor Lawrence pass complete short right to Parker Washington for 13 yards (tackle by Christian Izien),1.71,3.12,16.0,2023,234
3.0,10:19,1.0,10.0,TAM 37,0.0,27.0,Trevor Lawrence pass incomplete deep left intended for Jamal Agnew,3.12,2.57,16.0,2023,234
3.0,10:11,2.0,10.0,TAM 37,0.0,27.0,D'Ernest Johnson left end for 2 yards (tackle by Antoine Winfield),2.57,2.15,16.0,2023,234
3.0,9:31,3.0,8.0,TAM 35,0.0,27.0,Trevor Lawrence pass incomplete short left intended for Evan Engram (defended by Dee Delaney),2.15,0.97,16.0,2023,234
3.0,9:26,4.0,8.0,TAM 35,0.0,27.0,"Penalty on JAX: Delay of Game, 5 yards (accepted) (no play)",0.97,0.59,16.0,2023,234
3.0,9:26,4.0,13.0,TAM 40,0.0,27.0,Trevor Lawrence pass incomplete short left intended for Jamal Agnew,0.59,-1.6,16.0,2023,234
3.0,9:21,1.0,10.0,TAM 40,0.0,27.0,Chase Edmonds up the middle for 1 yard (tackle by Devin Lloyd),1.6,1.19,16.0,2023,234
3.0,8:44,2.0,9.0,TAM 41,0.0,27.0,Chase Edmonds right guard for no gain (tackle by Dawuane Smoot and Devin Lloyd),1.19,0.5,16.0,2023,234
3.0,8:03,3.0,9.0,TAM 41,0.0,27.0,Baker Mayfield pass complete short right to Chris Godwin for 15 yards (tackle by Tre Herndon),0.5,2.65,16.0,2023,234
3.0,7:20,1.0,10.0,JAX 44,0.0,27.0,Chase Edmonds up the middle for 5 yards (tackle by Andrew Wingard),2.65,2.78,16.0,2023,234
3.0,6:41,2.0,5.0,JAX 39,0.0,27.0,Chase Edmonds right tackle for 3 yards (tackle by Adam Gotsis),2.78,2.48,16.0,2023,234
3.0,5:59,3.0,2.0,JAX 36,0.0,27.0,Baker Mayfield pass complete short right to Rachaad White for 3 yards (tackle by Rayshawn Jenkins),2.48,3.38,16.0,2023,234
3.0,5:21,1.0,10.0,JAX 33,0.0,27.0,Rachaad White up the middle for 3 yards (tackle by Folorunso Fatukasi),3.38,3.24,16.0,2023,234
3.0,4:43,2.0,7.0,JAX 30,0.0,27.0,Rachaad White right end for -3 yards (tackle by Andrew Wingard),3.24,2.15,16.0,2023,234
3.0,3:59,3.0,10.0,JAX 33,0.0,27.0,Baker Mayfield pass incomplete short left intended for Trey Palmer (defended by Tre Herndon),2.15,1.15,16.0,2023,234
3.0,3:54,4.0,10.0,JAX 33,0.0,30.0,Chase McLaughlin 51 yard field goal good,1.15,3.0,16.0,2023,234
3.0,3:49,,,TAM 35,0.0,30.0,"Jake Camarda kicks off 65 yards, returned by Jamal Agnew for 25 yards (tackle by Joe Tryon-Shoyinka)",0.0,0.61,16.0,2023,234
3.0,3:44,1.0,10.0,JAX 25,0.0,30.0,Trevor Lawrence scrambles right end for 15 yards (tackle by Dee Delaney),0.61,1.6,16.0,2023,234
3.0,3:25,1.0,10.0,JAX 40,0.0,30.0,Trevor Lawrence pass complete short left to Calvin Ridley for 9 yards (tackle by Jamel Dean),1.6,2.27,16.0,2023,234
3.0,2:58,2.0,1.0,JAX 49,0.0,30.0,Trevor Lawrence pass incomplete deep middle intended for Tim Jones,2.27,1.55,16.0,2023,234
3.0,2:53,3.0,1.0,JAX 49,0.0,30.0,Trevor Lawrence pass incomplete short left intended for Evan Engram,1.55,-0.13,16.0,2023,234
3.0,2:49,4.0,1.0,JAX 49,0.0,30.0,Trevor Lawrence scrambles right end for 2 yards (tackle by YaYa Diaby),-0.13,2.32,16.0,2023,234
3.0,2:28,1.0,10.0,TAM 49,0.0,30.0,Trevor Lawrence pass complete short right to Evan Engram for 13 yards (tackle by Dee Delaney),2.32,3.18,16.0,2023,234
3.0,2:00,1.0,10.0,TAM 36,0.0,30.0,Trevor Lawrence pass incomplete short right intended for Evan Engram,3.18,2.64,16.0,2023,234
3.0,1:54,2.0,10.0,TAM 36,0.0,30.0,Trevor Lawrence scrambles left end for 12 yards (tackle by Christian Izien),2.64,3.97,16.0,2023,234
3.0,1:25,1.0,10.0,TAM 24,0.0,30.0,Trevor Lawrence pass complete short middle to Parker Washington for 6 yards (tackle by Devin White),3.97,4.29,16.0,2023,234
3.0,0:57,2.0,4.0,TAM 18,6.0,30.0,"Trevor Lawrence pass complete deep right to Calvin Ridley for 18 yards, touchdown",4.29,7.0,16.0,2023,234
3.0,0:50,,,TAM 2,6.0,30.0,Two Point Attempt: Trevor Lawrence pass incomplete intended for intended for Tim Jones,1.0,-1.0,16.0,2023,234
3.0,0:50,,,JAX 35,6.0,30.0,"Brandon McManus kicks off 57 yards, returned by Deven Thompkins for 17 yards (tackle by Caleb Johnson)",0.0,0.61,16.0,2023,234
3.0,0:50,1.0,10.0,TAM 25,6.0,30.0,Rachaad White up the middle for 4 yards (tackle by Roy Robertson-Harris and Rayshawn Jenkins),0.61,0.6,16.0,2023,234
4.0,15:00,2.0,6.0,TAM 29,6.0,30.0,Rachaad White up the middle for -4 yards (tackle by Tyler Lacy),0.6,-0.62,16.0,2023,234
4.0,14:18,3.0,10.0,TAM 25,6.0,30.0,"Penalty on David Moore: False Start, 5 yards (accepted) (no play)",-0.62,-1.29,16.0,2023,234
4.0,14:18,3.0,15.0,TAM 20,6.0,30.0,Baker Mayfield pass complete short middle to Chris Godwin for 9 yards (tackle by Foyesade Oluokun),-1.29,-1.44,16.0,2023,234
4.0,13:39,4.0,6.0,TAM 29,6.0,30.0,"Jake Camarda punts 51 yards, returned by Jamal Agnew for -2 yards (tackle by David Moore)",-1.44,-0.04,16.0,2023,234
4.0,13:32,1.0,10.0,JAX 18,6.0,30.0,C.J. Beathard pass complete short middle to Evan Engram for 2 yards (tackle by Lavonte David),0.04,-0.13,16.0,2023,234
4.0,13:08,2.0,8.0,JAX 20,6.0,30.0,"C.J. Beathard pass complete short right to Evan Engram for 13 yards. Evan Engram fumbles (forced by Zyon McCollum) (tackle by Christian Izien), recovered by Antoine Winfield at JAC-34 (tackle by Zyon McCollum) (tackle by Zyon McCollum) (tackle by Christian Izien) (tackle by Christian Izien)",-0.13,-3.31,16.0,2023,234
4.0,12:58,1.0,10.0,JAX 34,6.0,30.0,Baker Mayfield pass incomplete short middle intended for Mike Evans (defended by Adam Gotsis),3.31,2.77,16.0,2023,234
4.0,12:54,2.0,10.0,JAX 34,6.0,30.0,"Penalty on Robert Hainsey: False Start, 5 yards (accepted) (no play)",2.77,2.09,16.0,2023,234
4.0,12:54,2.0,15.0,JAX 39,6.0,30.0,Rachaad White up the middle for 3 yards (tackle by Dawuane Smoot),2.09,1.82,16.0,2023,234
4.0,12:17,3.0,12.0,JAX 36,6.0,30.0,Baker Mayfield pass complete short right to Mike Evans for 10 yards (tackle by Darious Williams),1.82,1.86,16.0,2023,234
4.0,11:38,4.0,2.0,JAX 26,6.0,30.0,Baker Mayfield pass incomplete deep left intended for Chris Godwin,1.86,-0.74,16.0,2023,234
4.0,11:30,1.0,10.0,JAX 27,6.0,30.0,C.J. Beathard pass incomplete short left intended for Calvin Ridley,0.74,0.2,16.0,2023,234
4.0,11:09,2.0,10.0,JAX 27,6.0,30.0,"C.J. Beathard sacked by Devin White for no gain. Penalty on Devin White: Roughing the Passer, 15 yards (accepted) (no play)",0.2,1.73,16.0,2023,234
4.0,11:01,1.0,10.0,JAX 42,6.0,30.0,C.J. Beathard pass complete short right to Evan Engram for 14 yards (tackle by Joe Tryon-Shoyinka and Zyon McCollum),1.73,2.65,16.0,2023,234
4.0,10:39,1.0,10.0,TAM 44,6.0,30.0,C.J. Beathard pass complete short right to Tim Jones for 6 yards (tackle by Kaevon Merriweather),2.65,2.92,16.0,2023,234
4.0,10:17,2.0,4.0,TAM 38,6.0,30.0,C.J. Beathard pass complete short middle to Tim Jones for 15 yards (tackle by Dee Delaney and Christian Izien),2.92,4.04,16.0,2023,234
4.0,9:58,1.0,10.0,TAM 23,6.0,30.0,C.J. Beathard pass complete short right to Travis Etienne for 2 yards (tackle by Lavonte David),4.04,3.77,16.0,2023,234
4.0,9:51,2.0,8.0,TAM 21,6.0,30.0,C.J. Beathard pass complete short right to Tim Jones for 11 yards (tackle by Zyon McCollum),3.77,4.91,16.0,2023,234
4.0,9:17,1.0,10.0,TAM 10,6.0,30.0,C.J. Beathard pass incomplete short right intended for Evan Engram (defended by Devin White),4.91,4.19,16.0,2023,234
4.0,9:13,2.0,10.0,TAM 10,6.0,30.0,C.J. Beathard pass incomplete short right intended for Jamal Agnew,4.19,3.13,16.0,2023,234
4.0,9:06,,,,,,Timeout #1 by Jacksonville Jaguars,,,16.0,2023,234
4.0,9:06,3.0,10.0,TAM 10,6.0,30.0,C.J. Beathard sacked by YaYa Diaby for -9 yards,3.13,2.18,16.0,2023,234
4.0,8:24,4.0,19.0,TAM 19,6.0,30.0,C.J. Beathard pass incomplete deep right intended for Calvin Ridley (defended by Zyon McCollum),2.18,-0.15,16.0,2023,234
4.0,8:18,1.0,10.0,TAM 19,6.0,30.0,Rachaad White left guard for 1 yard (tackle by Folorunso Fatukasi),0.15,-0.2,16.0,2023,234
4.0,7:25,2.0,9.0,TAM 20,6.0,30.0,Baker Mayfield sacked by Travon Walker for -13 yards,-0.2,-2.82,16.0,2023,234
4.0,6:49,3.0,22.0,TAM 7,6.0,30.0,Rachaad White up the middle for 6 yards (tackle by Travon Walker and Foyesade Oluokun),-2.82,-2.49,16.0,2023,234
4.0,5:55,4.0,16.0,TAM 13,6.0,30.0,"Jake Camarda punts 50 yards, returned by Jamal Agnew for 12 yards (tackle by Zach Triner)",-2.49,-2.19,16.0,2023,234
4.0,5:45,1.0,10.0,JAX 49,6.0,30.0,C.J. Beathard pass complete short left to Evan Engram for 10 yards (tackle by Lavonte David),2.19,2.85,16.0,2023,234
4.0,5:24,1.0,10.0,TAM 41,6.0,30.0,C.J. Beathard pass complete short right to Calvin Ridley for 13 yards (tackle by Zyon McCollum),2.85,3.71,16.0,2023,234
4.0,5:00,1.0,10.0,TAM 28,6.0,30.0,C.J. Beathard pass complete short right to Evan Engram for 7 yards (tackle by Lavonte David),3.71,4.11,16.0,2023,234
4.0,4:53,2.0,3.0,TAM 21,6.0,30.0,C.J. Beathard scrambles right end for 6 yards (tackle by Devin White),4.11,4.58,16.0,2023,234
4.0,4:42,1.0,10.0,TAM 15,6.0,30.0,"C.J. Beathard pass incomplete short right intended for Evan Engram. Penalty on Zyon McCollum: Defensive Pass Interference, 14 yards (accepted) (no play)",4.58,6.97,16.0,2023,234
4.0,4:40,1.0,1.0,TAM 1,6.0,30.0,C.J. Beathard pass incomplete short left intended for Jamal Agnew. Penalty on Vita Vea: Defensive Offside (accepted) (no play),6.97,6.97,16.0,2023,234
4.0,4:40,1.0,1.0,TAM 1,12.0,30.0,"C.J. Beathard pass complete short right to Calvin Ridley for 1 yard, touchdown",6.97,7.0,16.0,2023,234
4.0,4:36,,,TAM 2,12.0,30.0,Two Point Attempt: C.J. Beathard pass incomplete intended for intended for Evan Engram,1.0,-1.0,16.0,2023,234
4.0,4:36,,,JAX 35,12.0,30.0,"Brandon McManus kicks onside 9 yards, returned by David Moore for no gain",0.0,2.65,16.0,2023,234
4.0,4:35,1.0,10.0,JAX 44,12.0,30.0,Rachaad White up the middle for 2 yards (tackle by Rayshawn Jenkins and Roy Robertson-Harris),2.65,2.38,16.0,2023,234
4.0,3:53,2.0,8.0,JAX 42,12.0,30.0,Rachaad White up the middle for no gain (tackle by Roy Robertson-Harris),2.38,1.69,16.0,2023,234
4.0,3:48,,,,,,Timeout #2 by Jacksonville Jaguars,,,16.0,2023,234
4.0,3:48,3.0,8.0,JAX 42,12.0,30.0,Baker Mayfield pass complete short left to Chris Godwin for 14 yards (tackle by Antonio Johnson),1.69,3.71,16.0,2023,234
4.0,3:06,1.0,10.0,JAX 28,12.0,30.0,Chase Edmonds up the middle for 2 yards (tackle by DaVon Hamilton),3.71,3.44,16.0,2023,234
4.0,2:21,2.0,8.0,JAX 26,12.0,30.0,Chase Edmonds left end for 1 yard (tackle by K'Lavon Chaisson),3.44,2.87,16.0,2023,234
4.0,2:00,3.0,7.0,JAX 25,12.0,30.0,Baker Mayfield pass complete short right to Chris Godwin for 12 yards (tackle by Antonio Johnson),2.87,4.71,16.0,2023,234
4.0,1:41,1.0,10.0,JAX 13,12.0,30.0,Chase Edmonds up the middle for 2 yards (tackle by Travon Walker),4.71,4.39,16.0,2023,234
