Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Kenneth Walker III,SEA,16,54,0,2.0,25,1.6,29,1.8,3,5.3,16.0,2023,233
Zach Charbonnet,SEA,2,0,0,,-1,-0.5,1,0.5,0,,16.0,2023,233
DeeJay Dallas,SEA,1,2,0,1.0,1,1.0,1,1.0,0,,16.0,2023,233
Geno Smith,SEA,1,2,0,0.0,2,2.0,0,0.0,0,,16.0,2023,233
Derrick Henry,TEN,19,88,1,5.0,47,2.5,41,2.2,2,9.5,16.0,2023,233
Tyjae Spears,TEN,9,40,0,3.0,24,2.7,16,1.8,0,,16.0,2023,233
Ryan Tannehill,TEN,2,37,0,2.0,37,18.5,0,0.0,0,,16.0,2023,233
Treylon Burks,TEN,1,-3,0,0.0,-3,-3.0,0,0.0,0,,16.0,2023,233
