Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA,week,year,game_id
2.0,8:41,1.0,10.0,CIN 14,0.0,14.0,Mason Rudolph pass incomplete short left intended for Diontae Johnson,4.65,4.0,16.0,2023,226
2.0,8:37,2.0,10.0,CIN 14,0.0,14.0,Najee Harris up the middle for 4 yards (tackle by Logan Wilson and Jordan Battle),4.0,3.82,16.0,2023,226
2.0,8:00,3.0,6.0,CIN 10,0.0,14.0,Mason Rudolph scrambles right guard for 7 yards (tackle by Mike Hilton),3.82,6.51,16.0,2023,226
2.0,7:13,1.0,3.0,CIN 3,0.0,20.0,"Najee Harris for 3 yards, touchdown",6.51,7.0,16.0,2023,226
2.0,7:06,,,CIN 15,0.0,21.0,Chris Boswell kicks extra point good,0.0,0.0,16.0,2023,226
2.0,7:06,,,PIT 35,0.0,21.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,16.0,2023,226
2.0,7:06,1.0,10.0,CIN 25,0.0,21.0,Chase Brown left guard for 4 yards (tackle by Mykal Walker),0.61,0.6,16.0,2023,226
2.0,6:28,2.0,6.0,CIN 29,0.0,21.0,Jake Browning pass complete short middle to Tyler Boyd for 29 yards (tackle by Chandon Sullivan),0.6,2.79,16.0,2023,226
2.0,5:44,1.0,10.0,PIT 42,0.0,21.0,Jake Browning pass complete short left to Tyler Boyd for 14 yards,2.79,3.71,16.0,2023,226
2.0,5:10,1.0,10.0,PIT 28,0.0,21.0,Jake Browning pass complete short middle to Drew Sample for 14 yards (tackle by T.J. Watt and Patrick Peterson),3.71,4.65,16.0,2023,226
2.0,4:31,1.0,10.0,PIT 14,0.0,21.0,Jake Browning pass complete short right to Trenton Irwin for 9 yards (tackle by Myles Jack and Mykal Walker),4.65,5.67,16.0,2023,226
2.0,3:47,2.0,1.0,PIT 5,0.0,21.0,Jake Browning pass complete short left to Trenton Irwin for no gain (tackle by Joey Porter),5.67,4.96,16.0,2023,226
2.0,3:08,3.0,1.0,PIT 5,0.0,21.0,"Joe Mixon for no gain (tackle by Markus Golden) CIN challenged the short of the line to gain ruling, and the play was upheld.",4.96,3.03,16.0,2023,226
2.0,2:19,4.0,1.0,PIT 5,0.0,21.0,Jake Browning pass incomplete short left intended for Tee Higgins (defended by Joey Porter),3.03,0.38,16.0,2023,226
2.0,2:14,1.0,10.0,PIT 5,0.0,21.0,Mason Rudolph pass complete short left to Jaylen Warren for 9 yards (tackle by Daxton Hill),-0.38,-0.1,16.0,2023,226
2.0,2:00,2.0,1.0,PIT 14,0.0,21.0,Jaylen Warren left tackle for 2 yards (tackle by B.J. Hill),-0.1,-0.14,16.0,2023,226
2.0,1:40,1.0,10.0,PIT 16,0.0,21.0,Mason Rudolph pass incomplete short middle,-0.14,-0.66,16.0,2023,226
2.0,1:36,2.0,10.0,PIT 16,0.0,21.0,Mason Rudolph pass incomplete short left intended for George Pickens,-0.66,-1.32,16.0,2023,226
2.0,1:31,3.0,10.0,PIT 16,0.0,21.0,Mason Rudolph pass complete short left to Diontae Johnson for 10 yards (tackle by DJ Turner),-1.32,0.67,16.0,2023,226
2.0,1:26,1.0,10.0,PIT 26,0.0,21.0,"Mason Rudolph pass incomplete short left intended for Diontae Johnson. Penalty on Dan Moore: Offensive Holding, 10 yards (accepted) (no play)",0.67,-0.3,16.0,2023,226
2.0,1:22,1.0,20.0,PIT 16,0.0,21.0,Mason Rudolph pass incomplete short middle intended for Jaylen Warren (defended by Logan Wilson),-0.3,-1.37,16.0,2023,226
2.0,1:18,2.0,20.0,PIT 16,0.0,21.0,Mason Rudolph pass complete short middle to Diontae Johnson for 5 yards (tackle by Jordan Battle),-1.37,-1.22,16.0,2023,226
2.0,1:10,,,,,,Timeout #3 by Cincinnati Bengals,,,16.0,2023,226
2.0,1:10,3.0,15.0,PIT 21,0.0,21.0,"Mason Rudolph pass complete deep left to George Pickens for 44 yards Replay Assistant challenged the pass completion ruling, and the play was upheld.",-1.22,3.25,16.0,2023,226
2.0,1:02,1.0,10.0,CIN 35,0.0,21.0,Mason Rudolph pass complete short left to Jaylen Warren for 5 yards (tackle by Germaine Pratt),3.25,3.38,16.0,2023,226
2.0,0:56,2.0,5.0,CIN 30,0.0,21.0,Mason Rudolph pass incomplete short right intended for George Pickens,3.38,2.68,16.0,2023,226
2.0,0:51,3.0,5.0,CIN 30,0.0,21.0,"Mason Rudolph pass complete short left to George Pickens for -1 yards. George Pickens fumbles (forced by Chidobe Awuzie), recovered by George Pickens at CIN-31",2.68,1.34,16.0,2023,226
2.0,0:04,,,,,,Timeout #2 by Pittsburgh Steelers,,,16.0,2023,226
2.0,0:04,4.0,6.0,CIN 31,0.0,24.0,Chris Boswell 50 yard field goal good,1.34,3.0,16.0,2023,226
3.0,15:00,,,CIN 35,0.0,24.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,16.0,2023,226
3.0,15:00,1.0,10.0,PIT 25,0.0,24.0,Mason Rudolph pass complete short left to Jaylen Warren for 6 yards (tackle by Logan Wilson),0.61,0.87,16.0,2023,226
3.0,14:18,2.0,4.0,PIT 31,0.0,24.0,Najee Harris left guard for 3 yards (tackle by Akeem Davis-Gaither and B.J. Hill),0.87,0.56,16.0,2023,226
3.0,13:37,3.0,1.0,PIT 34,0.0,24.0,Najee Harris up the middle for 3 yards (tackle by Sam Hubbard),0.56,1.4,16.0,2023,226
3.0,12:56,1.0,10.0,PIT 37,0.0,24.0,Mason Rudolph pass complete short left to Miles Boykin for 6 yards,1.4,1.67,16.0,2023,226
3.0,12:16,2.0,4.0,PIT 43,0.0,24.0,Najee Harris right guard for 2 yards (tackle by B.J. Hill and Daxton Hill),1.67,1.22,16.0,2023,226
3.0,11:36,3.0,2.0,PIT 45,0.0,24.0,Mason Rudolph pass incomplete deep left intended for Calvin Austin,1.22,-0.39,16.0,2023,226
3.0,11:29,4.0,2.0,PIT 45,0.0,24.0,"Pressley Harvin punts 35 yards, fair catch by Charlie Jones at CIN-20",-0.39,-0.28,16.0,2023,226
3.0,11:22,1.0,10.0,CIN 20,6.0,24.0,"Jake Browning pass complete short middle to Tee Higgins for 80 yards, touchdown",0.28,7.0,16.0,2023,226
3.0,11:11,,,PIT 2,8.0,24.0,Two Point Attempt: Jake Browning pass complete to to Joe Mixon for no gain,1.0,1.0,16.0,2023,226
3.0,11:11,,,CIN 35,8.0,24.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,16.0,2023,226
3.0,11:11,1.0,10.0,PIT 25,8.0,24.0,Mason Rudolph pass complete short right to Darnell Washington for 8 yards (tackle by Daxton Hill),0.61,1.14,16.0,2023,226
3.0,10:31,2.0,2.0,PIT 33,8.0,24.0,Jaylen Warren right guard for 1 yard (tackle by B.J. Hill and Zachary Carter),1.14,0.56,16.0,2023,226
3.0,9:47,3.0,1.0,PIT 34,8.0,30.0,"Mason Rudolph pass complete deep left to George Pickens for 66 yards, touchdown",0.56,7.0,16.0,2023,226
3.0,9:38,,,CIN 15,8.0,31.0,Chris Boswell kicks extra point good,0.0,0.0,16.0,2023,226
3.0,9:38,,,PIT 35,8.0,31.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,16.0,2023,226
3.0,9:38,1.0,10.0,CIN 25,8.0,31.0,Jake Browning pass incomplete short middle intended for Tyler Boyd (defended by T.J. Watt),0.61,0.06,16.0,2023,226
3.0,9:34,2.0,10.0,CIN 25,8.0,31.0,Jake Browning pass complete short left to Tee Higgins for 8 yards (tackle by Eric Rowe and Miles Killebrew),0.06,0.43,16.0,2023,226
3.0,8:52,3.0,2.0,CIN 33,8.0,31.0,Jake Browning pass complete short left to Tee Higgins for 14 yards (tackle by Levi Wallace),0.43,2.06,16.0,2023,226
3.0,8:10,1.0,10.0,CIN 47,8.0,31.0,"Jake Browning pass complete short left to Drew Sample for 16 yards (tackle by Eric Rowe and Mykal Walker). Penalty on Alex Highsmith: Defensive Offside, 5 yards (declined)",2.06,3.12,16.0,2023,226
3.0,7:38,1.0,10.0,PIT 37,8.0,31.0,Jake Browning pass incomplete short middle intended for Joe Mixon,3.12,2.57,16.0,2023,226
3.0,7:33,2.0,10.0,PIT 37,8.0,31.0,Jake Browning pass incomplete short middle intended for Tee Higgins (defended by Chandon Sullivan),2.57,1.88,16.0,2023,226
3.0,7:27,3.0,10.0,PIT 37,8.0,31.0,Jake Browning pass complete short middle to Tanner Hudson for 5 yards (tackle by Chandon Sullivan),1.88,1.26,16.0,2023,226
3.0,6:46,4.0,5.0,PIT 32,8.0,31.0,Jake Browning pass incomplete deep left intended for Tee Higgins,1.26,-1.07,16.0,2023,226
3.0,6:38,1.0,10.0,PIT 32,8.0,31.0,Najee Harris right guard for 4 yards (tackle by DJ Turner and Daxton Hill),1.07,1.07,16.0,2023,226
3.0,6:06,2.0,6.0,PIT 36,8.0,31.0,Mason Rudolph sacked by Trey Hendrickson for -6 yards,1.07,-0.43,16.0,2023,226
3.0,5:20,3.0,12.0,PIT 30,8.0,31.0,Mason Rudolph pass incomplete short right intended for Diontae Johnson (defended by DJ Turner),-0.43,-1.37,16.0,2023,226
3.0,5:16,4.0,12.0,PIT 30,8.0,31.0,"Pressley Harvin punts 38 yards, fair catch by Charlie Jones at CIN-32",-1.37,-1.07,16.0,2023,226
3.0,5:08,1.0,10.0,CIN 32,8.0,31.0,Joe Mixon right tackle for 13 yards (tackle by Mykal Walker),1.07,1.93,16.0,2023,226
3.0,4:35,1.0,10.0,CIN 45,8.0,31.0,Jake Browning pass complete short left to Tyler Boyd for 4 yards (tackle by Elijah Riley),1.93,1.92,16.0,2023,226
3.0,3:58,2.0,6.0,CIN 49,8.0,31.0,Jake Browning pass complete short left to Andrei Iosivas for 11 yards (tackle by Levi Wallace),1.92,2.92,16.0,2023,226
3.0,3:26,1.0,10.0,PIT 40,8.0,31.0,Jake Browning pass complete short right to Tyler Boyd for 6 yards,2.92,3.18,16.0,2023,226
3.0,2:48,2.0,4.0,PIT 34,8.0,31.0,"Jake Browning pass complete to Andrei Iosivas for 22 yards PIT challenged the pass completion ruling, and the original play was overturned. Jake Browning pass incomplete deep left intended for Andrei Iosivas",3.18,2.48,16.0,2023,226
3.0,2:44,3.0,4.0,PIT 34,8.0,31.0,"Jake Browning pass incomplete short right intended for Drew Sample. Penalty on Joey Porter: Defensive Holding, 5 yards (accepted) (no play)",2.48,3.64,16.0,2023,226
3.0,2:37,1.0,10.0,PIT 29,8.0,31.0,Jake Browning pass complete short right to Chase Brown for 2 yards (tackle by Miles Killebrew),3.64,3.37,16.0,2023,226
3.0,2:03,2.0,8.0,PIT 27,8.0,31.0,Jake Browning pass incomplete short left intended for Andrei Iosivas,3.37,2.68,16.0,2023,226
3.0,1:58,3.0,8.0,PIT 27,8.0,31.0,Jake Browning pass complete short right to Tee Higgins for 15 yards (tackle by Joey Porter),2.68,4.78,16.0,2023,226
3.0,1:23,1.0,10.0,PIT 12,8.0,31.0,Joe Mixon left guard for 2 yards (tackle by Mykal Walker and Myles Jack),4.78,4.45,16.0,2023,226
3.0,0:43,2.0,8.0,PIT 10,8.0,31.0,Jake Browning sacked by Alex Highsmith for -7 yards,4.45,2.84,16.0,2023,226
3.0,0:06,3.0,15.0,PIT 17,8.0,31.0,"Jake Browning pass complete short right to Joe Mixon for 2 yards (tackle by Myles Jack) PIT challenged the pass completion ruling, and the original play was overturned. Jake Browning pass incomplete short right intended for Joe Mixon",2.84,2.31,16.0,2023,226
3.0,0:03,4.0,15.0,PIT 17,11.0,31.0,Evan McPherson 35 yard field goal good,2.31,3.0,16.0,2023,226
4.0,15:00,,,CIN 35,11.0,31.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,16.0,2023,226
4.0,15:00,1.0,10.0,PIT 25,11.0,31.0,Jaylen Warren left end for 1 yard (tackle by B.J. Hill and Logan Wilson),0.61,0.2,16.0,2023,226
4.0,14:22,2.0,9.0,PIT 26,11.0,31.0,Jaylen Warren left guard for 5 yards (tackle by Jordan Battle),0.2,0.17,16.0,2023,226
4.0,13:42,3.0,4.0,PIT 31,11.0,31.0,Mason Rudolph pass incomplete deep right intended for Diontae Johnson,0.17,-1.31,16.0,2023,226
4.0,13:36,4.0,4.0,PIT 31,11.0,31.0,"Pressley Harvin punts 39 yards, returned by Charlie Jones for 5 yards (tackle by Miles Boykin)",-1.31,-1.27,16.0,2023,226
4.0,13:27,1.0,10.0,CIN 35,11.0,31.0,"Jake Browning pass complete short right to Joe Mixon for no gain (tackle by Mykal Walker). Penalty on Jonah Williams: Offensive Holding, 10 yards (accepted) (no play)",1.27,0.61,16.0,2023,226
4.0,13:14,1.0,20.0,CIN 25,11.0,31.0,"Penalty on Jonah Williams: False Start, 5 yards (accepted) (no play)",0.61,0.28,16.0,2023,226
4.0,13:14,1.0,25.0,CIN 20,11.0,31.0,Jake Browning pass complete short middle to Chase Brown for 6 yards (tackle by Myles Jack and Miles Killebrew),0.28,-0.49,16.0,2023,226
4.0,12:33,2.0,19.0,CIN 26,11.0,31.0,Jake Browning pass deep middle intended for Andrei Iosivas is intercepted by Alex Highsmith at CIN-43 and returned for no gain (tackle by Tanner Hudson),-0.49,-2.72,16.0,2023,226
4.0,12:26,1.0,10.0,CIN 43,11.0,31.0,Najee Harris up the middle for 6 yards (tackle by Logan Wilson),2.72,2.99,16.0,2023,226
4.0,11:46,2.0,4.0,CIN 37,11.0,31.0,Najee Harris up the middle for 5 yards (tackle by Jordan Battle and Logan Wilson),2.99,3.45,16.0,2023,226
4.0,10:52,1.0,10.0,CIN 32,11.0,31.0,Najee Harris left guard for 7 yards (tackle by Zachary Carter and Germaine Pratt),3.45,3.85,16.0,2023,226
4.0,10:05,2.0,3.0,CIN 25,11.0,31.0,"Najee Harris up the middle for no gain (tackle by Josh Tupou and Logan Wilson) Penalty on PIT: Illegal Shift, 5 yards (declined)",3.85,3.14,16.0,2023,226
4.0,9:35,3.0,3.0,CIN 25,11.0,31.0,Jaylen Warren left tackle for 4 yards (tackle by Myles Murphy and Mike Hilton),3.14,4.17,16.0,2023,226
4.0,8:54,1.0,10.0,CIN 21,11.0,31.0,Najee Harris left tackle for 2 yards (tackle by B.J. Hill and Logan Wilson),4.17,3.9,16.0,2023,226
4.0,8:11,2.0,8.0,CIN 19,11.0,31.0,Najee Harris right end for -4 yards (tackle by Logan Wilson and Mike Hilton),3.9,2.68,16.0,2023,226
4.0,7:29,3.0,12.0,CIN 23,11.0,31.0,Mason Rudolph pass complete short right to Allen Robinson for 11 yards,2.68,2.78,16.0,2023,226
4.0,7:00,,,,,,Timeout #1 by Pittsburgh Steelers,,,16.0,2023,226
4.0,7:00,4.0,1.0,CIN 12,11.0,34.0,Chris Boswell 30 yard field goal good,2.78,3.0,16.0,2023,226
4.0,6:57,,,PIT 35,11.0,34.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,16.0,2023,226
4.0,6:57,1.0,10.0,CIN 25,11.0,34.0,Chase Brown up the middle for 5 yards (tackle by Larry Ogunjobi and Nick Herbig),0.61,0.74,16.0,2023,226
4.0,6:20,2.0,5.0,CIN 30,11.0,34.0,Jake Browning left tackle for no gain (tackle by Myles Jack and Eric Rowe),0.74,0.04,16.0,2023,226
4.0,5:37,3.0,5.0,CIN 30,11.0,34.0,Jake Browning pass complete short middle to Trenton Irwin for 22 yards (tackle by Eric Rowe),0.04,2.39,16.0,2023,226
4.0,5:03,1.0,10.0,PIT 48,11.0,34.0,Joe Mixon left tackle for 8 yards (tackle by Myles Jack and Eric Rowe),2.39,2.93,16.0,2023,226
4.0,4:27,2.0,2.0,PIT 40,11.0,34.0,Joe Mixon for 1 yard (tackle by Mykal Walker and Markus Golden),2.93,2.34,16.0,2023,226
4.0,3:47,3.0,1.0,PIT 39,11.0,34.0,"Penalty on Mitchell Wilcox: False Start, 5 yards (accepted) (no play)",2.34,1.69,16.0,2023,226
4.0,3:47,3.0,6.0,PIT 44,11.0,34.0,Jake Browning sacked by Myles Jack for -11 yards,1.69,-0.39,16.0,2023,226
4.0,3:07,4.0,17.0,CIN 45,11.0,34.0,Brad Robbins punts 51 yards downed by Shedrick Jackson,-0.39,0.38,16.0,2023,226
4.0,2:57,1.0,10.0,PIT 4,11.0,34.0,Mason Rudolph right guard for -3 yards (tackle by Chidobe Awuzie and Jay Tufele),-0.38,-1.0,16.0,2023,226
4.0,2:17,2.0,13.0,PIT 1,11.0,34.0,Najee Harris right guard for 3 yards (tackle by Germaine Pratt and Akeem Davis-Gaither),-1.0,-1.42,16.0,2023,226
4.0,2:00,3.0,10.0,PIT 4,11.0,34.0,Jaylen Warren left guard for 4 yards (tackle by Nick Scott),-1.42,-2.49,16.0,2023,226
4.0,1:14,,,,,,Timeout #2 by Pittsburgh Steelers,,,16.0,2023,226
4.0,1:14,4.0,6.0,PIT 8,11.0,34.0,Pressley Harvin punts 40 yards downed by Rodney Williams,-2.49,-2.39,16.0,2023,226
4.0,1:02,1.0,10.0,PIT 48,11.0,34.0,Joe Mixon right tackle for 11 yards (tackle by Nick Herbig and Mykal Walker),2.39,3.12,16.0,2023,226
4.0,0:26,1.0,10.0,PIT 37,11.0,34.0,Joe Mixon for 4 yards (tackle by Armon Watts),3.12,3.11,16.0,2023,226
