Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Dak Prescott,DAL,20,32,253,2,0,4,11,49,107.9,16.0,2023,236
Tony Pollard,DAL,0,0,0,0,0,0,0,0,,16.0,2023,236
CeeDee Lamb,DAL,0,0,0,0,0,0,0,0,,16.0,2023,236
Brandin Cooks,DAL,0,0,0,0,0,0,0,0,,16.0,2023,236
KaVontae Turpin,DAL,0,0,0,0,0,0,0,0,,16.0,2023,236
Rico Dowdle,DAL,0,0,0,0,0,0,0,0,,16.0,2023,236
Hunter Luepke,DAL,0,0,0,0,0,0,0,0,,16.0,2023,236
Jalen Tolbert,DAL,0,0,0,0,0,0,0,0,,16.0,2023,236
Jake Ferguson,DAL,0,0,0,0,0,0,0,0,,16.0,2023,236
Michael Gallup,DAL,0,0,0,0,0,0,0,0,,16.0,2023,236
Luke Schoonmaker,DAL,0,0,0,0,0,0,0,0,,16.0,2023,236
Peyton Hendershot,DAL,0,0,0,0,0,0,0,0,,16.0,2023,236
Tua Tagovailoa,MIA,24,37,293,1,0,1,9,50,98.1,16.0,2023,236
Raheem Mostert,MIA,0,0,0,0,0,0,0,0,,16.0,2023,236
De'Von Achane,MIA,0,0,0,0,0,0,0,0,,16.0,2023,236
Jeff Wilson,MIA,0,0,0,0,0,0,0,0,,16.0,2023,236
Jaylen Waddle,MIA,0,0,0,0,0,0,0,0,,16.0,2023,236
Tyreek Hill,MIA,0,0,0,0,0,0,0,0,,16.0,2023,236
Durham Smythe,MIA,0,0,0,0,0,0,0,0,,16.0,2023,236
Cedrick Wilson Jr.,MIA,0,0,0,0,0,0,0,0,,16.0,2023,236
Robbie Chosen,MIA,0,0,0,0,0,0,0,0,,16.0,2023,236
Alec Ingold,MIA,0,0,0,0,0,0,0,0,,16.0,2023,236
