Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Lamar Jackson,BAL,23,35,252,2,0,2,11,39,105.9,16.0,2023,240
Gus Edwards,BAL,0,0,0,0,0,0,0,0,,16.0,2023,240
Justice Hill,BAL,0,0,0,0,0,0,0,0,,16.0,2023,240
Zay Flowers,BAL,0,0,0,0,0,0,0,0,,16.0,2023,240
Isaiah Likely,BAL,0,0,0,0,0,0,0,0,,16.0,2023,240
Charlie Kolar,BAL,0,0,0,0,0,0,0,0,,16.0,2023,240
Rashod Bateman,BAL,0,0,0,0,0,0,0,0,,16.0,2023,240
Odell Beckham Jr.,BAL,0,0,0,0,0,0,0,0,,16.0,2023,240
Nelson Agholor,BAL,0,0,0,0,0,0,0,0,,16.0,2023,240
Patrick Ricard,BAL,0,0,0,0,0,0,0,0,,16.0,2023,240
Brock Purdy,SFO,18,32,255,0,4,2,8,58,42.6,16.0,2023,240
Sam Darnold,SFO,8,14,81,1,1,2,20,24,67.9,16.0,2023,240
Christian McCaffrey,SFO,0,0,0,0,0,0,0,0,,16.0,2023,240
Deebo Samuel,SFO,0,0,0,0,0,0,0,0,,16.0,2023,240
George Kittle,SFO,0,0,0,0,0,0,0,0,,16.0,2023,240
Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,,16.0,2023,240
Ronnie Bell,SFO,0,0,0,0,0,0,0,0,,16.0,2023,240
Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,16.0,2023,240
Willie Snead,SFO,0,0,0,0,0,0,0,0,,16.0,2023,240
