Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Falcons,19.0,13.44,9.77,3.36,0.0,4.99,-1.23,6.22,0.94,-1.88,-4.88,1.83,2.5,-2.9,1.57,16.0,2023,228
Colts,-19.0,-4.99,1.23,-6.22,-0.94,-13.44,-9.77,-3.36,0.0,1.88,-1.83,4.88,2.9,-2.5,-1.57,16.0,2023,228
