Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Joe Flacco,CLE,0,0,0,0,0,16.0,2023,230
Dorian Thompson-Robinson,CLE,0,0,0,0,0,16.0,2023,230
Jerome Ford,CLE,2,1,-2,0,-2,16.0,2023,230
Pierre Strong,CLE,1,0,0,0,0,16.0,2023,230
Kareem Hunt,CLE,4,2,5,0,6,16.0,2023,230
Amari Cooper,CLE,15,11,265,2,75,16.0,2023,230
David Njoku,CLE,9,6,44,1,21,16.0,2023,230
Elijah Moore,CLE,4,2,19,0,18,16.0,2023,230
Jordan Akins,CLE,2,2,18,0,13,16.0,2023,230
Cedric Tillman,CLE,2,2,13,0,7,16.0,2023,230
Harrison Bryant,CLE,1,1,6,0,6,16.0,2023,230
David Bell,CLE,2,1,6,0,6,16.0,2023,230
Marquise Goodwin,CLE,1,0,0,0,0,16.0,2023,230
Davis Mills,HOU,0,0,0,0,0,16.0,2023,230
Case Keenum,HOU,0,0,0,0,0,16.0,2023,230
Devin Singletary,HOU,3,3,19,0,8,16.0,2023,230
Robert Woods,HOU,6,2,14,0,12,16.0,2023,230
Dameon Pierce,HOU,2,1,10,0,10,16.0,2023,230
Dare Ogunbowale,HOU,3,0,0,0,0,16.0,2023,230
Dalton Schultz,HOU,11,8,61,0,14,16.0,2023,230
Noah Brown,HOU,7,3,38,0,16,16.0,2023,230
Brevin Jordan,HOU,3,2,27,0,19,16.0,2023,230
Xavier Hutchinson,HOU,2,1,18,0,18,16.0,2023,230
Nico Collins,HOU,6,4,18,1,7,16.0,2023,230
Andrew Beck,HOU,2,2,6,1,5,16.0,2023,230
John Metchie,HOU,3,0,0,0,0,16.0,2023,230
