Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Jordan Love,GNB,0,0,0,0,0,16.0,2023,229
Aaron Jones,GNB,3,1,8,0,8,16.0,2023,229
AJ Dillon,GNB,0,0,0,0,0,16.0,2023,229
Bo Melton,GNB,6,4,44,0,17,16.0,2023,229
Patrick Taylor,GNB,1,1,-1,0,-1,16.0,2023,229
Romeo Doubs,GNB,5,4,79,1,36,16.0,2023,229
Tucker Kraft,GNB,6,4,60,0,27,16.0,2023,229
Dontayvion Wicks,GNB,2,2,29,1,21,16.0,2023,229
Malik Heath,GNB,1,1,0,0,0,16.0,2023,229
Samori Toure,GNB,2,0,0,0,0,16.0,2023,229
Bryce Young,CAR,0,0,0,0,0,16.0,2023,229
Chuba Hubbard,CAR,1,1,8,0,8,16.0,2023,229
Ihmir Smith-Marsette,CAR,1,1,18,0,18,16.0,2023,229
Miles Sanders,CAR,2,1,5,0,5,16.0,2023,229
DJ Chark,CAR,8,6,98,2,22,16.0,2023,229
Adam Thielen,CAR,8,6,94,0,22,16.0,2023,229
Tommy Tremble,CAR,6,4,59,0,30,16.0,2023,229
Stephen Sullivan,CAR,5,3,21,0,9,16.0,2023,229
Jonathan Mingo,CAR,1,1,9,0,9,16.0,2023,229
