0,1,week,year,game_id
Won Toss,Steelers (deferred),16.0,2023,226
Roof,outdoors,16.0,2023,226
Surface,grass,16.0,2023,226
Duration,2:54,16.0,2023,226
Attendance,66646,16.0,2023,226
Weather,"49 degrees, relative humidity 54%, wind 5 mph",16.0,2023,226
Vegas Line,Cincinnati Bengals -2.5,16.0,2023,226
Over/Under,38.0 (over),16.0,2023,226
