Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Jared Goff,DET,30,40,257,1,0,1,11,25,99.7,16.0,2023,231
Jahmyr Gibbs,DET,0,0,0,0,0,0,0,0,,16.0,2023,231
David Montgomery,DET,0,0,0,0,0,0,0,0,,16.0,2023,231
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,16.0,2023,231
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,16.0,2023,231
Jameson Williams,DET,0,0,0,0,0,0,0,0,,16.0,2023,231
Sam LaPorta,DET,0,0,0,0,0,0,0,0,,16.0,2023,231
Josh Reynolds,DET,0,0,0,0,0,0,0,0,,16.0,2023,231
Donovan Peoples-Jones,DET,0,0,0,0,0,0,0,0,,16.0,2023,231
Nick Mullens,MIN,22,36,411,2,4,4,38,47,79.5,16.0,2023,231
Ty Chandler,MIN,0,0,0,0,0,0,0,0,,16.0,2023,231
Justin Jefferson,MIN,0,0,0,0,0,0,0,0,,16.0,2023,231
K.J. Osborn,MIN,0,0,0,0,0,0,0,0,,16.0,2023,231
T.J. Hockenson,MIN,0,0,0,0,0,0,0,0,,16.0,2023,231
Brandon Powell,MIN,0,0,0,0,0,0,0,0,,16.0,2023,231
Josh Oliver,MIN,0,0,0,0,0,0,0,0,,16.0,2023,231
Johnny Mundt,MIN,0,0,0,0,0,0,0,0,,16.0,2023,231
C.J. Ham,MIN,0,0,0,0,0,0,0,0,,16.0,2023,231
Jordan Addison,MIN,0,0,0,0,0,0,0,0,,16.0,2023,231
Alexander Mattison,MIN,0,0,0,0,0,0,0,0,,16.0,2023,231
