Player,Pos,home_team,team,week,year,game_id
Jalen Hurts,QB,1,Eagles,16.0,2023,239
D'Andre Swift,RB,1,Eagles,16.0,2023,239
A.J. Brown,WR,1,Eagles,16.0,2023,239
DeVonta Smith,WR,1,Eagles,16.0,2023,239
Julio Jones,WR,1,Eagles,16.0,2023,239
Dallas Goedert,TE,1,Eagles,16.0,2023,239
Cam Jurgens,OL,1,Eagles,16.0,2023,239
Lane Johnson,T,1,Eagles,16.0,2023,239
Jordan Mailata,T,1,Eagles,16.0,2023,239
Sua Opeta,G,1,Eagles,16.0,2023,239
Jason Kelce,C,1,Eagles,16.0,2023,239
Josh Sweat,DE,1,Eagles,16.0,2023,239
Fletcher Cox,DT,1,Eagles,16.0,2023,239
Jordan Davis,DT,1,Eagles,16.0,2023,239
Haason Reddick,OLB,1,Eagles,16.0,2023,239
Ben VanSumeren,LB,1,Eagles,16.0,2023,239
Shaquille Leonard,LB,1,Eagles,16.0,2023,239
Kelee Ringo,CB,1,Eagles,16.0,2023,239
James Bradberry,CB,1,Eagles,16.0,2023,239
Kevin Byard,S,1,Eagles,16.0,2023,239
Sydney Brown,S,1,Eagles,16.0,2023,239
Reed Blankenship,S,1,Eagles,16.0,2023,239
