Quarter,Time,Tm,Detail,JAX,TAM,week,year,game_id
1.0,7:22,Buccaneers,Chase McLaughlin 24 yard field goal,0,3,16.0,2023,234
2.0,12:53,Buccaneers,Mike Evans 3 yard pass from Baker Mayfield (Chase McLaughlin kick),0,10,16.0,2023,234
,2:27,Buccaneers,Chase McLaughlin 31 yard field goal,0,13,16.0,2023,234
,0:45,Buccaneers,Mike Evans 22 yard pass from Baker Mayfield (Chase McLaughlin kick),0,20,16.0,2023,234
3.0,11:30,Buccaneers,Rachaad White 2 yard rush (Chase McLaughlin kick),0,27,16.0,2023,234
,3:49,Buccaneers,Chase McLaughlin 51 yard field goal,0,30,16.0,2023,234
,0:50,Jaguars,Calvin Ridley 18 yard pass from Trevor Lawrence (pass failed),6,30,16.0,2023,234
4.0,4:36,Jaguars,Calvin Ridley 1 yard pass from C.J. Beathard (pass failed),12,30,16.0,2023,234
