Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Gardner Minshew II,IND,20,37,201,0,1,6,31,18,58.5,16.0,2023,228
Jonathan Taylor,IND,0,0,0,0,0,0,0,0,,16.0,2023,228
Tyler Goodson,IND,0,0,0,0,0,0,0,0,,16.0,2023,228
Trey Sermon,IND,0,0,0,0,0,0,0,0,,16.0,2023,228
Kylen Granson,IND,0,0,0,0,0,0,0,0,,16.0,2023,228
Will Mallory,IND,0,0,0,0,0,0,0,0,,16.0,2023,228
Josh Downs,IND,0,0,0,0,0,0,0,0,,16.0,2023,228
Alec Pierce,IND,0,0,0,0,0,0,0,0,,16.0,2023,228
D.J. Montgomery,IND,0,0,0,0,0,0,0,0,,16.0,2023,228
Mo Alie-Cox,IND,0,0,0,0,0,0,0,0,,16.0,2023,228
Taylor Heinicke,ATL,23,33,229,1,0,1,0,24,99.2,16.0,2023,228
Bijan Robinson,ATL,0,0,0,0,0,0,0,0,,16.0,2023,228
Tyler Allgeier,ATL,0,0,0,0,0,0,0,0,,16.0,2023,228
Cordarrelle Patterson,ATL,0,0,0,0,0,0,0,0,,16.0,2023,228
Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,16.0,2023,228
Drake London,ATL,0,0,0,0,0,0,0,0,,16.0,2023,228
Jonnu Smith,ATL,0,0,0,0,0,0,0,0,,16.0,2023,228
Scott Miller,ATL,0,0,0,0,0,0,0,0,,16.0,2023,228
Van Jefferson,ATL,0,0,0,0,0,0,0,0,,16.0,2023,228
KhaDarel Hodge,ATL,0,0,0,0,0,0,0,0,,16.0,2023,228
