Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Gardner Minshew II,IND,4,31,0,23,16.0,2023,228
Jonathan Taylor,IND,18,43,1,13,16.0,2023,228
Tyler Goodson,IND,1,15,0,15,16.0,2023,228
Trey Sermon,IND,2,3,0,4,16.0,2023,228
Kylen Granson,IND,0,0,0,0,16.0,2023,228
Will Mallory,IND,0,0,0,0,16.0,2023,228
Josh Downs,IND,0,0,0,0,16.0,2023,228
Alec Pierce,IND,0,0,0,0,16.0,2023,228
D.J. Montgomery,IND,0,0,0,0,16.0,2023,228
Mo Alie-Cox,IND,0,0,0,0,16.0,2023,228
Taylor Heinicke,ATL,2,10,0,10,16.0,2023,228
Bijan Robinson,ATL,12,72,0,32,16.0,2023,228
Tyler Allgeier,ATL,9,69,1,31,16.0,2023,228
Cordarrelle Patterson,ATL,7,26,0,11,16.0,2023,228
Kyle Pitts,ATL,0,0,0,0,16.0,2023,228
Drake London,ATL,0,0,0,0,16.0,2023,228
Jonnu Smith,ATL,0,0,0,0,16.0,2023,228
Scott Miller,ATL,0,0,0,0,16.0,2023,228
Van Jefferson,ATL,0,0,0,0,16.0,2023,228
KhaDarel Hodge,ATL,0,0,0,0,16.0,2023,228
