Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Trevor Lawrence,JAX,0,0,0,0,0,16.0,2023,234
C.J. Beathard,JAX,0,0,0,0,0,16.0,2023,234
Travis Etienne,JAX,3,3,19,0,11,16.0,2023,234
D'Ernest Johnson,JAX,0,0,0,0,0,16.0,2023,234
Evan Engram,JAX,15,10,95,0,14,16.0,2023,234
Elijah Cooks,JAX,3,3,38,0,23,16.0,2023,234
Tim Jones,JAX,5,3,32,0,15,16.0,2023,234
Parker Washington,JAX,4,2,19,0,13,16.0,2023,234
Jamal Agnew,JAX,5,1,12,0,12,16.0,2023,234
Calvin Ridley,JAX,9,6,90,2,25,16.0,2023,234
Baker Mayfield,TAM,0,0,0,0,0,16.0,2023,234
Rachaad White,TAM,7,6,38,0,16,16.0,2023,234
Chase Edmonds,TAM,0,0,0,0,0,16.0,2023,234
Chris Godwin,TAM,10,6,78,0,22,16.0,2023,234
Mike Evans,TAM,9,7,86,2,22,16.0,2023,234
Trey Palmer,TAM,6,4,42,0,18,16.0,2023,234
Payne Durham,TAM,1,1,25,0,25,16.0,2023,234
David Moore,TAM,1,1,7,0,7,16.0,2023,234
Cade Otton,TAM,1,1,7,0,7,16.0,2023,234
