Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Josh Downs,IND,9,6,39,0,2.0,18,3.0,21,3.5,8.9,0,,2,22.2,0,75.7,16.0,2023,228
Kylen Granson,IND,7,5,62,0,4.0,42,8.4,20,4.0,8.0,0,,0,0.0,0,98.5,16.0,2023,228
Will Mallory,IND,4,4,47,0,4.0,36,9.0,11,2.8,9.0,0,,0,0.0,0,115.6,16.0,2023,228
Alec Pierce,IND,7,3,30,0,2.0,28,9.3,2,0.7,16.3,0,,1,14.3,1,16.1,16.0,2023,228
Tyler Goodson,IND,2,1,15,0,1.0,-4,-4.0,19,19.0,-1.5,0,,1,50.0,0,75.0,16.0,2023,228
D.J. Montgomery,IND,4,1,8,0,1.0,8,8.0,0,0.0,17.5,0,,0,0.0,0,39.6,16.0,2023,228
Jonathan Taylor,IND,1,0,0,0,0.0,0,,0,,-5.0,0,,0,0.0,0,39.6,16.0,2023,228
Mo Alie-Cox,IND,1,0,0,0,,0,,0,,8.0,0,,0,0.0,0,39.6,16.0,2023,228
Bijan Robinson,ATL,10,7,50,0,3.0,-1,-0.1,51,7.3,0.4,2,3.5,0,0.0,0,81.2,16.0,2023,228
Jonnu Smith,ATL,6,4,32,0,3.0,4,1.0,28,7.0,2.7,1,4.0,0,0.0,0,79.9,16.0,2023,228
Drake London,ATL,4,3,39,0,2.0,32,10.7,7,2.3,9.8,1,3.0,0,0.0,0,105.2,16.0,2023,228
Kyle Pitts,ATL,4,3,49,1,2.0,46,15.3,3,1.0,9.8,0,,1,25.0,0,155.2,16.0,2023,228
Cordarrelle Patterson,ATL,2,2,7,0,0.0,0,0.0,7,3.5,0.0,0,,0,0.0,0,81.2,16.0,2023,228
Scott Miller,ATL,1,1,15,0,1.0,11,11.0,4,4.0,11.0,0,,0,0.0,0,118.7,16.0,2023,228
Van Jefferson,ATL,3,1,13,0,1.0,7,7.0,6,6.0,13.3,0,,1,33.3,0,47.9,16.0,2023,228
KhaDarel Hodge,ATL,1,1,5,0,1.0,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5,16.0,2023,228
Tyler Allgeier,ATL,1,1,19,0,1.0,-4,-4.0,23,23.0,-4.0,0,,0,0.0,0,118.7,16.0,2023,228
