Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Jerome Ford,CLE,15,25,1,2.0,14,0.9,11,0.7,4,3.8,16.0,2023,230
Kareem Hunt,CLE,7,11,1,1.0,4,0.6,7,1.0,0,,16.0,2023,230
Pierre Strong,CLE,5,22,0,,15,3.0,7,1.4,0,,16.0,2023,230
Joe Flacco,CLE,2,1,0,1.0,1,0.5,0,0.0,0,,16.0,2023,230
Dorian Thompson-Robinson,CLE,1,-5,0,0.0,-5,-5.0,0,0.0,0,,16.0,2023,230
Devin Singletary,HOU,9,44,0,3.0,32,3.6,12,1.3,1,9.0,16.0,2023,230
Dameon Pierce,HOU,3,6,0,0.0,3,1.0,3,1.0,0,,16.0,2023,230
Davis Mills,HOU,2,9,0,0.0,9,4.5,0,0.0,0,,16.0,2023,230
Dare Ogunbowale,HOU,1,6,0,,3,3.0,3,3.0,1,1.0,16.0,2023,230
Robert Woods,HOU,1,7,0,0.0,7,7.0,0,0.0,0,,16.0,2023,230
