#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,9:24,ATL 25,5,1:42,75,Touchdown,1,Falcons,16.0,2023,228
2,1,2:10,ATL 3,4,2:17,28,Punt,1,Falcons,16.0,2023,228
3,2,12:06,ATL 27,3,1:55,7,Punt,1,Falcons,16.0,2023,228
4,2,9:36,ATL 14,14,6:13,82,Field Goal,1,Falcons,16.0,2023,228
5,2,1:46,ATL 25,8,1:41,46,Field Goal,1,Falcons,16.0,2023,228
6,3,15:00,ATL 25,8,3:47,75,Touchdown,1,Falcons,16.0,2023,228
7,3,4:23,ATL 25,12,5:17,52,Field Goal,1,Falcons,16.0,2023,228
8,4,10:02,ATL 38,3,1:29,7,Punt,1,Falcons,16.0,2023,228
9,4,7:57,,6,2:11,33,Field Goal,1,Falcons,16.0,2023,228
10,4,4:49,IND 18,6,2:52,11,Field Goal,1,Falcons,16.0,2023,228
