Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bears,12.0,9.8,-0.48,10.94,-4.93,4.06,-0.41,1.8,0.0,-4.35,-5.24,2.5,4.1,-5.46,-0.25,16.0,2023,235
Cardinals,-12.0,-4.06,0.41,-1.8,0.0,-9.8,0.48,-10.94,4.93,4.35,-2.5,5.24,5.46,-4.1,0.25,16.0,2023,235
