Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Jared Goff,DET,0,0,0,0,0,7.0,2023,99
Jahmyr Gibbs,DET,10,9,58,0,21,7.0,2023,99
Craig Reynolds,DET,1,1,9,0,9,7.0,2023,99
Amon-Ra St. Brown,DET,19,13,102,0,15,7.0,2023,99
Sam LaPorta,DET,7,6,52,0,13,7.0,2023,99
Josh Reynolds,DET,3,2,43,0,22,7.0,2023,99
Kalif Raymond,DET,2,2,20,0,11,7.0,2023,99
Jameson Williams,DET,6,0,0,0,0,7.0,2023,99
Antoine Green,DET,1,0,0,0,0,7.0,2023,99
Lamar Jackson,BAL,0,0,0,0,0,7.0,2023,99
Tyler Huntley,BAL,0,0,0,0,0,7.0,2023,99
Gus Edwards,BAL,1,1,80,0,80,7.0,2023,99
Justice Hill,BAL,1,1,2,0,2,7.0,2023,99
Zay Flowers,BAL,6,4,75,0,46,7.0,2023,99
Mark Andrews,BAL,6,4,63,2,22,7.0,2023,99
Odell Beckham Jr.,BAL,7,5,49,0,20,7.0,2023,99
Rashod Bateman,BAL,3,2,36,0,20,7.0,2023,99
Patrick Ricard,BAL,2,2,31,0,28,7.0,2023,99
Nelson Agholor,BAL,1,1,12,1,12,7.0,2023,99
Keaton Mitchell,BAL,1,1,9,0,9,7.0,2023,99
