Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Jordan Love,GNB,0,0,7.0,2023,103
Dontayvion Wicks,GNB,0,0,7.0,2023,103
AJ Dillon,GNB,0,0,7.0,2023,103
Aaron Jones,GNB,0,0,7.0,2023,103
Emanuel Wilson,GNB,0,0,7.0,2023,103
Romeo Doubs,GNB,0,0,7.0,2023,103
Luke Musgrave,GNB,0,0,7.0,2023,103
Christian Watson,GNB,0,0,7.0,2023,103
Jayden Reed,GNB,0,0,7.0,2023,103
Samori Toure,GNB,0,0,7.0,2023,103
Ben Sims,GNB,0,0,7.0,2023,103
Russell Wilson,DEN,0,0,7.0,2023,103
Javonte Williams,DEN,0,0,7.0,2023,103
Jaleel McLaughlin,DEN,0,0,7.0,2023,103
Samaje Perine,DEN,0,0,7.0,2023,103
Courtland Sutton,DEN,0,0,7.0,2023,103
Jerry Jeudy,DEN,0,0,7.0,2023,103
Adam Trautman,DEN,0,0,7.0,2023,103
Nate Adkins,DEN,0,0,7.0,2023,103
Michael Burton,DEN,0,0,7.0,2023,103
Marvin Mims,DEN,0,0,7.0,2023,103
