Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Dak Prescott,DAL,0,0,0,0,0,6.0,2023,93
Tony Pollard,DAL,7,6,80,0,60,6.0,2023,93
Brandin Cooks,DAL,4,4,36,1,17,6.0,2023,93
Rico Dowdle,DAL,0,0,0,0,0,6.0,2023,93
CeeDee Lamb,DAL,7,7,117,0,23,6.0,2023,93
Michael Gallup,DAL,10,3,24,0,11,6.0,2023,93
Jake Ferguson,DAL,1,1,15,0,15,6.0,2023,93
Sean McKeon,DAL,1,0,0,0,0,6.0,2023,93
Justin Herbert,LAC,1,1,10,0,10,6.0,2023,93
Austin Ekeler,LAC,6,4,35,0,28,6.0,2023,93
Gerald Everett,LAC,5,3,16,1,15,6.0,2023,93
Joshua Kelley,LAC,2,1,2,0,2,6.0,2023,93
Isaiah Spiller,LAC,0,0,0,0,0,6.0,2023,93
Keenan Allen,LAC,11,7,85,1,23,6.0,2023,93
Josh Palmer,LAC,7,4,60,0,26,6.0,2023,93
Donald Parham,LAC,3,2,19,0,13,6.0,2023,93
Quentin Johnston,LAC,2,0,0,0,0,6.0,2023,93
