Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bengals,4.0,-1.37,-3.12,-0.84,-2.4,3.89,-1.28,2.14,6.94,1.98,-2.31,2.83,2.95,-1.23,-0.26,6.0,2023,85
Seahawks,-4.0,-3.89,1.28,-2.14,-6.94,1.37,3.12,0.84,2.4,-1.98,-2.83,2.31,1.23,-2.95,0.26,6.0,2023,85
