Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Alvin Kamara,NOR,19,68,0,6.0,33,1.7,35,1.8,0,,6.0,2023,87
Kendre Miller,NOR,2,-1,0,1.0,-3,-1.5,2,1.0,0,,6.0,2023,87
Rashid Shaheed,NOR,2,18,0,1.0,12,6.0,6,3.0,1,2.0,6.0,2023,87
Derek Carr,NOR,1,2,0,1.0,0,0.0,2,2.0,0,,6.0,2023,87
Taysom Hill,NOR,1,2,0,,0,0.0,2,2.0,0,,6.0,2023,87
Dameon Pierce,HOU,13,34,0,2.0,9,0.7,25,1.9,0,,6.0,2023,87
Devin Singletary,HOU,12,58,0,3.0,32,2.7,26,2.2,0,,6.0,2023,87
C.J. Stroud,HOU,3,2,0,0.0,1,0.3,1,0.3,0,,6.0,2023,87
Xavier Hutchinson,HOU,2,15,0,1.0,10,5.0,5,2.5,0,,6.0,2023,87
Mike Boone,HOU,1,11,0,1.0,8,8.0,3,3.0,0,,6.0,2023,87
