Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Derek Carr,NOR,0,0,0,0,0,6.0,2023,87
Taysom Hill,NOR,8,7,49,0,11,6.0,2023,87
Alvin Kamara,NOR,8,7,36,0,15,6.0,2023,87
Rashid Shaheed,NOR,6,2,85,1,51,6.0,2023,87
Chris Olave,NOR,10,7,96,0,24,6.0,2023,87
Michael Thomas,NOR,8,5,45,0,16,6.0,2023,87
Foster Moreau,NOR,4,4,33,0,17,6.0,2023,87
Kendre Miller,NOR,2,1,13,0,13,6.0,2023,87
C.J. Stroud,HOU,0,0,0,0,0,6.0,2023,87
Devin Singletary,HOU,2,1,4,0,4,6.0,2023,87
Dameon Pierce,HOU,0,0,0,0,0,6.0,2023,87
Xavier Hutchinson,HOU,0,0,0,0,0,6.0,2023,87
Mike Boone,HOU,0,0,0,0,0,6.0,2023,87
Nico Collins,HOU,6,4,80,0,28,6.0,2023,87
Dalton Schultz,HOU,7,4,61,1,31,6.0,2023,87
Noah Brown,HOU,5,2,37,0,34,6.0,2023,87
Brevin Jordan,HOU,1,1,11,0,11,6.0,2023,87
Robert Woods,HOU,3,1,6,1,6,6.0,2023,87
