#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,11:11,MIN 32,9,4:47,33,Field Goal,0,Vikings,6.0,2023,84
2,2,13:41,MIN 25,9,4:45,42,Field Goal,0,Vikings,6.0,2023,84
3,2,7:42,MIN 27,5,1:36,10,Punt,0,Vikings,6.0,2023,84
4,2,3:18,MIN 25,3,0:30,8,Fumble,0,Vikings,6.0,2023,84
5,2,1:47,MIN 23,8,1:35,77,Touchdown,0,Vikings,6.0,2023,84
6,3,15:00,MIN 25,3,1:24,5,Punt,0,Vikings,6.0,2023,84
7,3,9:49,MIN 5,3,1:42,9,Punt,0,Vikings,6.0,2023,84
8,3,4:21,MIN 45,6,4:08,16,Missed FG,0,Vikings,6.0,2023,84
9,4,14:11,MIN 32,3,1:29,2,Punt,0,Vikings,6.0,2023,84
10,4,7:46,MIN 25,3,1:02,3,Punt,0,Vikings,6.0,2023,84
11,4,1:51,MIN 45,6,1:51,1,Downs,0,Vikings,6.0,2023,84
