Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA,week,year,game_id
2.0,8:24,2.0,16.0,CHI 23,6.0,3.0,Justin Fields pass incomplete short middle intended for Trent Taylor (defended by Ivan Pace),-0.48,-1.15,6.0,2023,84
2.0,8:10,3.0,16.0,CHI 23,6.0,3.0,Justin Fields scrambles left end for 10 yards (tackle by Harrison Smith),-1.15,-1.18,6.0,2023,84
2.0,7:50,4.0,6.0,CHI 33,6.0,3.0,"Trenton Gill punts 50 yards, returned by Brandon Powell for 10 yards (tackle by Jaylon Jones)",-1.18,-0.74,6.0,2023,84
2.0,7:42,1.0,10.0,MIN 27,6.0,3.0,Kirk Cousins pass incomplete deep left intended for Jordan Addison,0.74,0.2,6.0,2023,84
2.0,7:34,2.0,10.0,MIN 27,6.0,3.0,Kirk Cousins pass complete short right to K.J. Osborn for 12 yards (tackle by Tyrique Stevenson),0.2,1.53,6.0,2023,84
2.0,7:13,1.0,10.0,MIN 39,6.0,3.0,Kirk Cousins sacked by and Jaquan Brisker for -7 yards and DeMarcus Walker for -7 yards. Kirk Cousins fumbles (forced by Jaquan Brisker). Kirk Cousins fumbles out of bounds,1.53,-0.23,6.0,2023,84
2.0,6:55,2.0,19.0,MIN 30,6.0,3.0,Kirk Cousins pass incomplete deep middle intended for T.J. Hockenson,-0.23,-0.89,6.0,2023,84
2.0,6:52,3.0,19.0,MIN 30,6.0,3.0,Kirk Cousins pass complete short right to T.J. Hockenson for 7 yards (tackle by Jaylon Johnson and Kyler Gordon),-0.89,-0.91,6.0,2023,84
2.0,6:14,4.0,12.0,MIN 37,6.0,3.0,"Ryan Wright punts 63 yards, touchback.",-0.91,-0.28,6.0,2023,84
2.0,6:06,1.0,10.0,CHI 20,6.0,3.0,Justin Fields pass complete deep middle to Darnell Mooney for 39 yards (tackle by Harrison Smith),0.28,2.85,6.0,2023,84
2.0,5:21,1.0,10.0,MIN 41,6.0,3.0,Darrynton Evans right guard for 1 yard (tackle by D.J. Wonnum),2.85,2.44,6.0,2023,84
2.0,4:46,2.0,9.0,MIN 40,6.0,3.0,Justin Fields pass complete short left to Darrynton Evans for 2 yards (tackle by Akayleb Evans),2.44,2.02,6.0,2023,84
2.0,3:37,3.0,7.0,MIN 38,6.0,3.0,Darrynton Evans up the middle for 3 yards (tackle by Harrison Phillips),2.02,0.98,6.0,2023,84
2.0,3:23,4.0,4.0,MIN 35,6.0,6.0,Cairo Santos 53 yard field goal good,0.98,3.0,6.0,2023,84
2.0,3:18,,,CHI 35,6.0,6.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,84
2.0,3:18,1.0,10.0,MIN 25,6.0,6.0,Alexander Mattison left end for 8 yards (tackle by Tyrique Stevenson),0.61,1.14,6.0,2023,84
2.0,3:00,2.0,2.0,MIN 33,6.0,6.0,Kirk Cousins pass incomplete short middle intended for Alexander Mattison,1.14,0.43,6.0,2023,84
2.0,2:53,3.0,2.0,MIN 33,6.0,6.0,"Kirk Cousins sacked by T.J. Edwards for no gain. Kirk Cousins fumbles (forced by T.J. Edwards), recovered by Tremaine Edmunds at MIN-35 (tackle by T.J. Hockenson)",0.43,-3.25,6.0,2023,84
2.0,2:48,1.0,10.0,MIN 35,6.0,6.0,Justin Fields left end for 1 yard (tackle by D.J. Wonnum),3.25,2.84,6.0,2023,84
2.0,2:09,2.0,9.0,MIN 34,6.0,6.0,Justin Fields pass complete short middle to Cole Kmet for 7 yards (tackle by Jordan Hicks and Akayleb Evans),2.84,3.07,6.0,2023,84
2.0,1:59,3.0,2.0,MIN 27,6.0,6.0,Justin Fields pass short middle (defended by Danielle Hunter) intended for D.J. Moore is intercepted by Jordan Hicks at MIN-14 and returned for 9 yards (tackle by Darnell Mooney),3.07,-0.48,6.0,2023,84
2.0,1:47,1.0,10.0,MIN 23,6.0,6.0,Alexander Mattison left tackle for 6 yards (tackle by Jaquan Brisker and Justin Jones),0.48,0.74,6.0,2023,84
2.0,1:28,2.0,4.0,MIN 29,6.0,6.0,"Kirk Cousins pass complete short right to Brandon Powell for 9 yards (tackle by Kyler Gordon). Penalty on Tremaine Edmunds: Illegal Contact, 5 yards (declined)",0.74,1.47,6.0,2023,84
2.0,1:23,1.0,10.0,MIN 38,6.0,6.0,Kirk Cousins pass complete deep right to T.J. Hockenson for 21 yards (tackle by Jaquan Brisker),1.47,2.85,6.0,2023,84
2.0,1:02,1.0,10.0,CHI 41,6.0,6.0,Kirk Cousins pass complete short right to T.J. Hockenson for 2 yards (tackle by Jaquan Brisker),2.85,2.58,6.0,2023,84
2.0,0:57,,,,,,Timeout #1 by Minnesota Vikings,,,6.0,2023,84
2.0,0:57,2.0,8.0,CHI 39,6.0,6.0,Kirk Cousins pass complete short right to Alexander Mattison for 5 yards (tackle by Tremaine Edmunds and Dominique Robinson),2.58,2.54,6.0,2023,84
2.0,0:34,3.0,3.0,CHI 34,6.0,6.0,Kirk Cousins pass complete short middle to T.J. Hockenson for 12 yards (tackle by Elijah Hicks),2.54,4.11,6.0,2023,84
2.0,0:28,,,,,,Timeout #2 by Minnesota Vikings,,,6.0,2023,84
2.0,0:28,1.0,10.0,CHI 22,6.0,6.0,"Kirk Cousins pass complete to Alexander Mattison for no gain. Penalty on Tyrique Stevenson: Defensive Holding, 5 yards (accepted) (no play)",4.11,4.44,6.0,2023,84
2.0,0:22,1.0,10.0,CHI 17,6.0,6.0,Kirk Cousins pass complete short middle to Brandon Powell for 7 yards (tackle by Tremaine Edmunds),4.44,5.1,6.0,2023,84
2.0,0:17,,,,,,Timeout #3 by Minnesota Vikings,,,6.0,2023,84
2.0,0:17,2.0,3.0,CHI 10,12.0,6.0,"Kirk Cousins pass complete short left to Jordan Addison for 10 yards, touchdown",5.1,7.0,6.0,2023,84
2.0,0:12,,,CHI 15,12.0,6.0,Greg Joseph kicks extra point blocked blocked by Rasheem Green,0.0,-1.0,6.0,2023,84
2.0,0:12,,,MIN 35,12.0,6.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,84
2.0,0:12,1.0,10.0,CHI 25,12.0,6.0,Justin Fields kneels for -1 yards,0.61,-0.07,6.0,2023,84
3.0,15:00,,,CHI 35,12.0,6.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,84
3.0,15:00,1.0,10.0,MIN 25,12.0,6.0,Alexander Mattison left end for 5 yards (tackle by T.J. Edwards and Elijah Hicks),0.61,0.74,6.0,2023,84
3.0,14:28,2.0,5.0,MIN 30,12.0,6.0,Kirk Cousins pass complete short left to T.J. Hockenson for no gain (tackle by T.J. Edwards),0.74,0.04,6.0,2023,84
3.0,13:50,3.0,5.0,MIN 30,12.0,6.0,Kirk Cousins pass incomplete deep right intended for K.J. Osborn,0.04,-1.37,6.0,2023,84
3.0,13:42,4.0,5.0,MIN 30,12.0,6.0,"Ryan Wright punts 38 yards, fair catch by Trent Taylor at CHI-32",-1.37,-1.07,6.0,2023,84
3.0,13:36,1.0,10.0,CHI 32,12.0,6.0,D'Onta Foreman right guard for 6 yards (tackle by Jonathan Bullard),1.07,1.34,6.0,2023,84
3.0,12:55,2.0,4.0,CHI 38,12.0,6.0,Justin Fields scrambles left end for 11 yards (tackle by Camryn Bynum),1.34,2.19,6.0,2023,84
3.0,12:14,1.0,10.0,CHI 49,12.0,6.0,Justin Fields scrambles right end for 3 yards (tackle by Danielle Hunter),2.19,2.05,6.0,2023,84
3.0,11:27,2.0,7.0,MIN 48,12.0,6.0,Darrynton Evans left end for no gain (tackle by Jordan Hicks and Khyiris Tonga),2.05,1.36,6.0,2023,84
3.0,10:44,3.0,7.0,MIN 48,12.0,6.0,Justin Fields sacked by Danielle Hunter for -5 yards,1.36,-0.26,6.0,2023,84
3.0,9:56,4.0,12.0,CHI 47,12.0,6.0,Trenton Gill punts 48 yards downed by Velus Jones,-0.26,0.38,6.0,2023,84
3.0,9:49,1.0,10.0,MIN 5,12.0,6.0,Alexander Mattison left tackle for -2 yards (tackle by Jack Sanborn and Andrew Billings),-0.38,-0.93,6.0,2023,84
3.0,9:07,2.0,12.0,MIN 3,12.0,6.0,Kirk Cousins pass incomplete short middle intended for Alexander Mattison,-0.93,-1.65,6.0,2023,84
3.0,9:00,3.0,12.0,MIN 3,12.0,6.0,"Penalty on MIN: Delay of Game, 2 yards (accepted) (no play)",-1.65,-1.89,6.0,2023,84
3.0,9:00,3.0,14.0,MIN 1,12.0,6.0,Kirk Cousins pass complete short middle to T.J. Hockenson for 8 yards (tackle by Kyler Gordon),-1.89,-2.49,6.0,2023,84
3.0,8:26,4.0,6.0,MIN 9,12.0,6.0,"Penalty on Dylan Cole: Neutral Zone Infraction, 5 yards (accepted) (no play)",-2.49,-2.47,6.0,2023,84
3.0,8:14,4.0,1.0,MIN 14,12.0,6.0,"Ryan Wright punts 45 yards, fair catch by Trent Taylor at CHI-41",-2.47,-1.66,6.0,2023,84
3.0,8:07,1.0,10.0,CHI 41,12.0,6.0,Tyson Bagent pass complete short left to Velus Jones for 5 yards (tackle by Byron Murphy),1.66,1.8,6.0,2023,84
3.0,7:39,2.0,5.0,CHI 46,12.0,6.0,Darrynton Evans right guard for 6 yards (tackle by Jordan Hicks and Akayleb Evans),1.8,2.39,6.0,2023,84
3.0,6:58,1.0,10.0,MIN 48,18.0,6.0,"Tyson Bagent sacked by Josh Metellus for -10 yards. Tyson Bagent fumbles (forced by Josh Metellus), recovered by Jordan Hicks at CHI-42 and returned for 42 yards, touchdown",2.39,-7.0,6.0,2023,84
3.0,6:44,,,CHI 15,19.0,6.0,Greg Joseph kicks extra point good,0.0,0.0,6.0,2023,84
3.0,6:44,,,MIN 35,19.0,6.0,"Greg Joseph kicks off 64 yards, returned by Velus Jones for 19 yards (tackle by Greg Joseph). Penalty on Joejuan Williams: Defensive Holding, 10 yards (accepted)",0.0,-0.38,6.0,2023,84
3.0,6:36,1.0,10.0,CHI 10,19.0,6.0,D'Onta Foreman left guard for 2 yards (tackle by Dean Lowry and Jordan Hicks),-0.38,-0.63,6.0,2023,84
3.0,5:57,2.0,8.0,CHI 12,19.0,6.0,D'Onta Foreman left guard for no gain (tackle by Akayleb Evans and Josh Metellus),-0.63,-1.19,6.0,2023,84
3.0,5:19,3.0,8.0,CHI 12,19.0,6.0,"Tyson Bagent pass incomplete intended for Tyler Scott. Penalty on Akayleb Evans: Defensive Pass Interference, 36 yards (accepted) (no play)",-1.19,2.13,6.0,2023,84
3.0,5:12,1.0,10.0,CHI 48,19.0,6.0,Tyson Bagent pass complete short left to Darnell Mooney for 9 yards (tackle by Camryn Bynum),2.13,2.8,6.0,2023,84
3.0,5:04,2.0,1.0,MIN 43,19.0,6.0,Tyson Bagent pass complete short right to D.J. Moore for -2 yards (tackle by Byron Murphy),2.8,1.82,6.0,2023,84
3.0,4:27,3.0,3.0,MIN 45,19.0,6.0,Tyson Bagent pass incomplete short left intended for Darnell Mooney (defended by D.J. Wonnum),1.82,0.27,6.0,2023,84
3.0,4:26,4.0,3.0,MIN 45,19.0,6.0,Tyson Bagent pass incomplete deep left intended for Tyler Scott (defended by Byron Murphy),0.27,-1.93,6.0,2023,84
3.0,4:21,1.0,10.0,MIN 45,19.0,6.0,Kirk Cousins pass complete short right to Cam Akers for 7 yards (tackle by Tremaine Edmunds),1.93,2.33,6.0,2023,84
3.0,3:40,2.0,3.0,CHI 48,19.0,6.0,Cam Akers left tackle for 8 yards (tackle by Jack Sanborn),2.33,2.92,6.0,2023,84
3.0,3:00,1.0,10.0,CHI 40,19.0,6.0,Kirk Cousins pass complete short right to Alexander Mattison for 7 yards (tackle by T.J. Edwards),2.92,3.32,6.0,2023,84
3.0,2:10,2.0,3.0,CHI 33,19.0,6.0,Alexander Mattison right end for 1 yard (tackle by Zacch Pickens and Jack Sanborn),3.32,2.74,6.0,2023,84
3.0,1:30,3.0,2.0,CHI 32,19.0,6.0,"Alexander Mattison left end for no gain. Penalty on T.J. Hockenson: Offensive Holding, 10 yards (accepted) (no play)",2.74,1.42,6.0,2023,84
3.0,1:02,3.0,12.0,CHI 42,19.0,6.0,Kirk Cousins pass complete short left to Jordan Addison for 3 yards (tackle by Jaylon Johnson),1.42,0.66,6.0,2023,84
3.0,0:19,4.0,9.0,CHI 39,19.0,6.0,Greg Joseph 57 yard field goal no good,0.66,-2.06,6.0,2023,84
3.0,0:13,1.0,10.0,CHI 47,19.0,6.0,Darrynton Evans right end for no gain (tackle by Jonathan Bullard and Jordan Hicks),2.06,1.52,6.0,2023,84
4.0,15:00,2.0,10.0,CHI 47,19.0,6.0,Velus Jones left end for -2 yards (tackle by Josh Metellus),1.52,0.56,6.0,2023,84
4.0,14:22,3.0,12.0,CHI 45,19.0,6.0,Tyson Bagent pass incomplete short middle intended for D.J. Moore (defended by Byron Murphy),0.56,-0.39,6.0,2023,84
4.0,14:20,4.0,12.0,CHI 45,19.0,6.0,"Trenton Gill punts 38 yards, returned by Brandon Powell for 15 yards (tackle by T.J. Edwards)",-0.39,-1.07,6.0,2023,84
4.0,14:11,1.0,10.0,MIN 32,19.0,6.0,Alexander Mattison right tackle for 6 yards (tackle by Yannick Ngakoue),1.07,1.34,6.0,2023,84
4.0,13:29,2.0,4.0,MIN 38,19.0,6.0,Alexander Mattison right tackle for -4 yards (tackle by Justin Jones and Tremaine Edmunds),1.34,0.1,6.0,2023,84
4.0,13:00,3.0,8.0,MIN 34,19.0,6.0,Kirk Cousins pass incomplete short right intended for Jordan Addison (defended by Tyrique Stevenson),0.1,-1.11,6.0,2023,84
4.0,12:53,4.0,8.0,MIN 34,19.0,6.0,"Ryan Wright punts 55 yards, returned by Trent Taylor for 12 yards (tackle by Theo Jackson)",-1.11,-0.48,6.0,2023,84
4.0,12:42,1.0,10.0,CHI 23,19.0,6.0,Darrynton Evans right guard for 4 yards (tackle by Patrick Jones),0.48,0.47,6.0,2023,84
4.0,12:08,2.0,6.0,CHI 27,19.0,6.0,Tyson Bagent pass complete short right to D.J. Moore for 18 yards (tackle by Jordan Hicks and Byron Murphy),0.47,1.93,6.0,2023,84
4.0,11:26,1.0,10.0,CHI 45,19.0,6.0,Tyson Bagent pass complete deep middle to D.J. Moore for 24 yards (tackle by Camryn Bynum),1.93,3.51,6.0,2023,84
4.0,10:58,1.0,10.0,MIN 31,19.0,6.0,D'Onta Foreman left tackle for 3 yards (tackle by Patrick Jones and Jonathan Bullard),3.51,3.37,6.0,2023,84
4.0,10:37,2.0,7.0,MIN 28,19.0,6.0,D'Onta Foreman left guard for 6 yards (tackle by Danielle Hunter),3.37,3.47,6.0,2023,84
4.0,10:04,3.0,1.0,MIN 22,19.0,6.0,Tyson Bagent pass complete short right to D'Onta Foreman for 2 yards (tackle by Camryn Bynum),3.47,4.24,6.0,2023,84
4.0,9:20,1.0,10.0,MIN 20,19.0,6.0,Tyson Bagent pass complete short right to Robert Tonyan for 11 yards (tackle by Andrew Booth),4.24,5.14,6.0,2023,84
4.0,8:39,1.0,9.0,MIN 9,19.0,6.0,D'Onta Foreman left guard for 8 yards (tackle by Camryn Bynum and Harrison Smith),5.14,5.91,6.0,2023,84
4.0,7:57,2.0,1.0,MIN 1,19.0,12.0,"Tyson Bagent up the middle for 1 yard, touchdown",5.91,7.0,6.0,2023,84
4.0,7:46,,,MIN 15,19.0,13.0,Cairo Santos kicks extra point good,0.0,0.0,6.0,2023,84
4.0,7:46,,,CHI 35,19.0,13.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,84
4.0,7:45,1.0,10.0,MIN 25,19.0,13.0,"Kirk Cousins pass incomplete short middle. Penalty on Kirk Cousins: Intentional Grounding, 10 yards (accepted)",0.61,-1.43,6.0,2023,84
4.0,7:42,2.0,20.0,MIN 15,19.0,13.0,Kirk Cousins pass incomplete short middle intended for T.J. Hockenson (defended by Tremaine Edmunds),-1.43,-2.35,6.0,2023,84
4.0,7:38,3.0,20.0,MIN 15,19.0,13.0,Kirk Cousins pass complete short middle to Alexander Mattison for 13 yards (tackle by Jaquan Brisker and Kyler Gordon),-2.35,-1.5,6.0,2023,84
4.0,6:55,4.0,7.0,MIN 28,19.0,13.0,Ryan Wright punts 48 yards out of bounds,-1.5,-0.54,6.0,2023,84
4.0,6:44,1.0,10.0,CHI 24,19.0,13.0,D'Onta Foreman right guard for 6 yards (tackle by Jordan Hicks),0.54,0.81,6.0,2023,84
4.0,6:11,2.0,4.0,CHI 30,19.0,13.0,D'Onta Foreman left guard for no gain (tackle by Jonathan Bullard and Danielle Hunter),0.81,0.1,6.0,2023,84
4.0,5:29,3.0,4.0,CHI 30,19.0,13.0,D'Onta Foreman left guard for 6 yards (tackle by Patrick Jones),0.1,1.33,6.0,2023,84
4.0,4:52,1.0,10.0,CHI 36,19.0,13.0,Tyson Bagent pass complete short left to Tyler Scott for 5 yards (tackle by Akayleb Evans),1.33,1.47,6.0,2023,84
4.0,4:12,2.0,5.0,CHI 41,19.0,13.0,D'Onta Foreman right guard for 10 yards (tackle by Josh Metellus and Harrison Smith),1.47,2.32,6.0,2023,84
4.0,3:26,1.0,10.0,MIN 49,19.0,13.0,Tyson Bagent left end for 3 yards (tackle by Camryn Bynum),2.32,2.19,6.0,2023,84
4.0,3:21,2.0,7.0,MIN 46,19.0,13.0,Tyson Bagent pass complete short right to D.J. Moore for 4 yards (tackle by Khyiris Tonga),2.19,2.02,6.0,2023,84
4.0,2:41,3.0,3.0,MIN 42,19.0,13.0,Tyson Bagent pass complete short right to Tyler Scott for 7 yards (tackle by Andrew Booth),2.02,3.25,6.0,2023,84
4.0,2:05,1.0,10.0,MIN 35,19.0,13.0,"Tyson Bagent pass deep left intended for D.J. Moore is intercepted by Byron Murphy at MIN-8 and returned for 37 yards. Byron Murphy fumbles (forced by D.J. Moore), recovered by Byron Murphy at MIN-45",3.25,-1.93,6.0,2023,84
4.0,1:51,1.0,10.0,MIN 45,19.0,13.0,Alexander Mattison left guard for 3 yards (tackle by Justin Jones and DeMarcus Walker),1.93,1.79,6.0,2023,84
4.0,1:45,,,,,,Timeout #1 by Chicago Bears,,,6.0,2023,84
4.0,1:45,2.0,7.0,MIN 48,19.0,13.0,Alexander Mattison left guard for 8 yards (tackle by Tyrique Stevenson),1.79,2.65,6.0,2023,84
4.0,1:40,,,,,,Timeout #2 by Chicago Bears,,,6.0,2023,84
4.0,1:40,1.0,10.0,CHI 44,19.0,13.0,Alexander Mattison left tackle for 2 yards (tackle by Jack Sanborn),2.65,2.38,6.0,2023,84
4.0,1:34,,,,,,Timeout #3 by Chicago Bears,,,6.0,2023,84
4.0,1:34,2.0,8.0,CHI 42,19.0,13.0,Alexander Mattison right guard for -3 yards (tackle by Justin Jones),2.38,1.29,6.0,2023,84
4.0,0:48,,,,,,Timeout #1 by Minnesota Vikings,,,6.0,2023,84
4.0,0:48,3.0,11.0,CHI 45,19.0,13.0,Alexander Mattison right end for 2 yards (tackle by T.J. Edwards and Justin Jones),1.29,0.4,6.0,2023,84
4.0,0:01,4.0,9.0,CHI 43,19.0,13.0,"Penalty on MIN: Delay of Game, 5 yards (accepted) (no play)",0.4,0.07,6.0,2023,84
4.0,0:01,4.0,14.0,CHI 48,19.0,13.0,Kirk Cousins kneels for -6 yards,0.07,1.73,6.0,2023,84
