Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Lamar Jackson,BAL,0,0,0,0,0,6.0,2023,80
Gus Edwards,BAL,1,1,12,0,12,6.0,2023,80
Justice Hill,BAL,3,3,0,0,2,6.0,2023,80
Zay Flowers,BAL,8,6,50,1,14,6.0,2023,80
Mark Andrews,BAL,6,4,69,0,38,6.0,2023,80
Nelson Agholor,BAL,3,2,40,0,21,6.0,2023,80
Odell Beckham Jr.,BAL,4,2,34,0,32,6.0,2023,80
Rashod Bateman,BAL,3,2,15,0,8,6.0,2023,80
Patrick Ricard,BAL,1,1,3,0,3,6.0,2023,80
Ryan Tannehill,TEN,0,0,0,0,0,6.0,2023,80
Malik Willis,TEN,0,0,0,0,0,6.0,2023,80
Derrick Henry,TEN,2,2,16,0,9,6.0,2023,80
Tyjae Spears,TEN,1,1,48,0,48,6.0,2023,80
Nick Westbrook-Ikhine,TEN,4,3,25,0,10,6.0,2023,80
DeAndre Hopkins,TEN,5,1,20,0,20,6.0,2023,80
Chigoziem Okonkwo,TEN,4,2,18,0,11,6.0,2023,80
Josh Whyle,TEN,1,1,11,0,11,6.0,2023,80
Chris Moore,TEN,1,1,6,0,6,6.0,2023,80
Kyle Philips,TEN,2,1,6,0,6,6.0,2023,80
