Quarter,Time,Down,ToGo,Location,DET,TAM,Detail,EPB,EPA,week,year,game_id
1.0,3:14,1.0,10.0,DET 41,3.0,0.0,Jared Goff pass complete short middle to Kalif Raymond for 5 yards (tackle by Devin White and Lavonte David),1.66,1.8,6.0,2023,90
1.0,2:32,2.0,5.0,DET 46,3.0,0.0,David Montgomery up the middle for 4 yards (tackle by Vita Vea and Shaquil Barrett),1.8,1.62,6.0,2023,90
1.0,1:48,3.0,1.0,DET 50,3.0,0.0,Jared Goff pass incomplete short right intended for Sam LaPorta (defended by Lavonte David),1.62,-0.06,6.0,2023,90
1.0,1:43,4.0,1.0,DET 50,3.0,0.0,"Jack Fox punts 50 yards, touchback.",-0.06,-0.28,6.0,2023,90
1.0,1:35,1.0,10.0,TAM 20,3.0,0.0,Baker Mayfield scrambles right end for 3 yards (tackle by Alex Anzalone),0.28,0.14,6.0,2023,90
1.0,1:02,2.0,7.0,TAM 23,3.0,0.0,Ke'Shawn Vaughn up the middle for 1 yard (tackle by Alex Anzalone),0.14,-0.43,6.0,2023,90
1.0,0:21,3.0,6.0,TAM 24,3.0,0.0,Baker Mayfield pass complete short right to Chris Godwin for 10 yards (tackle by Tracy Walker),-0.43,1.2,6.0,2023,90
2.0,15:00,1.0,10.0,TAM 34,3.0,0.0,Ke'Shawn Vaughn up the middle for 4 yards (tackle by Benito Jones),1.2,1.2,6.0,2023,90
2.0,14:27,2.0,6.0,TAM 38,3.0,0.0,Ke'Shawn Vaughn up the middle for -6 yards (tackle by Alex Anzalone and Will Harris),1.2,-0.3,6.0,2023,90
2.0,13:38,3.0,12.0,TAM 32,3.0,0.0,Baker Mayfield pass incomplete deep right intended for Mike Evans,-0.3,-1.24,6.0,2023,90
2.0,13:32,4.0,12.0,TAM 32,3.0,0.0,Jake Camarda punts 63 yards out of bounds,-1.24,0.38,6.0,2023,90
2.0,13:25,1.0,10.0,DET 5,3.0,0.0,Jared Goff pass incomplete short right intended for Amon-Ra St. Brown,-0.38,-0.78,6.0,2023,90
2.0,13:21,2.0,10.0,DET 5,3.0,0.0,David Montgomery right guard for 3 yards (tackle by YaYa Diaby and Vita Vea),-0.78,-1.07,6.0,2023,90
2.0,12:44,3.0,7.0,DET 8,3.0,0.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 5 yards (tackle by Jamel Dean),-1.07,-2.49,6.0,2023,90
2.0,12:04,4.0,2.0,DET 13,3.0,0.0,"Jack Fox punts 45 yards, fair catch by Deven Thompkins at TB-42",-2.49,-1.73,6.0,2023,90
2.0,11:58,1.0,10.0,TAM 42,3.0,0.0,Rachaad White up the middle for 8 yards (tackle by Will Harris),1.73,2.27,6.0,2023,90
2.0,11:34,2.0,2.0,DET 50,3.0,0.0,"Penalty on Tristan Wirfs: False Start, 5 yards (accepted) (no play)",2.27,1.59,6.0,2023,90
2.0,11:16,2.0,7.0,TAM 45,3.0,0.0,Baker Mayfield pass complete short right to Rachaad White for no gain (tackle by Cameron Sutton and Alex Anzalone),1.59,0.89,6.0,2023,90
2.0,10:33,3.0,7.0,TAM 45,3.0,0.0,Baker Mayfield pass complete deep right to Trey Palmer for 21 yards,0.89,3.31,6.0,2023,90
2.0,9:53,1.0,10.0,DET 34,3.0,0.0,Rachaad White up the middle for no gain (tackle by Alex Anzalone and Jack Campbell),3.31,2.77,6.0,2023,90
2.0,9:14,2.0,10.0,DET 34,3.0,0.0,Baker Mayfield pass complete short right to Rachaad White for 7 yards (tackle by Jack Campbell),2.77,3.01,6.0,2023,90
2.0,8:32,3.0,3.0,DET 27,3.0,0.0,"Baker Mayfield pass incomplete deep left intended for Mike Evans. Penalty on Will Harris: Defensive Holding, 5 yards (accepted) (no play)",3.01,4.11,6.0,2023,90
2.0,8:26,1.0,10.0,DET 22,3.0,0.0,Ke'Shawn Vaughn right tackle for 7 yards (tackle by Levi Onwuzurike),4.11,4.65,6.0,2023,90
2.0,7:46,2.0,3.0,DET 15,3.0,0.0,Baker Mayfield pass incomplete short left intended for Ke'Shawn Vaughn (defended by Alex Anzalone),4.65,3.93,6.0,2023,90
2.0,7:42,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,6.0,2023,90
2.0,7:42,3.0,3.0,DET 15,3.0,0.0,Baker Mayfield pass incomplete short left intended for Deven Thompkins,3.93,2.54,6.0,2023,90
2.0,7:38,4.0,3.0,DET 15,3.0,3.0,Chase McLaughlin 33 yard field goal good,2.54,3.0,6.0,2023,90
2.0,7:34,,,TAM 35,3.0,3.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,90
2.0,7:34,1.0,10.0,DET 25,3.0,3.0,Jared Goff pass complete short left to David Montgomery for 19 yards (tackle by Cam Gill and Shaquil Barrett),0.61,1.86,6.0,2023,90
2.0,7:04,1.0,10.0,DET 44,3.0,3.0,Craig Reynolds right guard for 1 yard (tackle by Calijah Kancey and Logan Hall),1.86,1.45,6.0,2023,90
2.0,6:29,2.0,9.0,DET 45,3.0,3.0,Jared Goff pass complete short right to Josh Reynolds for 21 yards (tackle by Ryan Neal),1.45,3.31,6.0,2023,90
2.0,5:46,1.0,10.0,TAM 34,3.0,3.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 8 yards (tackle by Shaquil Barrett),3.31,3.85,6.0,2023,90
2.0,5:07,2.0,2.0,TAM 26,3.0,3.0,Craig Reynolds up the middle for 2 yards (tackle by Shaquil Barrett),3.85,3.97,6.0,2023,90
2.0,4:26,1.0,10.0,TAM 24,3.0,3.0,"Penalty on Penei Sewell: False Start, 5 yards (accepted) (no play)",3.97,3.64,6.0,2023,90
2.0,4:08,1.0,15.0,TAM 29,3.0,3.0,Jared Goff sacked by Joe Tryon-Shoyinka for no gain,3.64,2.76,6.0,2023,90
2.0,3:31,2.0,15.0,TAM 29,3.0,3.0,Craig Reynolds up the middle for 2 yards (tackle by Devin White and Joe Tryon-Shoyinka),2.76,2.35,6.0,2023,90
2.0,2:49,3.0,13.0,TAM 27,9.0,3.0,"Jared Goff pass complete short left to Amon-Ra St. Brown for 27 yards, touchdown",2.35,7.0,6.0,2023,90
2.0,2:39,,,TAM 15,10.0,3.0,Riley Patterson kicks extra point good,0.0,0.0,6.0,2023,90
2.0,2:39,,,DET 35,10.0,3.0,"Riley Patterson kicks off 62 yards, returned by Deven Thompkins for 20 yards (tackle by Julian Okwara)",0.0,0.48,6.0,2023,90
2.0,2:35,1.0,10.0,TAM 23,10.0,3.0,Baker Mayfield pass complete short left to Cade Otton for 15 yards (tackle by Tracy Walker),0.48,1.47,6.0,2023,90
2.0,2:00,1.0,10.0,TAM 38,10.0,3.0,Baker Mayfield pass incomplete deep left intended for Trey Palmer,1.47,0.92,6.0,2023,90
2.0,1:53,2.0,10.0,TAM 38,10.0,3.0,Rachaad White left tackle for 5 yards (tackle by Alex Anzalone and Will Harris),0.92,0.89,6.0,2023,90
2.0,1:09,3.0,5.0,TAM 43,10.0,3.0,Baker Mayfield pass incomplete short right intended for Trey Palmer (defended by Julian Okwara),0.89,-0.52,6.0,2023,90
2.0,1:06,4.0,5.0,TAM 43,10.0,3.0,"Jake Camarda punts 57 yards, touchback.",-0.52,-0.28,6.0,2023,90
2.0,0:59,1.0,10.0,DET 20,10.0,3.0,Jared Goff pass incomplete short middle intended for Sam LaPorta,0.28,-0.27,6.0,2023,90
2.0,0:53,2.0,10.0,DET 20,10.0,3.0,Jared Goff pass incomplete short left intended for Sam LaPorta,-0.27,-0.96,6.0,2023,90
2.0,0:50,3.0,10.0,DET 20,10.0,3.0,Jared Goff pass complete short right to Josh Reynolds for 20 yards (tackle by Ryan Neal and Antoine Winfield),-0.96,1.6,6.0,2023,90
2.0,0:42,,,,,,Timeout #1 by Detroit Lions,,,6.0,2023,90
2.0,0:42,1.0,10.0,DET 40,10.0,3.0,Jared Goff pass incomplete short left intended for Sam LaPorta,1.6,1.05,6.0,2023,90
2.0,0:38,2.0,10.0,DET 40,10.0,3.0,Jared Goff sacked by Lavonte David for -8 yards,1.05,-0.69,6.0,2023,90
3.0,15:00,,,TAM 35,10.0,3.0,"Jake Camarda kicks off 60 yards, returned by Khalil Dorsey for 19 yards (tackle by K.J. Britt)",0.0,0.54,6.0,2023,90
3.0,14:55,1.0,10.0,DET 24,10.0,3.0,Craig Reynolds left tackle for no gain (tackle by Lavonte David and Devin White),0.54,0.0,6.0,2023,90
3.0,14:20,2.0,10.0,DET 24,10.0,3.0,Jared Goff pass complete short left to Kalif Raymond for 6 yards (tackle by Joe Tryon-Shoyinka),0.0,0.1,6.0,2023,90
3.0,13:37,3.0,4.0,DET 30,10.0,3.0,Jared Goff pass complete short right to Craig Reynolds for 28 yards (tackle by Christian Izien),0.1,2.79,6.0,2023,90
3.0,12:51,1.0,10.0,TAM 42,10.0,3.0,Jared Goff pass complete short left to Brock Wright for 7 yards (tackle by Jamel Dean and Devin White),2.79,3.19,6.0,2023,90
3.0,12:11,2.0,3.0,TAM 35,10.0,3.0,Devine Ozigbo left end for 4 yards (tackle by Vita Vea),3.19,3.51,6.0,2023,90
3.0,11:29,1.0,10.0,TAM 31,10.0,3.0,Jared Goff pass incomplete short middle,3.51,2.97,6.0,2023,90
3.0,11:25,2.0,10.0,TAM 31,10.0,3.0,Craig Reynolds for -3 yards (tackle by Lavonte David),2.97,1.88,6.0,2023,90
3.0,10:44,3.0,13.0,TAM 34,10.0,3.0,Jared Goff pass incomplete short middle intended for Sam LaPorta (defended by Carlton Davis),1.88,1.06,6.0,2023,90
3.0,10:38,4.0,13.0,TAM 34,10.0,3.0,Riley Patterson 52 yard field goal no good,1.06,-1.73,6.0,2023,90
3.0,10:33,1.0,10.0,TAM 42,10.0,3.0,Baker Mayfield pass complete short middle to Chris Godwin for 23 yards (tackle by Kerby Joseph),1.73,3.25,6.0,2023,90
3.0,9:58,1.0,10.0,DET 35,10.0,3.0,Baker Mayfield pass complete deep middle to Mike Evans for 18 yards (tackle by Kerby Joseph),3.25,4.44,6.0,2023,90
3.0,9:14,1.0,10.0,DET 17,10.0,3.0,Rachaad White up the middle for 4 yards (tackle by Derrick Barnes and Aidan Hutchinson),4.44,4.5,6.0,2023,90
3.0,8:37,2.0,6.0,DET 13,10.0,3.0,Deven Thompkins right end for 5 yards (tackle by Cameron Sutton and Jack Campbell),4.5,4.8,6.0,2023,90
3.0,7:57,3.0,1.0,DET 8,10.0,3.0,"Baker Mayfield pass incomplete intended for Mike Evans. Penalty on Mike Evans: Offensive Pass Interference, 10 yards (accepted) (no play)",4.8,3.0,6.0,2023,90
3.0,7:52,3.0,11.0,DET 18,10.0,3.0,Baker Mayfield pass incomplete short left intended for Mike Evans,3.0,2.25,6.0,2023,90
3.0,7:48,4.0,11.0,DET 18,10.0,6.0,Chase McLaughlin 36 yard field goal good,2.25,3.0,6.0,2023,90
3.0,7:44,,,TAM 35,10.0,6.0,"Jake Camarda kicks off 57 yards, returned by Khalil Dorsey for 19 yards (tackle by K.J. Britt)",0.0,0.74,6.0,2023,90
3.0,7:39,1.0,10.0,DET 27,10.0,6.0,Craig Reynolds left tackle for 1 yard (tackle by Christian Izien),0.74,0.33,6.0,2023,90
3.0,7:02,2.0,9.0,DET 28,10.0,6.0,Jared Goff pass complete short left to Sam LaPorta for 5 yards (tackle by Lavonte David and Devin White),0.33,0.3,6.0,2023,90
3.0,6:39,3.0,4.0,DET 33,10.0,6.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 11 yards (tackle by Jamel Dean and Carlton Davis),0.3,1.86,6.0,2023,90
3.0,5:58,1.0,10.0,DET 44,10.0,6.0,Craig Reynolds right guard for 1 yard (tackle by Vita Vea),1.86,1.45,6.0,2023,90
3.0,5:22,2.0,9.0,DET 45,10.0,6.0,Jared Goff pass complete short left to Jameson Williams for 8 yards (tackle by Christian Izien and Jamel Dean),1.45,1.82,6.0,2023,90
3.0,4:44,3.0,1.0,TAM 47,10.0,6.0,"Craig Reynolds for no gain. Penalty on Amon-Ra St. Brown: Offensive Holding, 10 yards (accepted) (no play)",1.82,0.5,6.0,2023,90
3.0,4:21,3.0,11.0,DET 43,10.0,6.0,Jared Goff pass complete short middle to Kalif Raymond for 12 yards (tackle by Zyon McCollum and Lavonte David),0.5,2.59,6.0,2023,90
3.0,3:35,1.0,10.0,TAM 45,10.0,6.0,Jared Goff pass incomplete deep left intended for Jameson Williams,2.59,2.04,6.0,2023,90
3.0,3:30,2.0,10.0,TAM 45,10.0,6.0,Jared Goff pass incomplete short left intended for Sam LaPorta,2.04,1.36,6.0,2023,90
3.0,3:27,3.0,10.0,TAM 45,16.0,6.0,"Jared Goff pass complete deep right to Jameson Williams for 45 yards, touchdown",1.36,7.0,6.0,2023,90
3.0,3:19,,,TAM 15,17.0,6.0,Riley Patterson kicks extra point good,0.0,0.0,6.0,2023,90
3.0,3:19,,,DET 35,17.0,6.0,"Riley Patterson kicks off 61 yards, returned by Deven Thompkins for 19 yards (tackle by Jalen Reeves-Maybin)",0.0,0.48,6.0,2023,90
3.0,3:14,1.0,10.0,TAM 23,17.0,6.0,Baker Mayfield pass complete short right to Mike Evans for 12 yards (tackle by Tracy Walker),0.48,1.27,6.0,2023,90
3.0,2:39,1.0,10.0,TAM 35,17.0,6.0,Ke'Shawn Vaughn left guard for 2 yards (tackle by Jack Campbell and John Cominsky),1.27,0.99,6.0,2023,90
3.0,2:03,2.0,8.0,TAM 37,17.0,6.0,Ke'Shawn Vaughn left guard for 1 yard (tackle by Alex Anzalone and Romeo Okwara),0.99,0.43,6.0,2023,90
3.0,1:19,3.0,7.0,TAM 38,17.0,6.0,Baker Mayfield pass incomplete short left intended for Ke'Shawn Vaughn (defended by Kerby Joseph),0.43,-0.85,6.0,2023,90
3.0,1:16,4.0,7.0,TAM 38,17.0,6.0,"Jake Camarda punts 44 yards, returned by Kalif Raymond for 11 yards (tackle by Kaevon Merriweather)",-0.85,-0.87,6.0,2023,90
3.0,1:05,1.0,10.0,DET 29,17.0,6.0,Jared Goff pass complete short left to Craig Reynolds for no gain (tackle by Jamel Dean),0.87,0.33,6.0,2023,90
3.0,0:25,2.0,10.0,DET 29,17.0,6.0,"Jared Goff scrambles up the middle for 4 yards (tackle by Devin White). Penalty on Christian Izien: Illegal Use of Hands / Defense, 5 yards (accepted)",0.33,1.47,6.0,2023,90
3.0,0:25,1.0,10.0,DET 38,17.0,6.0,"Penalty on Joe Tryon-Shoyinka: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.47,2.2,6.0,2023,90
4.0,15:00,1.0,5.0,DET 43,17.0,6.0,Jared Goff pass complete deep middle to Amon-Ra St. Brown for 23 yards (tackle by Antoine Winfield),2.2,3.31,6.0,2023,90
4.0,14:18,1.0,10.0,TAM 34,17.0,6.0,Jared Goff pass complete short left to Josh Reynolds for 9 yards (tackle by Devin White),3.31,3.99,6.0,2023,90
4.0,13:33,2.0,1.0,TAM 25,17.0,6.0,Jared Goff pass complete short left to Marvin Jones for 5 yards,3.99,4.24,6.0,2023,90
4.0,12:54,1.0,10.0,TAM 20,17.0,6.0,Jared Goff pass incomplete deep left intended for Sam LaPorta,4.24,3.69,6.0,2023,90
4.0,12:50,2.0,10.0,TAM 20,17.0,6.0,Craig Reynolds right end for 2 yards (tackle by Lavonte David),3.69,3.22,6.0,2023,90
4.0,12:07,3.0,8.0,TAM 18,17.0,6.0,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown (defended by Joe Tryon-Shoyinka),3.22,2.25,6.0,2023,90
4.0,12:04,4.0,8.0,TAM 18,20.0,6.0,Riley Patterson 36 yard field goal good,2.25,3.0,6.0,2023,90
4.0,12:00,,,DET 35,20.0,6.0,"Riley Patterson kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,90
4.0,12:00,1.0,10.0,TAM 25,20.0,6.0,Baker Mayfield pass complete short right to Deven Thompkins for no gain (tackle by Cameron Sutton),0.61,0.06,6.0,2023,90
4.0,11:26,2.0,10.0,TAM 25,20.0,6.0,Baker Mayfield pass complete short right to Mike Evans for 8 yards (tackle by Cameron Sutton),0.06,0.43,6.0,2023,90
4.0,10:57,3.0,2.0,TAM 33,20.0,6.0,Baker Mayfield pass incomplete deep left intended for Trey Palmer,0.43,-1.18,6.0,2023,90
4.0,10:52,4.0,2.0,TAM 33,20.0,6.0,"Jake Camarda punts 66 yards, returned by Kalif Raymond for 15 yards (tackle by K.J. Britt and Cam Gill)",-1.18,0.14,6.0,2023,90
4.0,10:37,1.0,10.0,DET 16,20.0,6.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 6 yards (tackle by YaYa Diaby),-0.14,0.28,6.0,2023,90
4.0,9:53,2.0,4.0,DET 22,20.0,6.0,"Penalty on Taylor Decker: False Start, 5 yards (accepted) (no play)",0.28,-0.51,6.0,2023,90
4.0,9:51,2.0,9.0,DET 17,20.0,6.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 6 yards (tackle by Christian Izien),-0.51,-0.45,6.0,2023,90
4.0,9:14,3.0,3.0,DET 23,20.0,6.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 4 yards (tackle by Christian Izien),-0.45,0.74,6.0,2023,90
4.0,8:33,1.0,10.0,DET 27,20.0,6.0,Craig Reynolds right end for 8 yards (tackle by Carlton Davis),0.74,1.28,6.0,2023,90
4.0,7:46,2.0,2.0,DET 35,20.0,6.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 8 yards (tackle by Lavonte David),1.28,1.8,6.0,2023,90
4.0,7:06,1.0,10.0,DET 43,20.0,6.0,Jared Goff pass complete short middle to Devine Ozigbo for 8 yards (tackle by Lavonte David),1.8,2.33,6.0,2023,90
4.0,6:19,2.0,2.0,TAM 49,20.0,6.0,Devine Ozigbo up the middle for -3 yards (tackle by Vita Vea),2.33,1.22,6.0,2023,90
4.0,5:32,3.0,5.0,DET 48,20.0,6.0,Jared Goff pass complete short middle to Sam LaPorta for 12 yards (tackle by Antoine Winfield and Lavonte David),1.22,2.92,6.0,2023,90
4.0,4:47,1.0,10.0,TAM 40,20.0,6.0,Jared Goff pass incomplete short left,2.92,2.37,6.0,2023,90
4.0,4:44,2.0,10.0,TAM 40,20.0,6.0,Craig Reynolds up the middle for 1 yard (tackle by Greg Gaines and Ryan Neal),2.37,1.82,6.0,2023,90
4.0,4:37,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,6.0,2023,90
4.0,4:37,3.0,9.0,TAM 39,20.0,6.0,Jared Goff sacked by Calijah Kancey for -5 yards,1.82,0.33,6.0,2023,90
4.0,3:55,4.0,14.0,TAM 44,20.0,6.0,Jack Fox punts 42 yards out of bounds,0.33,0.38,6.0,2023,90
4.0,3:45,1.0,10.0,TAM 2,20.0,6.0,Baker Mayfield pass complete short right to Rachaad White for 5 yards (tackle by Alex Anzalone and Aidan Hutchinson),-0.38,-0.42,6.0,2023,90
4.0,3:19,2.0,5.0,TAM 7,20.0,6.0,Baker Mayfield pass complete short right to Mike Evans for 11 yards (tackle by Alex Anzalone),-0.42,0.04,6.0,2023,90
4.0,2:50,1.0,10.0,TAM 18,20.0,6.0,Baker Mayfield pass incomplete deep right intended for Mike Evans,0.04,-0.49,6.0,2023,90
4.0,2:45,2.0,10.0,TAM 18,20.0,6.0,Baker Mayfield pass complete short middle to Chris Godwin for 7 yards (tackle by Tracy Walker),-0.49,-0.27,6.0,2023,90
4.0,2:39,3.0,3.0,TAM 25,20.0,6.0,Baker Mayfield sacked by Julian Okwara for -1 yards,-0.27,-1.77,6.0,2023,90
4.0,2:02,4.0,4.0,TAM 24,20.0,6.0,Baker Mayfield pass complete short middle to Chris Godwin for 8 yards (tackle by Will Harris and Tracy Walker),-1.77,1.07,6.0,2023,90
4.0,1:58,1.0,10.0,TAM 32,20.0,6.0,Baker Mayfield pass complete deep right to Trey Palmer for 26 yards (tackle by Kerby Joseph),1.07,2.79,6.0,2023,90
4.0,1:35,1.0,10.0,DET 42,20.0,6.0,Baker Mayfield pass incomplete deep middle intended for Mike Evans (defended by Tracy Walker),2.79,2.24,6.0,2023,90
4.0,1:34,2.0,10.0,DET 42,20.0,6.0,Baker Mayfield pass complete short middle to Chris Godwin for 13 yards (tackle by Tracy Walker),2.24,3.64,6.0,2023,90
4.0,1:14,1.0,10.0,DET 29,20.0,6.0,Baker Mayfield pass incomplete deep right intended for Deven Thompkins (defended by Cameron Sutton),3.64,3.1,6.0,2023,90
4.0,1:10,2.0,10.0,DET 29,20.0,6.0,Baker Mayfield pass incomplete deep middle intended for Trey Palmer,3.1,2.41,6.0,2023,90
4.0,1:04,3.0,10.0,DET 29,20.0,6.0,Baker Mayfield pass incomplete deep middle intended for Chris Godwin,2.41,1.5,6.0,2023,90
4.0,0:58,4.0,10.0,DET 29,20.0,6.0,Baker Mayfield pass incomplete deep middle intended for Cade Otton,1.5,-0.87,6.0,2023,90
4.0,0:53,1.0,10.0,DET 29,20.0,6.0,Devine Ozigbo up the middle for 4 yards (tackle by William Gholston and Ryan Neal),0.87,0.87,6.0,2023,90
4.0,0:17,2.0,6.0,DET 33,20.0,6.0,Jared Goff kneels for -1 yards,0.87,0.04,6.0,2023,90
