Unnamed: 0,DEN,KAN,week,year,game_id
First Downs,14,22,6.0,2023,79
Rush-Yds-TDs,23-115-0,27-96-0,6.0,2023,79
Cmp-Att-Yd-TD-INT,13-22-95-1-2,30-41-306-1-1,6.0,2023,79
Sacked-Yards,4-13,2-13,6.0,2023,79
Net Pass Yards,82,293,6.0,2023,79
Total Yards,197,389,6.0,2023,79
Fumbles-Lost,1-1,2-0,6.0,2023,79
Turnovers,3,1,6.0,2023,79
Penalties-Yards,3-34,7-84,6.0,2023,79
Third Down Conv.,4-10,4-13,6.0,2023,79
Fourth Down Conv.,0-1,0-1,6.0,2023,79
Time of Possession,24:11,35:49,6.0,2023,79
