Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA,week,year,game_id
2.0,14:01,,,JAX 35,3.0,14.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,86
2.0,14:01,1.0,10.0,IND 25,3.0,14.0,Jonathan Taylor left end for 3 yards (tackle by Devin Lloyd and Tyson Campbell),0.61,0.47,6.0,2023,86
2.0,13:25,2.0,7.0,IND 28,3.0,14.0,Gardner Minshew pass incomplete deep left intended for Alec Pierce,0.47,-0.23,6.0,2023,86
2.0,13:20,3.0,7.0,IND 28,3.0,14.0,"Gardner Minshew pass is intercepted by Rayshawn Jenkins at IND-32 and returned for 2 yards (tackle by Kylen Granson). Penalty on Travon Walker: Defensive Offside, 5 yards (accepted) (no play)",-0.23,0.43,6.0,2023,86
2.0,13:11,3.0,2.0,IND 33,3.0,14.0,Gardner Minshew pass incomplete short middle intended for Kylen Granson (defended by Foyesade Oluokun),0.43,-1.18,6.0,2023,86
2.0,13:08,4.0,2.0,IND 33,3.0,14.0,Rigoberto Sanchez punts 50 yards,-1.18,0.06,6.0,2023,86
2.0,12:57,1.0,10.0,JAX 17,3.0,14.0,Trevor Lawrence pass incomplete deep right intended for Brenton Strange,-0.06,-0.58,6.0,2023,86
2.0,12:51,2.0,10.0,JAX 17,3.0,14.0,Trevor Lawrence pass complete deep right to Evan Engram for 19 yards (tackle by Julian Blackmon),-0.58,1.33,6.0,2023,86
2.0,12:45,1.0,10.0,JAX 36,3.0,14.0,Travis Etienne right end for -5 yards (tackle by Kenny Moore),1.33,0.12,6.0,2023,86
2.0,12:11,2.0,15.0,JAX 31,3.0,14.0,Travis Etienne up the middle for 4 yards (tackle by DeForest Buckner and Kwity Paye),0.12,-0.03,6.0,2023,86
2.0,11:27,3.0,11.0,JAX 35,3.0,14.0,Trevor Lawrence pass complete short middle to Evan Engram for 7 yards (tackle by Julius Brents),-0.03,-0.59,6.0,2023,86
2.0,10:52,4.0,4.0,JAX 42,3.0,14.0,"Logan Cooke punts 47 yards out of bounds. Penalty on Daniel Thomas: Defensive Player out of bounds on a kick, 5 yards (accepted)",-0.59,0.14,6.0,2023,86
2.0,10:42,1.0,10.0,IND 16,3.0,14.0,"Gardner Minshew pass complete short right to Josh Downs for no gain. Penalty on Alec Pierce: Offensive Holding, 8 yards (accepted) (no play)",-0.14,-0.68,6.0,2023,86
2.0,10:15,1.0,18.0,IND 8,3.0,14.0,Gardner Minshew pass complete short right to Zack Moss for 2 yards (tackle by Tre Herndon and Foyesade Oluokun),-0.68,-1.22,6.0,2023,86
2.0,9:31,2.0,16.0,IND 10,3.0,14.0,Gardner Minshew pass complete short middle to Zack Moss for 3 yards (tackle by Foyesade Oluokun and Dawuane Smoot),-1.22,-1.75,6.0,2023,86
2.0,8:52,3.0,13.0,IND 13,3.0,14.0,Gardner Minshew pass complete short right to Isaiah McKenzie for 12 yards (tackle by Andre Cisco),-1.75,-1.7,6.0,2023,86
2.0,8:18,,,,,,Timeout #1 by Jacksonville Jaguars,,,6.0,2023,86
2.0,8:18,4.0,1.0,IND 25,3.0,14.0,Rigoberto Sanchez punts 41 yards downed by Luke Rhodes,-1.7,-1.2,6.0,2023,86
2.0,8:08,1.0,10.0,JAX 34,3.0,14.0,Trevor Lawrence pass incomplete short right,1.2,0.66,6.0,2023,86
2.0,8:01,2.0,10.0,JAX 34,3.0,14.0,Trevor Lawrence pass complete short middle to Tank Bigsby for 6 yards (tackle by Samson Ebukam),0.66,0.76,6.0,2023,86
2.0,7:26,3.0,4.0,JAX 40,3.0,14.0,Trevor Lawrence sacked by DeForest Buckner for -10 yards,0.76,-1.37,6.0,2023,86
2.0,6:51,4.0,14.0,JAX 30,3.0,14.0,"Logan Cooke punts 45 yards, fair catch by Isaiah McKenzie at IND-25",-1.37,-0.61,6.0,2023,86
2.0,6:44,1.0,10.0,IND 25,3.0,14.0,Jonathan Taylor up the middle for 3 yards (tackle by Rayshawn Jenkins),0.61,0.47,6.0,2023,86
2.0,6:12,2.0,7.0,IND 28,3.0,14.0,Gardner Minshew scrambles up the middle for 2 yards (tackle by Devin Lloyd),0.47,0.04,6.0,2023,86
2.0,5:31,3.0,5.0,IND 30,3.0,14.0,Gardner Minshew pass complete short left to Jonathan Taylor for 40 yards (tackle by Andre Cisco),0.04,3.58,6.0,2023,86
2.0,4:54,1.0,10.0,JAX 30,3.0,14.0,Gardner Minshew pass incomplete short right intended for Josh Downs (defended by Devin Lloyd),3.58,3.03,6.0,2023,86
2.0,4:50,2.0,10.0,JAX 30,3.0,14.0,Gardner Minshew pass deep left intended for Michael Pittman is intercepted by Andre Cisco at JAC-14 and returned for 21 yards (tackle by Kylen Granson),3.03,-1.27,6.0,2023,86
2.0,4:39,1.0,10.0,JAX 35,3.0,14.0,Tank Bigsby up the middle for 3 yards (tackle by Grover Stewart),1.27,1.13,6.0,2023,86
2.0,4:11,2.0,7.0,JAX 38,3.0,14.0,Trevor Lawrence pass complete short left to Christian Kirk for 6 yards (tackle by Julius Brents),1.13,1.22,6.0,2023,86
2.0,3:35,3.0,1.0,JAX 44,3.0,14.0,Travis Etienne up the middle for 1 yard (tackle by Dayo Odeyingbo),1.22,1.93,6.0,2023,86
2.0,2:54,1.0,10.0,JAX 45,3.0,14.0,Trevor Lawrence scrambles up the middle for 8 yards (tackle by Zaire Franklin),1.93,2.46,6.0,2023,86
2.0,2:13,2.0,2.0,IND 47,3.0,14.0,Travis Etienne left guard for 7 yards (tackle by Shaquille Leonard and Zaire Franklin),2.46,2.92,6.0,2023,86
2.0,2:00,1.0,10.0,IND 40,3.0,14.0,Travis Etienne up the middle for -1 yards (tackle by Eric Johnson),2.92,2.24,6.0,2023,86
2.0,1:55,,,,,,Timeout #1 by Indianapolis Colts,,,6.0,2023,86
2.0,1:55,2.0,11.0,IND 41,3.0,14.0,Trevor Lawrence pass complete short middle to Evan Engram for 5 yards (tackle by Zaire Franklin),2.24,2.21,6.0,2023,86
2.0,1:49,,,,,,Timeout #2 by Indianapolis Colts,,,6.0,2023,86
2.0,1:49,3.0,6.0,IND 36,3.0,14.0,Trevor Lawrence pass complete short left to Calvin Ridley for 7 yards,2.21,3.64,6.0,2023,86
2.0,1:45,1.0,10.0,IND 29,3.0,20.0,"Trevor Lawrence pass complete deep left to Christian Kirk for 29 yards, touchdown",3.64,7.0,6.0,2023,86
2.0,1:40,,,IND 15,3.0,21.0,Brandon McManus kicks extra point good,0.0,0.0,6.0,2023,86
2.0,1:40,,,JAX 35,3.0,21.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,86
2.0,1:40,1.0,10.0,IND 25,3.0,21.0,Zack Moss up the middle for 9 yards (tackle by Tre Herndon),0.61,1.28,6.0,2023,86
2.0,1:19,2.0,1.0,IND 34,3.0,21.0,Gardner Minshew pass incomplete short left intended for Michael Pittman,1.28,0.56,6.0,2023,86
2.0,1:11,3.0,1.0,IND 34,3.0,21.0,Zack Moss up the middle for 5 yards (tackle by Foyesade Oluokun and Montaric Brown),0.56,1.53,6.0,2023,86
2.0,0:50,1.0,10.0,IND 39,3.0,21.0,Gardner Minshew pass complete short middle to Michael Pittman for 3 yards (tackle by Tre Herndon),1.53,1.39,6.0,2023,86
2.0,0:31,2.0,7.0,IND 42,3.0,21.0,Gardner Minshew pass complete short middle to Zack Moss for 16 yards (tackle by Foyesade Oluokun and Rayshawn Jenkins),1.39,2.79,6.0,2023,86
2.0,0:21,,,,,,Timeout #3 by Indianapolis Colts,,,6.0,2023,86
2.0,0:21,1.0,10.0,JAX 42,3.0,21.0,Gardner Minshew pass complete short right to Jonathan Taylor for 4 yards (tackle by Devin Lloyd),2.79,2.78,6.0,2023,86
2.0,0:18,2.0,6.0,JAX 38,3.0,21.0,Gardner Minshew pass incomplete short right,2.78,2.08,6.0,2023,86
2.0,0:15,3.0,6.0,JAX 38,3.0,21.0,Gardner Minshew pass incomplete short right,2.08,0.72,6.0,2023,86
2.0,0:11,4.0,6.0,JAX 38,6.0,21.0,Matt Gay 56 yard field goal good,0.72,3.0,6.0,2023,86
2.0,0:06,,,IND 35,6.0,21.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,86
2.0,0:06,1.0,10.0,JAX 25,6.0,21.0,Trevor Lawrence kneels for -1 yards,0.61,-0.07,6.0,2023,86
3.0,15:00,,,IND 35,6.0,21.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,86
3.0,15:00,1.0,10.0,JAX 25,6.0,21.0,Trevor Lawrence pass incomplete short right,0.61,0.06,6.0,2023,86
3.0,14:55,2.0,10.0,JAX 25,6.0,21.0,Trevor Lawrence pass incomplete short left intended for Calvin Ridley,0.06,-0.62,6.0,2023,86
3.0,14:52,3.0,10.0,JAX 25,6.0,21.0,Trevor Lawrence pass incomplete deep right intended for Christian Kirk,-0.62,-1.7,6.0,2023,86
3.0,14:46,4.0,10.0,JAX 25,6.0,21.0,"Logan Cooke punts 49 yards, returned by Isaiah McKenzie for 8 yards (tackle by Daniel Thomas). Penalty on Grant Stuard: Offensive Illegal Block Above the Waist, 10 yards (accepted)",-1.7,-0.54,6.0,2023,86
3.0,14:33,1.0,10.0,IND 24,6.0,21.0,Jonathan Taylor left end for -4 yards (tackle by Josh Allen),0.54,-0.54,6.0,2023,86
3.0,13:46,2.0,14.0,IND 20,6.0,21.0,Gardner Minshew pass complete short middle to Michael Pittman for 12 yards (tackle by Montaric Brown and Rayshawn Jenkins),-0.54,0.37,6.0,2023,86
3.0,13:20,3.0,2.0,IND 32,6.0,21.0,Gardner Minshew pass complete short middle to Alec Pierce for 5 yards (tackle by Andre Cisco),0.37,1.4,6.0,2023,86
3.0,12:43,1.0,10.0,IND 37,6.0,21.0,Gardner Minshew pass deep right intended for Michael Pittman is intercepted by Rayshawn Jenkins at JAC-37 and returned for 24 yards (tackle by Quenton Nelson),1.4,-2.98,6.0,2023,86
3.0,12:31,1.0,10.0,IND 39,6.0,21.0,Travis Etienne up the middle for 4 yards (tackle by Julian Blackmon),2.98,2.98,6.0,2023,86
3.0,11:55,2.0,6.0,IND 35,6.0,21.0,"Penalty on Cam Robinson: False Start, 5 yards (accepted) (no play)",2.98,2.3,6.0,2023,86
3.0,11:35,2.0,11.0,IND 40,6.0,21.0,Trevor Lawrence pass incomplete deep left intended for Calvin Ridley (defended by Julius Brents),2.3,1.62,6.0,2023,86
3.0,11:29,3.0,11.0,IND 40,6.0,21.0,Trevor Lawrence pass complete short left to Calvin Ridley for 10 yards (tackle by Julius Brents),1.62,1.52,6.0,2023,86
3.0,10:49,4.0,1.0,IND 30,6.0,24.0,Brandon McManus 48 yard field goal good,1.52,3.0,6.0,2023,86
3.0,10:44,,,JAX 35,6.0,24.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,86
3.0,10:44,1.0,10.0,IND 25,6.0,24.0,Jonathan Taylor left end for 3 yards (tackle by Foyesade Oluokun),0.61,0.47,6.0,2023,86
3.0,10:07,2.0,7.0,IND 28,6.0,24.0,Gardner Minshew sacked by K'Lavon Chaisson for -4 yards,0.47,-0.76,6.0,2023,86
3.0,9:18,3.0,11.0,IND 24,6.0,24.0,Gardner Minshew pass complete short right to Jonathan Taylor for -1 yards (tackle by Foyesade Oluokun),-0.76,-1.83,6.0,2023,86
3.0,8:45,4.0,12.0,IND 23,6.0,24.0,"Rigoberto Sanchez punts 52 yards, returned by Jamal Agnew for 6 yards (tackle by Nick Cross)",-1.83,-1.0,6.0,2023,86
3.0,8:33,1.0,10.0,JAX 31,6.0,24.0,Calvin Ridley left end for -4 yards (tackle by Julian Blackmon and Julius Brents),1.0,-0.08,6.0,2023,86
3.0,8:12,2.0,14.0,JAX 27,6.0,24.0,Trevor Lawrence pass complete short left to Travis Etienne for 13 yards (tackle by Zaire Franklin and Taven Bryan),-0.08,0.96,6.0,2023,86
3.0,7:29,3.0,1.0,JAX 40,6.0,24.0,"Trevor Lawrence pass incomplete intended for Calvin Ridley. Penalty on Jaylon Jones: Defensive Pass Interference, 4 yards (accepted) (no play)",0.96,1.86,6.0,2023,86
3.0,7:22,1.0,10.0,JAX 44,6.0,24.0,D'Ernest Johnson left end for 19 yards (tackle by Jaylon Jones),1.86,3.12,6.0,2023,86
3.0,6:50,1.0,10.0,IND 37,6.0,24.0,Trevor Lawrence pass complete short right to Evan Engram for -1 yards (tackle by Kenny Moore),3.12,2.44,6.0,2023,86
3.0,6:13,2.0,11.0,IND 38,6.0,24.0,"Trevor Lawrence pass incomplete intended for Christian Kirk. Penalty on Julius Brents: Defensive Pass Interference, 14 yards (accepted) (no play)",2.44,3.97,6.0,2023,86
3.0,6:08,1.0,10.0,IND 24,6.0,24.0,Trevor Lawrence pass complete short left to Evan Engram for 1 yard (tackle by Shaquille Leonard),3.97,3.57,6.0,2023,86
3.0,5:28,2.0,9.0,IND 23,6.0,24.0,Trevor Lawrence pass complete short middle to Christian Kirk for 14 yards (tackle by Zaire Franklin),3.57,5.14,6.0,2023,86
3.0,4:47,1.0,9.0,IND 9,6.0,24.0,Trevor Lawrence pass incomplete short middle intended for Christian Kirk,5.14,4.38,6.0,2023,86
3.0,4:39,2.0,9.0,IND 9,6.0,24.0,Travis Etienne up the middle for -1 yards (tackle by Kenny Moore),4.38,3.13,6.0,2023,86
3.0,3:57,3.0,10.0,IND 10,6.0,30.0,"Trevor Lawrence pass complete short right to Brenton Strange for 10 yards, touchdown",3.13,7.0,6.0,2023,86
3.0,3:51,,,IND 15,6.0,31.0,Brandon McManus kicks extra point good,0.0,0.0,6.0,2023,86
3.0,3:51,,,JAX 35,6.0,31.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,86
3.0,3:51,1.0,10.0,IND 25,6.0,31.0,Zack Moss right guard for 3 yards (tackle by Foyesade Oluokun),0.61,0.47,6.0,2023,86
3.0,3:21,2.0,7.0,IND 28,6.0,31.0,Gardner Minshew pass incomplete short right intended for Michael Pittman,0.47,-0.23,6.0,2023,86
3.0,3:20,3.0,7.0,IND 28,6.0,31.0,Gardner Minshew pass incomplete short left intended for Alec Pierce (defended by Darious Williams),-0.23,-1.5,6.0,2023,86
3.0,3:13,4.0,7.0,IND 28,6.0,31.0,Gardner Minshew pass complete short middle to Alec Pierce for 14 yards (tackle by Darious Williams),-1.5,1.73,6.0,2023,86
3.0,2:44,1.0,10.0,IND 42,6.0,31.0,Gardner Minshew pass complete deep left to Michael Pittman for 40 yards (tackle by Rayshawn Jenkins),1.73,4.37,6.0,2023,86
3.0,2:07,1.0,10.0,JAX 18,6.0,31.0,Zack Moss left guard for 1 yard (tackle by Folorunso Fatukasi),4.37,3.94,6.0,2023,86
3.0,1:44,2.0,9.0,JAX 17,6.0,31.0,Gardner Minshew pass complete short left to Michael Pittman for 7 yards (tackle by Foyesade Oluokun and Jeremiah Ledbetter),3.94,4.51,6.0,2023,86
3.0,0:59,3.0,2.0,JAX 10,6.0,31.0,Jonathan Taylor up the middle for 3 yards (tackle by Adam Gotsis and Foyesade Oluokun),4.51,5.6,6.0,2023,86
3.0,0:23,1.0,7.0,JAX 7,6.0,31.0,Gardner Minshew pass complete short middle to Jonathan Taylor for 2 yards (tackle by Devin Lloyd and Travon Walker),5.6,5.15,6.0,2023,86
3.0,0:02,2.0,5.0,JAX 5,6.0,31.0,Jonathan Taylor up the middle for 2 yards (tackle by Adam Gotsis and Jeremiah Ledbetter),5.15,4.72,6.0,2023,86
4.0,15:00,3.0,3.0,JAX 3,6.0,31.0,Gardner Minshew pass complete short middle to Kylen Granson for 1 yard (tackle by Foyesade Oluokun),4.72,3.25,6.0,2023,86
4.0,14:19,4.0,2.0,JAX 2,12.0,31.0,"Gardner Minshew pass complete short left to Josh Downs for 2 yards, touchdown",3.25,7.0,6.0,2023,86
4.0,14:14,,,JAX 15,13.0,31.0,Matt Gay kicks extra point good,0.0,0.0,6.0,2023,86
4.0,14:14,,,IND 35,13.0,31.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,86
4.0,14:14,1.0,10.0,JAX 25,13.0,31.0,Trevor Lawrence pass incomplete deep right intended for Calvin Ridley,0.61,0.06,6.0,2023,86
4.0,14:10,2.0,10.0,JAX 25,13.0,31.0,Trevor Lawrence pass complete short left to Calvin Ridley for 6 yards,0.06,0.17,6.0,2023,86
4.0,13:30,3.0,4.0,JAX 31,13.0,31.0,Trevor Lawrence pass short left intended for Christian Kirk is intercepted by Julius Brents at JAC-40 and returned for no gain (tackle by Christian Kirk),0.17,-2.92,6.0,2023,86
4.0,13:24,1.0,10.0,JAX 40,13.0,31.0,"Gardner Minshew pass complete short middle to Josh Downs for no gain. Penalty on K'Lavon Chaisson: Defensive Offside, 5 yards (accepted) (no play)",2.92,3.65,6.0,2023,86
4.0,13:07,1.0,5.0,JAX 35,13.0,31.0,Gardner Minshew pass incomplete deep right intended for Alec Pierce,3.65,3.05,6.0,2023,86
4.0,12:59,2.0,5.0,JAX 35,13.0,31.0,Gardner Minshew pass complete short middle to Michael Pittman for 15 yards (tackle by Foyesade Oluokun and Rayshawn Jenkins),3.05,4.24,6.0,2023,86
4.0,12:35,1.0,10.0,JAX 20,13.0,31.0,Gardner Minshew pass incomplete short middle intended for Zack Moss,4.24,3.69,6.0,2023,86
4.0,12:31,2.0,10.0,JAX 20,13.0,31.0,Gardner Minshew pass complete short left to Josh Downs for 3 yards (tackle by Andrew Wingard and Devin Lloyd),3.69,3.36,6.0,2023,86
4.0,11:55,3.0,7.0,JAX 17,13.0,31.0,Gardner Minshew scrambles up the middle for 2 yards (tackle by Devin Lloyd),3.36,2.49,6.0,2023,86
4.0,11:14,4.0,5.0,JAX 15,13.0,31.0,Gardner Minshew pass short left intended for Michael Pittman is intercepted by Darious Williams in end zone and returned for no gain,2.49,-0.28,6.0,2023,86
4.0,11:06,1.0,10.0,JAX 20,13.0,31.0,Travis Etienne left end for -5 yards (tackle by Shaquille Leonard),0.28,-1.07,6.0,2023,86
4.0,10:24,2.0,15.0,JAX 15,13.0,31.0,Trevor Lawrence pass complete short right to Travis Etienne for 6 yards (tackle by Zaire Franklin),-1.07,-0.82,6.0,2023,86
4.0,9:41,3.0,9.0,JAX 21,13.0,31.0,Trevor Lawrence sacked by Tyquan Lewis for -6 yards,-0.82,-2.44,6.0,2023,86
4.0,8:54,4.0,15.0,JAX 15,13.0,31.0,"Logan Cooke punts 62 yards, returned by Isaiah McKenzie for 5 yards (tackle by Daniel Thomas)",-2.44,-0.81,6.0,2023,86
4.0,8:42,1.0,10.0,IND 28,13.0,31.0,Gardner Minshew pass complete deep left to Kylen Granson for 45 yards (tackle by Montaric Brown),0.81,3.78,6.0,2023,86
4.0,8:12,1.0,10.0,JAX 27,13.0,31.0,Gardner Minshew pass complete deep middle to Kylen Granson for 21 yards (tackle by Foyesade Oluokun and Rayshawn Jenkins),3.78,5.83,6.0,2023,86
4.0,7:49,1.0,6.0,JAX 6,13.0,31.0,Gardner Minshew pass complete short left to Josh Downs for 3 yards (tackle by Devin Lloyd),5.83,5.53,6.0,2023,86
4.0,7:20,2.0,3.0,JAX 3,19.0,31.0,"Zack Moss up the middle for 3 yards, touchdown",5.53,7.0,6.0,2023,86
4.0,7:14,,,JAX 15,20.0,31.0,Matt Gay kicks extra point good,0.0,0.0,6.0,2023,86
4.0,7:14,,,IND 35,20.0,31.0,"Matt Gay kicks off 55 yards, returned by Jamal Agnew for 53 yards (tackle by Matt Gay)",0.0,3.12,6.0,2023,86
4.0,7:06,1.0,10.0,IND 37,20.0,31.0,Travis Etienne up the middle for no gain (tackle by E.J. Speed),3.12,2.57,6.0,2023,86
4.0,6:22,2.0,10.0,IND 37,20.0,31.0,Trevor Lawrence pass complete short left to Travis Etienne for 9 yards (tackle by DeForest Buckner and Grover Stewart),2.57,3.07,6.0,2023,86
4.0,5:36,3.0,1.0,IND 28,20.0,31.0,Travis Etienne right end for -3 yards (tackle by E.J. Speed and Kenny Moore),3.07,1.37,6.0,2023,86
4.0,4:55,4.0,4.0,IND 31,20.0,34.0,Brandon McManus 49 yard field goal good,1.37,3.0,6.0,2023,86
4.0,4:50,,,JAX 35,20.0,34.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,86
4.0,4:50,1.0,10.0,IND 25,20.0,34.0,Gardner Minshew pass incomplete short right,0.61,0.06,6.0,2023,86
4.0,4:42,2.0,10.0,IND 25,20.0,34.0,Gardner Minshew sacked by and Roy Robertson-Harris for -9 yards and Travon Walker for -9 yards,0.06,-2.14,6.0,2023,86
4.0,4:07,3.0,19.0,IND 16,20.0,34.0,Gardner Minshew pass complete short left to Michael Pittman for 2 yards (tackle by Foyesade Oluokun),-2.14,-2.24,6.0,2023,86
4.0,3:29,4.0,17.0,IND 18,20.0,34.0,Gardner Minshew pass incomplete deep middle intended for Will Mallory,-2.24,-4.31,6.0,2023,86
4.0,3:19,1.0,10.0,IND 19,20.0,34.0,Travis Etienne right end for 7 yards (tackle by Julian Blackmon),4.31,4.92,6.0,2023,86
4.0,3:14,,,,,,Timeout #1 by Indianapolis Colts,,,6.0,2023,86
4.0,3:14,2.0,3.0,IND 12,20.0,34.0,"Penalty on Brenton Strange: False Start, 5 yards (accepted) (no play)",4.92,4.03,6.0,2023,86
