Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Tyrod Taylor,NYG,5,24,0,7,6.0,2023,92
Saquon Barkley,NYG,24,93,0,34,6.0,2023,92
Matt Breida,NYG,4,13,0,6,6.0,2023,92
Eric Gray,NYG,1,2,0,2,6.0,2023,92
Darius Slayton,NYG,0,0,0,0,6.0,2023,92
Wan'Dale Robinson,NYG,0,0,0,0,6.0,2023,92
Darren Waller,NYG,0,0,0,0,6.0,2023,92
Jalin Hyatt,NYG,0,0,0,0,6.0,2023,92
Josh Allen,BUF,2,11,0,6,6.0,2023,92
James Cook,BUF,14,71,0,14,6.0,2023,92
Latavius Murray,BUF,12,45,0,12,6.0,2023,92
Damien Harris,BUF,1,1,0,1,6.0,2023,92
Stefon Diggs,BUF,0,0,0,0,6.0,2023,92
Gabriel Davis,BUF,0,0,0,0,6.0,2023,92
Dawson Knox,BUF,0,0,0,0,6.0,2023,92
Quintin Morris,BUF,0,0,0,0,6.0,2023,92
Khalil Shakir,BUF,0,0,0,0,6.0,2023,92
Deonte Harty,BUF,0,0,0,0,6.0,2023,92
