Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Fred Warner,SFO,1,32,0,32,1,0.0,7,3,4,0,0,0,0,0,0,6.0,2023,81
Deommodore Lenoir,SFO,1,28,0,28,1,0.0,5,4,1,0,0,0,0,0,0,6.0,2023,81
Nick Bosa,SFO,0,0,0,0,1,1.0,3,3,0,1,2,0,0,0,0,6.0,2023,81
Randy Gregory,SFO,0,0,0,0,0,1.0,3,3,0,2,3,0,0,0,0,6.0,2023,81
Oren Burks,SFO,0,0,0,0,0,0.0,8,4,4,0,0,0,0,0,0,6.0,2023,81
Talanoa Hufanga,SFO,0,0,0,0,0,0.0,7,5,2,0,1,0,0,0,0,6.0,2023,81
Javon Hargrave,SFO,0,0,0,0,0,0.0,6,5,1,0,1,0,0,0,0,6.0,2023,81
Isaiah Oliver,SFO,0,0,0,0,0,0.0,5,2,3,0,1,0,0,0,0,6.0,2023,81
Charvarius Ward,SFO,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,1,6.0,2023,81
Clelin Ferrell,SFO,0,0,0,0,0,0.0,4,2,2,1,1,0,0,0,0,6.0,2023,81
Kevin Givens,SFO,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,6.0,2023,81
Arik Armstead,SFO,0,0,0,0,0,0.0,3,3,0,1,0,0,0,0,0,6.0,2023,81
Demetrius Flannigan-Fowles,SFO,0,0,0,0,1,0.0,3,1,2,1,0,0,0,0,0,6.0,2023,81
Tashaun Gipson,SFO,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,6.0,2023,81
Shemar Jean-Charles,SFO,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,6.0,2023,81
Javon Kinlaw,SFO,0,0,0,0,1,0.0,2,0,2,0,0,0,0,0,0,6.0,2023,81
Charlie Woerner,SFO,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,6.0,2023,81
Ronnie Bell,SFO,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2023,81
Drake Jackson,SFO,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,6.0,2023,81
Curtis Robinson,SFO,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2023,81
Ambry Thomas,SFO,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2023,81
Brock Purdy,SFO,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,6.0,2023,81
Martin Emerson,CLE,1,13,0,13,2,0.0,6,6,0,0,0,0,0,0,0,6.0,2023,81
Jeremiah Owusu-Koramoah,CLE,0,0,0,0,1,1.0,5,3,2,3,2,0,0,0,0,6.0,2023,81
Sione Takitaki,CLE,0,0,0,0,0,1.0,1,1,0,0,1,0,0,0,0,6.0,2023,81
Rodney McLeod,CLE,0,0,0,0,0,0.0,8,7,1,1,0,0,0,0,0,6.0,2023,81
Grant Delpit,CLE,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,0,6.0,2023,81
Juan Thornhill,CLE,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,6.0,2023,81
Greg Newsome II,CLE,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,6.0,2023,81
Myles Garrett,CLE,0,0,0,0,0,0.0,3,1,2,0,1,0,0,0,0,6.0,2023,81
Pierre Strong,CLE,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,6.0,2023,81
Jordan Elliott,CLE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2023,81
Dustin Hopkins,CLE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2023,81
Charley Hughlett,CLE,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,6.0,2023,81
Ogbonnia Okoronkwo,CLE,0,0,0,0,0,0.0,1,1,0,1,1,0,0,0,0,6.0,2023,81
Dalvin Tomlinson,CLE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2023,81
Anthony Walker,CLE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2023,81
Denzel Ward,CLE,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,6.0,2023,81
Alex Wright,CLE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2023,81
Amari Cooper,CLE,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,6.0,2023,81
Za'Darius Smith,CLE,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,6.0,2023,81
