Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
CeeDee Lamb,DAL,7,7,117,0,7.0,86,12.3,31,4.4,12.3,1,7.0,0,0.0,0,118.7,6.0,2023,93
Tony Pollard,DAL,7,6,80,0,1.0,0,0.0,80,13.3,3.0,11,0.5,1,14.3,0,114.3,6.0,2023,93
Brandin Cooks,DAL,4,4,36,1,3.0,30,7.5,6,1.5,7.5,0,,0,0.0,0,143.7,6.0,2023,93
Michael Gallup,DAL,10,3,24,0,1.0,22,7.3,2,0.7,11.4,0,,2,20.0,0,39.6,6.0,2023,93
Jake Ferguson,DAL,1,1,15,0,,9,9.0,6,6.0,9.0,0,,0,0.0,0,118.7,6.0,2023,93
Sean McKeon,DAL,1,0,0,0,,0,,0,,5.0,0,,1,100.0,0,39.6,6.0,2023,93
Keenan Allen,LAC,11,7,85,1,4.0,47,6.7,38,5.4,11.5,2,3.5,1,9.1,0,117.6,6.0,2023,93
Austin Ekeler,LAC,6,4,35,0,1.0,-13,-3.3,48,12.0,-4.3,0,,0,0.0,0,81.9,6.0,2023,93
Josh Palmer,LAC,7,4,60,0,3.0,46,11.5,14,3.5,9.6,0,,0,0.0,0,85.4,6.0,2023,93
Gerald Everett,LAC,5,3,16,1,2.0,13,4.3,3,1.0,4.2,0,,1,20.0,0,105.0,6.0,2023,93
Donald Parham,LAC,3,2,19,0,1.0,8,4.0,11,5.5,4.7,0,,0,0.0,0,84.0,6.0,2023,93
Justin Herbert,LAC,1,1,10,0,1.0,-7,-7.0,17,17.0,-7.0,0,,0,0.0,0,108.3,6.0,2023,93
Joshua Kelley,LAC,2,1,2,0,,2,2.0,0,0.0,4.5,0,,0,0.0,0,56.2,6.0,2023,93
Quentin Johnston,LAC,2,0,0,0,,0,,0,,20.5,0,,0,0.0,1,0.0,6.0,2023,93
