Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Dak Prescott,DAL,21,30,272,1,0,5,26,60,109.3,6.0,2023,93
Tony Pollard,DAL,0,0,0,0,0,0,0,0,,6.0,2023,93
Brandin Cooks,DAL,0,0,0,0,0,0,0,0,,6.0,2023,93
Rico Dowdle,DAL,0,0,0,0,0,0,0,0,,6.0,2023,93
CeeDee Lamb,DAL,0,0,0,0,0,0,0,0,,6.0,2023,93
Michael Gallup,DAL,0,0,0,0,0,0,0,0,,6.0,2023,93
Jake Ferguson,DAL,0,0,0,0,0,0,0,0,,6.0,2023,93
Sean McKeon,DAL,0,0,0,0,0,0,0,0,,6.0,2023,93
Justin Herbert,LAC,22,37,227,2,1,1,8,28,84.0,6.0,2023,93
Austin Ekeler,LAC,0,0,0,0,0,0,0,0,,6.0,2023,93
Gerald Everett,LAC,0,0,0,0,0,0,0,0,,6.0,2023,93
Joshua Kelley,LAC,0,0,0,0,0,0,0,0,,6.0,2023,93
Isaiah Spiller,LAC,0,0,0,0,0,0,0,0,,6.0,2023,93
Keenan Allen,LAC,0,0,0,0,0,0,0,0,,6.0,2023,93
Josh Palmer,LAC,0,0,0,0,0,0,0,0,,6.0,2023,93
Donald Parham,LAC,0,0,0,0,0,0,0,0,,6.0,2023,93
Quentin Johnston,LAC,0,0,0,0,0,0,0,0,,6.0,2023,93
