Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Tyrod Taylor,NYG,1,0,6.0,2023,92
Saquon Barkley,NYG,0,0,6.0,2023,92
Matt Breida,NYG,0,0,6.0,2023,92
Eric Gray,NYG,0,0,6.0,2023,92
Darius Slayton,NYG,0,0,6.0,2023,92
Wan'Dale Robinson,NYG,0,0,6.0,2023,92
Darren Waller,NYG,0,0,6.0,2023,92
Jalin Hyatt,NYG,0,0,6.0,2023,92
Josh Allen,BUF,0,0,6.0,2023,92
James Cook,BUF,0,0,6.0,2023,92
Latavius Murray,BUF,0,0,6.0,2023,92
Damien Harris,BUF,0,0,6.0,2023,92
Stefon Diggs,BUF,0,0,6.0,2023,92
Gabriel Davis,BUF,1,1,6.0,2023,92
Dawson Knox,BUF,0,0,6.0,2023,92
Quintin Morris,BUF,0,0,6.0,2023,92
Khalil Shakir,BUF,0,0,6.0,2023,92
Deonte Harty,BUF,0,0,6.0,2023,92
