Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Geno Smith,SEA,0,0,0,0,0,6.0,2023,85
Kenneth Walker III,SEA,3,3,27,0,15,6.0,2023,85
Zach Charbonnet,SEA,2,2,14,0,10,6.0,2023,85
Tyler Lockett,SEA,8,6,94,0,36,6.0,2023,85
D.K. Metcalf,SEA,9,4,69,0,30,6.0,2023,85
Jaxon Smith-Njigba,SEA,5,4,48,0,18,6.0,2023,85
Jake Bobo,SEA,2,2,43,0,23,6.0,2023,85
Colby Parkinson,SEA,5,3,19,0,8,6.0,2023,85
Noah Fant,SEA,1,1,9,0,9,6.0,2023,85
Will Dissly,SEA,1,1,4,0,4,6.0,2023,85
DeeJay Dallas,SEA,1,1,-1,0,-1,6.0,2023,85
Joe Burrow,CIN,0,0,0,0,0,6.0,2023,85
Joe Mixon,CIN,4,3,24,0,11,6.0,2023,85
Chase Brown,CIN,1,1,8,0,8,6.0,2023,85
Ja'Marr Chase,CIN,13,6,80,0,31,6.0,2023,85
Tyler Boyd,CIN,7,7,38,1,9,6.0,2023,85
Tee Higgins,CIN,4,2,20,0,11,6.0,2023,85
Irv Smith Jr.,CIN,2,1,5,0,5,6.0,2023,85
Drew Sample,CIN,1,1,4,0,4,6.0,2023,85
Trayveon Williams,CIN,2,2,3,0,5,6.0,2023,85
Andrei Iosivas,CIN,1,1,3,1,3,6.0,2023,85
