#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,CHI 32,6,3:49,3,Punt,1,Bears,6.0,2023,84
2,1,6:24,CHI 25,14,7:43,71,Field Goal,1,Bears,6.0,2023,84
3,2,8:56,CHI 29,3,1:14,4,Punt,1,Bears,6.0,2023,84
4,2,6:06,CHI 20,5,2:48,45,Field Goal,1,Bears,6.0,2023,84
5,2,2:48,MIN 35,3,1:01,8,Interception,1,Bears,6.0,2023,84
6,2,0:12,CHI 25,1,0:12,-1,End of Half,1,Bears,6.0,2023,84
7,3,13:36,CHI 32,5,3:47,15,Punt,1,Bears,6.0,2023,84
8,3,8:07,CHI 41,3,1:23,1,Fumble,1,Bears,6.0,2023,84
9,3,6:44,CHI 10,6,2:23,45,Downs,1,Bears,6.0,2023,84
10,3,0:13,CHI 47,3,1:02,-2,Punt,1,Bears,6.0,2023,84
11,4,12:42,CHI 23,9,4:56,77,Touchdown,1,Bears,6.0,2023,84
12,4,6:44,CHI 24,9,4:53,41,Interception,1,Bears,6.0,2023,84
