0,1,week,year,game_id
Won Toss,Eagles (deferred),6.0,2023,91
Roof,outdoors,6.0,2023,91
Surface,fieldturf,6.0,2023,91
Duration,3:11,6.0,2023,91
Attendance,83068,6.0,2023,91
Weather,"59 degrees, relative humidity 54%, wind 11 mph",6.0,2023,91
Vegas Line,Philadelphia Eagles -6.5,6.0,2023,91
Over/Under,43.5 (under),6.0,2023,91
