Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Wan'Dale Robinson,NYG,8,8,62,0,4.0,38,4.8,24,3.0,4.8,0,,0,0.0,0,99.0,6.0,2023,92
Darren Waller,NYG,7,5,43,0,3.0,20,4.0,23,4.6,3.7,0,,0,0.0,0,87.2,6.0,2023,92
Saquon Barkley,NYG,5,4,5,0,1.0,-9,-2.3,14,3.5,-0.6,0,,0,0.0,0,79.2,6.0,2023,92
Darius Slayton,NYG,6,4,69,0,2.0,60,15.0,9,2.3,17.2,0,,0,0.0,0,105.6,6.0,2023,92
Jalin Hyatt,NYG,4,3,21,0,1.0,19,6.3,2,0.7,16.5,0,,0,0.0,0,86.5,6.0,2023,92
Matt Breida,NYG,1,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6,6.0,2023,92
Stefon Diggs,BUF,16,10,100,0,7.0,77,7.7,23,2.3,9.6,0,,1,6.3,0,80.2,6.0,2023,92
Gabriel Davis,BUF,4,3,21,0,1.0,10,3.3,11,3.7,9.3,0,,0,0.0,0,86.5,6.0,2023,92
Dawson Knox,BUF,6,3,17,0,1.0,5,1.7,12,4.0,6.0,0,,1,16.7,1,16.7,6.0,2023,92
Deonte Harty,BUF,1,1,3,1,1.0,-7,-7.0,10,10.0,-7.0,0,,0,0.0,0,118.7,6.0,2023,92
Quintin Morris,BUF,1,1,15,1,1.0,15,15.0,0,0.0,15.0,0,,0,0.0,0,158.3,6.0,2023,92
Khalil Shakir,BUF,1,1,13,0,1.0,1,1.0,12,12.0,1.0,0,,0,0.0,0,118.7,6.0,2023,92
