Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Brock Purdy,SFO,3,7,0,5,6.0,2023,81
Christian McCaffrey,SFO,11,43,0,27,6.0,2023,81
Jordan Mason,SFO,5,27,1,10,6.0,2023,81
Ray-Ray McCloud,SFO,2,23,0,15,6.0,2023,81
Deebo Samuel,SFO,2,11,0,8,6.0,2023,81
Brandon Aiyuk,SFO,0,0,0,0,6.0,2023,81
Jauan Jennings,SFO,0,0,0,0,6.0,2023,81
Kyle Juszczyk,SFO,0,0,0,0,6.0,2023,81
George Kittle,SFO,0,0,0,0,6.0,2023,81
Ross Dwelley,SFO,0,0,0,0,6.0,2023,81
Elijah Mitchell,SFO,2,-3,0,0,6.0,2023,81
P.J. Walker,CLE,3,1,0,1,6.0,2023,81
Jerome Ford,CLE,17,84,0,22,6.0,2023,81
Kareem Hunt,CLE,12,47,1,16,6.0,2023,81
Marquise Goodwin,CLE,1,20,0,20,6.0,2023,81
Elijah Moore,CLE,1,8,0,8,6.0,2023,81
Amari Cooper,CLE,0,0,0,0,6.0,2023,81
David Njoku,CLE,0,0,0,0,6.0,2023,81
David Bell,CLE,0,0,0,0,6.0,2023,81
Donovan Peoples-Jones,CLE,0,0,0,0,6.0,2023,81
Harrison Bryant,CLE,0,0,0,0,6.0,2023,81
Jordan Akins,CLE,0,0,0,0,6.0,2023,81
