Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Rhamondre Stevenson,NWE,10,46,1,3.0,32,3.2,14,1.4,0,,6.0,2023,88
Ezekiel Elliott,NWE,7,34,1,4.0,22,3.1,12,1.7,0,,6.0,2023,88
Kendrick Bourne,NWE,1,4,0,1.0,3,3.0,1,1.0,0,,6.0,2023,88
Mac Jones,NWE,1,-1,0,0.0,-1,-1.0,0,0.0,0,,6.0,2023,88
Josh Jacobs,LVR,25,77,0,3.0,53,2.1,24,1.0,0,,6.0,2023,88
Brian Hoyer,LVR,3,-3,0,0.0,-3,-1.0,0,0.0,0,,6.0,2023,88
Jimmy Garoppolo,LVR,2,4,0,1.0,3,1.5,1,0.5,0,,6.0,2023,88
Zamir White,LVR,2,2,0,,0,0.0,2,1.0,0,,6.0,2023,88
Tre Tucker,LVR,1,4,0,0.0,1,1.0,3,3.0,0,,6.0,2023,88
