Rk,Player,Age,Team,Pos,G,GS,Def Interceptions Int,Def Interceptions Yds,Def Interceptions IntTD,Def Interceptions Lng,Def Interceptions PD,Fumbles FF,Fumbles Fmb,Fumbles FR,Fumbles Yds,Fumbles FRTD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Sfty,Awards,Player_URL
432,Liam McCullough,26,ATL,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,,
433,Brandon McManus,32,JAX,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
434,Scott Miller,26,ATL,WR,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
435,Johnny Mundt,29,MIN,TE,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,
436,Myles Murphy,21,CIN,DE,17,0,0,0,0,0,0,0,0,0,0,0,3.0,20,10,10,3,3,0,,
437,Siran Neal,29,BUF,CB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,13,9,4,0,0,0,,
438,BJ Ojulari,21,ARI,OLB,17,0,0,0,0,0,1,0,0,0,0,0,4.0,40,23,17,5,6,0,,
439,Tyler Ott,31,BAL,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,,
440,Zacch Pickens,23,CHI,DL,17,0,0,0,0,0,1,1,0,0,0,0,0.5,20,9,11,1,2,0,,
441,Anthony Pittman,27,DET,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,,
442,Shaquille Quarterman,26,JAX,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,
443,Jalen Reeves-Maybin,28,DET,LB,17,0,0,0,0,0,2,0,0,0,0,0,1.0,20,13,7,1,2,0,"PB,AP-2",
444,Craig Reynolds,27,DET,RB,17,0,0,0,0,0,0,0,2,0,0,0,0.0,4,2,2,0,0,0,,
445,Jon Rhattigan,24,SEA,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,17,11,6,0,0,0,,
446,Luke Rhodes,31,IND,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,,
447,Brad Robbins,25,CIN,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
448,Jason Sanders,28,MIA,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
449,Brenden Schooler,26,NWE,DB,17,0,0,0,0,0,0,0,0,2,0,0,0.0,13,11,2,0,0,0,,
450,Luke Schoonmaker,25,DAL,TE,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
451,Trent Sieg,28,DAL,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,
452,Ben Skowronek,26,LAR,WR,17,0,0,0,0,0,0,0,0,0,0,0,0.0,13,11,2,0,0,0,,
453,Joey Slye,27,WAS,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
454,Nolan Smith,22,PHI,LB,17,0,0,0,0,0,0,0,0,0,0,0,1.0,18,10,8,1,3,0,,
455,Tremon Smith,27,DEN,CB,17,0,0,0,0,0,0,0,0,1,0,0,0.0,5,5,0,0,0,0,,
456,Ihmir Smith-Marsette,24,CAR,WR,17,0,0,0,0,0,0,0,2,2,0,0,0.0,2,1,1,0,0,0,,
457,Chris Stoll,25,SEA,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,
458,Jordan Stout,25,BAL,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
459,Justin Strnad,27,DEN,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,,
460,Grant Stuard,25,IND,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,7,6,1,0,1,0,,
461,Trent Taylor,29,CHI,WR,17,0,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,,
462,Nick Thurman,28,CAR,DE,17,0,0,0,0,0,0,0,0,0,0,0,0.0,31,13,18,2,1,0,,
463,Channing Tindall,23,MIA,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,8,3,5,0,0,0,,
464,Zach Triner,32,TAM,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,
465,Lukas Van Ness,22,GNB,LB,17,0,0,0,0,0,1,0,0,0,0,0,4.0,32,24,8,8,10,0,,
466,Jay Ward,23,MIN,S,17,0,0,0,0,0,0,0,0,1,0,0,0.0,8,5,3,0,0,0,,
467,Jaylen Warren,25,PIT,RB,17,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,,
468,Tress Way,33,WAS,P,17,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
469,Jon Weeks,37,HOU,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,
470,Sam Williams,24,DAL,DE,17,0,0,0,0,0,0,1,0,0,0,0,4.5,26,15,11,5,7,1,,
471,Trayveon Williams,26,CIN,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,,
472,Eric Wilson,29,GNB,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,31,16,15,0,1,0,,
473,Tyree Wilson,23,LVR,DE,17,0,0,0,0,0,0,1,0,1,0,0,3.5,29,16,13,2,8,0,,
474,James Winchester,34,KAN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
475,Zach Wood,30,NOR,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,,
476,Colby Wooden,23,GNB,DL,17,0,0,0,0,0,0,0,0,0,0,0,0.5,17,10,7,1,2,0,,
477,Brandon Aiyuk,25,SFO,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,AP-2,
478,Jonathan Allen,28,WAS,DT,16,16,0,0,0,0,1,0,0,0,0,0,5.5,53,30,23,10,19,0,,
479,Alex Anzalone,29,DET,LB,16,16,0,0,0,0,6,0,0,1,0,0,3.0,129,85,44,7,12,0,,
480,Shaquil Barrett,31,TAM,LOLB,16,16,1,4,1,4,2,3,0,0,0,0,4.5,52,33,19,3,9,0,,
481,Mekhi Becton,24,NYJ,T,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
482,Ja'Whaun Bentley,27,NWE,LB,16,16,0,0,0,0,3,1,0,0,0,0,4.5,114,55,59,5,12,0,,
483,Tyler Biadasz,26,DAL,C,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,,
484,James Bradberry,30,PHI,CB,16,16,1,5,0,5,13,0,0,1,1,0,0.0,54,39,15,0,0,0,,
485,Jordyn Brooks,26,SEA,RILB,16,16,1,12,1,12,4,1,0,1,8,0,4.5,111,62,49,8,5,0,,
486,Brian Burns,25,CAR,LOLB,16,16,0,0,0,0,2,1,0,1,0,0,8.0,50,32,18,16,18,0,,
487,Ja'Marr Chase,23,CIN,WR,16,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,PB,
488,Bradley Chubb,27,MIA,LB,16,16,0,0,0,0,2,6,0,2,2,0,11.0,73,45,28,11,22,0,,
489,Maliek Collins,28,HOU,DT,16,16,0,0,0,0,1,0,0,0,0,0,5.0,41,19,22,8,18,0,,
490,Kamren Curl,24,WAS,S,16,16,0,0,0,0,5,1,0,1,0,0,1.0,115,74,41,3,3,0,,
491,Michael Danna,26,KAN,DE,16,16,0,0,0,0,3,0,0,0,0,0,6.5,50,32,18,7,13,0,,
492,Aaron Donald,32,LAR,DT,16,16,0,0,0,0,3,0,0,0,0,0,8.0,53,28,25,16,23,0,"PB,AP-1,AP CPoY-9",
493,Bud Dupree,30,ATL,OLB,16,16,0,0,0,0,3,2,0,0,0,0,6.5,39,17,22,8,8,0,,
494,Folorunso Fatukasi,28,JAX,NT,16,16,0,0,0,0,1,0,0,0,0,0,0.0,24,16,8,3,2,0,,
495,Zaire Franklin,27,IND,LB,16,16,0,0,0,0,6,2,0,0,0,0,1.5,179,107,72,3,3,0,,
496,Sauce Gardner,23,NYJ,CB,16,16,0,0,0,0,11,1,0,0,0,0,0.0,57,41,16,2,0,0,"PB,AP-1",
497,Myles Garrett,28,CLE,DE,16,16,0,0,0,0,3,4,0,1,1,0,14.0,42,33,9,17,30,0,"PB,AP-1,AP MVP-10,AP DPoY-1",
498,Tashaun Gipson,33,SFO,S,16,16,1,26,0,26,3,0,0,0,0,0,1.0,60,41,19,3,1,0,,
499,Javon Hargrave,30,SFO,DL,16,16,0,0,0,0,2,0,0,0,0,0,7.0,44,25,19,8,14,0,PB,
500,Tyreek Hill,29,MIA,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-1,AP MVP-6,AP OPoY-2",
501,Donte Jackson,28,CAR,CB,16,16,0,0,0,0,5,1,0,0,0,0,0.0,59,49,10,5,0,0,,
502,Lamar Jackson,26,BAL,QB,16,16,0,0,0,0,0,0,11,4,-7,0,0.0,0,0,0,0,0,0,"PB,AP-1,AP MVP-1,AP OPoY-4,AP CPoY-9",
503,Derwin James,27,LAC,S,16,16,1,6,0,6,7,0,0,2,0,0,2.0,125,86,39,5,4,0,,
504,Lane Johnson,33,PHI,T,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-2",
505,Chris Jones,29,KAN,DT,16,16,0,0,0,0,4,0,0,0,0,0,10.5,30,20,10,13,29,0,"PB,AP-1",
506,D.J. Jones,28,DEN,DT,16,16,0,0,0,0,0,3,0,2,14,0,2.0,46,30,16,5,4,0,,
507,George Karlaftis III,22,KAN,DE,16,16,0,0,0,0,3,1,0,0,0,0,10.5,47,29,18,7,17,0,,
508,Dexter Lawrence,26,NYG,DL,16,16,0,0,0,0,2,0,0,0,0,0,4.5,53,32,21,7,21,0,"PB,AP-2,AP DPoY-9",
509,Trevor Lawrence,24,JAX,QB,16,16,0,0,0,0,0,0,12,3,-10,0,0.0,0,0,0,0,0,0,,
510,Boye Mafe,25,SEA,LB,16,16,0,0,0,0,6,1,0,2,3,0,9.0,52,35,17,9,16,0,,
511,Patrick Mahomes,28,KAN,QB,16,16,0,0,0,0,0,0,5,4,0,0,0.0,0,0,0,0,0,0,"PB,AP MVP-7",
512,Christian McCaffrey,27,SFO,RB,16,16,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-1,AP MVP-3,AP OPoY-1",
513,Trent McDuffie,23,KAN,CB,16,16,0,0,0,0,7,5,0,0,0,0,3.0,80,60,20,3,9,0,AP-1,
514,Jakobi Meyers,27,LVR,WR,16,16,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,,
515,Dan Moore,25,PIT,T,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
516,Kenny Moore,28,IND,CB,16,16,3,115,2,66,6,0,0,0,0,0,1.5,93,68,25,8,2,0,,
517,David Njoku,27,CLE,TE,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,PB,
518,Ed Oliver,26,BUF,DT,16,16,1,0,0,0,3,1,0,0,0,0,9.5,51,34,17,14,16,0,,
519,Kwity Paye,25,IND,DE,16,16,0,0,0,0,0,2,0,2,-5,0,8.5,52,31,21,8,9,0,,
520,Jason Pinnock,24,NYG,S,16,16,2,123,1,102,6,2,0,0,0,0,2.0,85,59,26,6,4,0,,
521,Jordan Poyer,32,BUF,SS,16,16,0,0,0,0,4,1,0,0,0,0,1.0,100,66,34,2,2,0,,
522,Brock Purdy,24,SFO,QB,16,16,0,0,0,0,0,0,6,4,-1,0,0.0,0,0,0,0,0,0,"PB,AP MVP-4,AP OPoY-6,AP CPoY-6",
523,Jarran Reed,31,SEA,DE,16,16,0,0,0,0,2,1,0,1,0,0,7.0,54,27,27,7,12,0,,
524,Justin Reid,26,KAN,S,16,16,1,11,0,11,7,1,0,0,0,0,3.0,95,74,21,5,5,0,,
525,Gregory Rousseau,23,BUF,DE,16,16,0,0,0,0,4,1,0,1,0,0,5.0,42,30,12,12,18,0,,
526,Cesar Ruiz,24,NOR,OL,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
527,DeVonta Smith,25,PHI,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
528,Roquan Smith,26,BAL,LB,16,16,1,30,0,30,8,1,0,0,0,0,1.5,158,84,74,5,5,0,"PB,AP-1,AP DPoY-8",
529,Za'Darius Smith,31,CLE,DE,16,16,0,0,0,0,3,1,0,0,0,0,5.5,27,18,9,8,20,0,,
530,L'Jarius Sneed,26,KAN,CB,16,16,2,4,0,4,14,0,0,1,0,0,0.0,78,60,18,5,3,0,,
531,Benjamin St-Juste,26,WAS,CB,16,16,1,0,0,0,17,2,0,0,0,0,1.0,67,52,15,1,1,0,,
532,Amon-Ra St. Brown,24,DET,WR,16,16,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-1",
533,Brandon Stephens,26,BAL,DB,16,16,2,56,0,52,11,0,0,0,0,0,0.0,74,57,17,2,0,0,,
534,Tyrique Stevenson,23,CHI,DB,16,16,4,45,0,34,16,2,0,0,0,0,0.0,86,65,21,1,0,0,,
535,Dalvin Tomlinson,29,CLE,DT,16,16,0,0,0,0,0,0,0,0,0,0,3.0,28,12,16,4,12,0,,
536,Pete Werner,24,NOR,LB,16,16,1,0,0,0,1,0,0,2,3,0,0.5,93,60,33,4,1,0,,
537,Bryce Young,22,CAR,QB,16,16,0,0,0,0,0,0,11,4,0,0,0.0,0,0,0,0,0,0,,
538,Brandin Cooks,30,DAL,WR,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
539,Willie Gay Jr.,25,KAN,LB,16,15,1,24,0,24,4,1,0,3,1,0,1.0,58,44,14,4,3,0,,
540,Malik Hooker,27,DAL,S,16,15,1,0,0,0,3,1,0,1,0,0,0.0,50,27,23,1,0,0,,
541,Josey Jewell,29,DEN,LB,16,15,0,0,0,0,3,2,0,3,10,0,3.0,108,60,48,2,3,0,,
542,Lucas Patrick,30,CHI,OL,16,15,0,0,0,0,0,0,1,2,0,0,0.0,1,1,0,0,0,0,,
543,Michael Pittman Jr.,26,IND,WR,16,15,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,,
544,Elandon Roberts,29,PIT,LB,16,15,0,0,0,0,2,0,0,0,0,0,2.5,101,68,33,10,6,0,,
545,D'Andre Swift,24,PHI,RB,16,15,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,PB,
546,Logan Thomas,32,WAS,TE,16,15,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,
547,Riq Woolen,24,SEA,CB,16,15,2,0,0,0,11,0,0,2,1,0,0.0,53,42,11,1,0,0,,
548,Will Dissly,27,SEA,TE,16,14,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
549,Sebastian Joseph-Day,28,2TM,LDE/RDE,16,14,0,0,0,0,0,0,0,0,0,0,3.0,36,19,17,3,11,0,,
549,Sebastian Joseph-Day,28,LAC,LDE/RDE,14,14,0,0,0,0,0,0,0,0,0,0,3.0,31,15,16,3,11,0,,
549,Sebastian Joseph-Day,28,SFO,DT,2,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,,
550,Nathan Landman,25,ATL,LB,16,14,1,25,0,25,3,3,0,0,0,0,2.0,110,66,44,7,4,0,,
551,Micah McFadden,23,NYG,LB,16,14,1,5,0,5,5,0,0,4,10,0,1.0,101,63,38,12,6,0,,
552,Durham Smythe,28,MIA,TE,16,14,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
553,Courtland Sutton,28,DEN,WR,16,14,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,,
554,Derrick Barnes,24,DET,LB,16,13,0,0,0,0,0,1,0,0,0,0,1.0,81,42,39,5,5,0,,
555,George Fant,31,HOU,T,16,13,0,0,0,0,0,0,0,1,6,0,0.0,0,0,0,0,0,0,,
556,Logan Hall,23,TAM,DL,16,13,0,0,0,0,2,0,0,2,0,0,0.5,22,11,11,2,1,0,,
557,Jayron Kearse,29,DAL,S,16,13,1,32,0,32,4,0,0,0,0,0,1.5,72,48,24,4,3,0,,
558,Alexander Mattison,25,MIN,RB,16,13,0,0,0,0,0,0,3,1,-1,0,0.0,0,0,0,0,0,0,,
559,Jeremiah Owusu-Koramoah,24,CLE,LB,16,13,2,8,0,8,6,1,0,0,0,0,3.5,101,72,29,20,5,0,PB,
560,Jayden Reed,23,GNB,WR,16,13,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,AP ORoY-6,
561,Javonte Williams,23,DEN,RB,16,13,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
562,Deatrich Wise Jr.,29,NWE,DL,16,13,0,0,0,0,1,1,0,0,0,0,4.5,54,22,32,3,6,0,,
563,Liam Eichenberg,25,MIA,OL,16,12,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,
564,Martin Emerson,23,CLE,CB,16,12,4,24,0,13,14,0,0,0,0,0,0.0,59,45,14,1,0,0,,
565,Christian Harris,22,HOU,LB,16,12,0,0,0,0,7,1,0,0,0,0,2.0,101,65,36,7,3,0,,
566,K.J. Osborn,26,MIN,WR,16,12,0,0,0,0,0,0,1,1,-3,0,0.0,0,0,0,0,0,0,,
567,John Cominsky,28,DET,DL,16,11,0,0,0,0,1,0,0,0,0,0,2.0,36,14,22,2,8,0,,
568,Jerry Jeudy,24,DEN,WR,16,11,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
569,Dalton Kincaid,24,BUF,TE,16,11,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
570,Fabian Moreau,29,DEN,CB,16,11,1,9,0,9,7,0,0,0,0,0,0.0,46,33,13,1,0,0,,
571,E.J. Speed,28,IND,LB,16,11,0,0,0,0,4,3,0,0,0,0,1.0,102,78,24,12,2,0,,
572,Marco Wilson,24,2TM,RCB,16,11,0,0,0,0,4,0,0,0,0,0,0.0,53,41,12,0,0,0,,
572,Marco Wilson,24,ARI,RCB,15,11,0,0,0,0,4,0,0,0,0,0,0.0,52,41,11,0,0,0,,
572,Marco Wilson,24,NWE,CB,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,
573,Kevin Byard,30,2TM,SS,16,16,1,0,0,0,3,0,0,1,0,0,0.0,122,80,42,0,0,0,,
573,Kevin Byard,30,TEN,SS,6,6,0,0,0,0,0,0,0,1,0,0,0.0,47,30,17,0,0,0,,
573,Kevin Byard,30,PHI,SS,10,10,1,0,0,0,3,0,0,0,0,0,0.0,75,50,25,0,0,0,,
574,Mike Purcell,32,DEN,DL,16,10,0,0,0,0,3,0,0,1,-1,0,0.0,25,11,14,1,5,0,,
575,Marquez Valdes-Scantling,29,KAN,WR,16,10,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
576,DeShawn Williams,31,CAR,DT,16,10,0,0,0,0,1,0,0,0,0,0,1.0,33,13,20,2,7,0,,
577,Milton Williams,24,PHI,DT,16,10,0,0,0,0,1,1,0,0,0,0,0.5,42,21,21,3,7,0,,
578,Cobie Durant,25,LAR,DB,16,9,0,0,0,0,6,0,0,0,0,0,0.0,39,23,16,0,2,0,,
579,Levi Wallace,28,PIT,CB,16,9,2,0,0,0,11,0,0,0,0,0,0.0,38,32,6,0,0,0,,
580,Rasul Douglas,28,2TM,CB,16,15,5,56,1,40,14,0,0,3,2,0,1.0,61,47,14,3,1,0,,
580,Rasul Douglas,28,GNB,RCB,7,7,1,-2,0,-2,6,0,0,1,0,0,0.0,32,26,6,2,0,0,,
580,Rasul Douglas,28,BUF,CB,9,8,4,58,1,40,8,0,0,2,2,0,1.0,29,21,8,1,1,0,,
581,Jourdan Lewis,28,DAL,CB,16,8,1,0,0,0,5,3,0,2,0,0,0.0,52,36,16,2,0,0,,
582,Isaiah McDuffie,24,GNB,LB,16,8,0,0,0,0,1,0,0,0,0,0,0.5,86,56,30,5,3,0,,
583,Rashee Rice,23,KAN,WR,16,8,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,AP ORoY-6,
584,Casey Toohill,27,WAS,DE,16,8,0,0,0,0,1,0,0,1,0,0,5.0,26,17,9,6,7,0,,
585,Drue Tranquill,28,KAN,LB,16,8,0,0,0,0,1,2,0,0,0,0,4.5,78,53,25,7,7,0,,
586,Tommy Tremble,23,CAR,TE,16,8,0,0,0,0,0,0,0,1,0,0,0.0,3,2,1,0,0,0,,
587,Justin Watson,27,KAN,WR,16,8,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,,
588,Ronald Darby,29,BAL,LCB,16,7,0,0,0,0,7,0,0,0,0,0,0.0,28,24,4,1,0,0,,
589,Taysom Hill,33,NOR,TE/QB,16,7,0,0,0,0,0,0,1,0,0,0,0.0,2,2,0,0,0,0,,
590,Jordan Howden,23,NOR,DB,16,7,0,0,0,0,5,1,0,0,0,0,1.0,43,23,20,0,1,0,,
591,Marvin Mims,21,DEN,WR,16,7,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-2",
592,Krys Barnes,25,ARI,LB,16,6,1,46,0,46,6,0,0,0,0,0,0.0,55,35,20,3,1,0,,
593,Victor Dimukeje,24,ARI,OLB,16,6,0,0,0,0,1,1,0,0,0,0,4.0,32,21,11,5,8,0,,
594,Brandon Jones,25,MIA,SS,16,6,2,40,0,40,4,1,0,1,0,0,0.0,48,36,12,2,1,0,,
595,Ko Kieft,25,TAM,TE,16,6,0,0,0,0,0,0,0,0,0,0,0.0,7,3,4,0,0,0,,
596,Ja'Sir Taylor,24,LAC,DB,16,6,1,8,0,8,8,0,0,0,0,0,0.0,32,25,7,0,2,0,,
597,Chase Young,24,2TM,DL,16,6,0,0,0,0,2,0,0,0,0,0,7.5,25,17,8,7,15,0,,
597,Chase Young,24,WAS,RDE,7,6,0,0,0,0,1,0,0,0,0,0,5.0,15,12,3,6,9,0,,
597,Chase Young,24,SFO,DL,9,0,0,0,0,0,1,0,0,0,0,0,2.5,10,5,5,1,6,0,,
598,DeAundre Alford,26,ATL,CB,16,5,0,0,0,0,6,0,2,2,0,0,0.0,41,25,16,2,0,0,,
599,Justice Hill,26,BAL,RB,16,5,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
600,Trenton Irwin,28,CIN,WR,16,5,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,
601,Quan Martin,23,WAS,DB,16,5,2,7,0,7,4,0,0,0,0,0,1.0,46,28,18,1,1,0,,
602,Miles Sanders,26,CAR,RB,16,5,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,,
603,Broderick Washington Jr.,27,BAL,DT,16,5,0,0,0,0,0,0,0,2,0,0,2.0,18,10,8,3,5,0,,
604,K.J. Britt,24,TAM,LB,16,4,0,0,0,0,1,0,0,0,0,0,0.0,29,16,13,1,0,0,,
605,Greg Dortch,25,ARI,WR,16,4,0,0,0,0,0,0,0,1,-3,0,0.0,2,1,1,0,0,0,,
606,Tre Herndon,27,JAX,CB,16,4,0,0,0,0,9,1,0,0,0,0,0.0,46,31,15,1,3,0,,
607,Dean Marlowe,31,LAC,FS,16,4,0,0,0,0,0,0,0,0,0,0,1.0,40,32,8,1,0,0,,
608,Latavius Murray,33,BUF,RB,16,4,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
609,Rakeem Nunez-Roches,30,NYG,DL,16,4,0,0,0,0,1,0,0,0,0,0,0.5,26,14,12,1,1,0,,
610,Taylor Rapp,26,BUF,S,16,4,1,0,0,0,2,0,0,1,6,0,0.5,50,33,17,1,1,0,,
611,Demarcus Robinson,29,LAR,WR,16,4,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,
612,Keion White,24,NWE,DE,16,4,0,0,0,0,3,0,0,0,0,0,1.0,26,12,14,3,5,0,,
613,Adrian Amos,30,2TM,S,16,3,0,0,0,0,1,0,0,1,0,0,0.0,28,23,5,0,0,0,,
613,Adrian Amos,30,NYJ,DB,11,3,0,0,0,0,1,0,0,0,0,0,0.0,23,19,4,0,0,0,,
613,Adrian Amos,30,HOU,S,5,0,0,0,0,0,0,0,0,1,0,0,0.0,5,4,1,0,0,0,,
614,Terrell Edmunds,26,2TM,S,16,4,1,2,0,2,2,1,0,0,0,0,2.5,48,34,14,2,2,0,,
614,Terrell Edmunds,26,PHI,S,7,3,0,0,0,0,0,1,0,0,0,0,0.0,28,20,8,0,0,0,,
614,Terrell Edmunds,26,TEN,S,9,1,1,2,0,2,2,0,0,0,0,0,2.5,20,14,6,2,2,0,,
615,Randy Gregory,31,2TM,LB,16,3,0,0,0,0,1,0,0,0,0,0,3.5,20,14,6,6,10,0,,
615,Randy Gregory,31,DEN,LB,4,3,0,0,0,0,1,0,0,0,0,0,1.0,9,4,5,2,2,0,,
615,Randy Gregory,31,SFO,LB,12,0,0,0,0,0,0,0,0,0,0,0,2.5,11,10,1,4,8,0,,
616,Jaylinn Hawkins,26,2TM,S,16,3,0,0,0,0,1,0,0,0,0,0,0.0,14,6,8,0,0,0,,
616,Jaylinn Hawkins,26,ATL,S,6,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,
616,Jaylinn Hawkins,26,LAC,S,10,3,0,0,0,0,1,0,0,0,0,0,0.0,11,4,7,0,0,0,,
617,Troy Hill,32,CAR,CB,16,3,1,61,1,61,6,1,0,0,0,0,0.0,48,30,18,3,0,0,,
618,Ja'Quan McMillian,23,DEN,CB,16,3,2,14,0,9,5,2,0,2,4,0,2.0,51,37,14,7,3,0,,
619,Khari Blasingame,27,CHI,FB,16,2,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
620,Zach Charbonnet,22,SEA,RB,16,2,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,
621,Kenneth Gainwell,24,PHI,RB,16,2,0,0,0,0,0,0,3,0,0,0,0.0,1,1,0,0,0,0,,
622,Antonio Gibson,25,WAS,RB,16,2,0,0,0,0,0,0,4,2,0,0,0.0,0,0,0,0,0,0,,
623,Kaevon Merriweather,24,TAM,S,16,2,0,0,0,0,1,0,0,0,0,0,0.0,21,13,8,0,0,0,,
624,Delarrin Turner-Yell,24,DEN,S,16,2,0,0,0,0,1,0,0,0,0,0,0.0,34,26,8,0,1,0,,
625,Jaylen Watson,25,KAN,CB,16,2,0,0,0,0,6,0,0,0,0,0,2.0,33,28,5,2,2,0,,
626,Joshua Williams,24,KAN,CB,16,2,0,0,0,0,5,0,0,0,0,0,0.0,18,14,4,1,0,0,,
627,Braxton Berrios,28,MIA,WR,16,1,0,0,0,0,0,0,1,2,0,0,0.0,0,0,0,0,0,0,,
628,Jalen Carter,22,PHI,DT,16,1,0,0,0,0,0,2,0,1,42,1,6.0,33,20,13,8,9,0,AP DRoY-2,
629,Micheal Clemons,26,NYJ,DL,16,1,0,0,0,0,0,1,0,0,0,0,0.5,27,14,13,2,1,0,,
630,Mohamoud Diabate,22,CLE,LB,16,1,0,0,0,0,0,0,0,1,0,0,0.0,8,3,5,0,0,0,,
631,Christian Elliss,24,2TM,LB,16,1,0,0,0,0,0,0,0,0,0,0,0.0,23,15,8,2,0,0,,
