Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Unnamed: 16_level_0,PAT,PAT,FG,FG,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
212,Michael Mayer,22,LVR,TE,14,12,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,14,1.0,
213,Salvon Ahmed,25,MIA,RB,8,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,12,1.5,
214,Calvin Austin III,24,PIT,WR,17,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
215,Tyson Bagent,23,CHI,QB,5,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,2.4,
216,Tank Bigsby,22,JAX,RB,17,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
217,Tyler Boyd,29,CIN,WR,17,13,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
218,Noah Brown,27,HOU,WR,10,7,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,1.2,
219,Emari Demercado,24,ARI,RB,14,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.9,
220,AJ Dillon,25,GNB,RB,15,6,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.8,
221,Greg Dortch,25,ARI,WR,16,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.8,
222,Josh Downs,22,IND,WR,17,9,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
223,Clyde Edwards-Helaire,24,KAN,RB,15,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.8,
224,Royce Freeman,27,LAR,RB,14,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.9,
225,Michael Gallup,27,DAL,WR,17,13,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
226,Mike Gesicki,28,NWE,TE,17,10,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
227,Xavier Gipson,22,NYJ,WR,17,3,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
228,Jared Goff,29,DET,QB,17,17,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
229,Noah Gray,24,KAN,TE,17,10,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
230,Deonte Harty,26,BUF,WR,16,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,12,0.8,
231,Darrell Henderson,26,LAR,RB,4,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,3.0,
232,Tyler Higbee,30,LAR,TE,15,15,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.8,
233,Jerry Jeudy,24,DEN,WR,16,11,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.8,
234,Roschon Johnson,22,CHI,RB,15,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.8,
235,Quentin Johnston,22,LAC,WR,17,10,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
236,Jack Jones,26,2TM,CB,12,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,12,1.0,
236,Jack Jones,26,LVR,CB,7,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,12,1.7,
237,Tony Jones,26,2TM,RB,7,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,1.7,
237,Tony Jones,26,NOR,RB,4,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,3.0,
238,Zay Jones,28,JAX,WR,9,7,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,1.3,
239,Brevin Jordan,23,HOU,TE,14,6,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.9,
240,Kyle Juszczyk,32,SFO,FB,17,16,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,"PB,AP-1"
241,Joshua Kelley,26,LAC,RB,17,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
242,Dalton Kincaid,24,BUF,TE,16,11,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.8,
243,Tucker Kraft,23,GNB,TE,17,8,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
244,Scott Miller,26,ATL,WR,17,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
245,Marvin Mims,21,DEN,WR,16,7,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,12,0.8,"PB,AP-2"
246,Elijah Mitchell,25,SFO,RB,11,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,1.1,
247,Keaton Mitchell,21,BAL,RB,8,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,1.5,
248,Elijah Moore,23,CLE,WR,17,12,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
249,Kenny Moore,28,IND,CB,16,16,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,12,0.8,
250,Rondale Moore,23,ARI,WR,17,8,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
251,Andrew Ogletree,25,IND,TE,12,9,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,1.0,
252,Josh Oliver,26,MIN,TE,17,14,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
253,Josh Palmer,24,LAC,WR,10,6,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,1.2,
254,Colby Parkinson,24,SEA,TE,17,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
255,Alec Pierce,23,IND,WR,17,16,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
256,Dak Prescott,30,DAL,QB,17,17,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,"PB,AP-2,AP MVP-2,AP OPoY-5"
257,Brock Purdy,24,SFO,QB,16,16,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.8,"PB,AP MVP-4,AP OPoY-6,AP CPoY-6"
258,Wan'Dale Robinson,22,NYG,WR,15,8,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.8,
259,Chris Rodriguez,23,WAS,RB,13,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.9,
260,Drew Sample,27,CIN,TE,17,10,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
261,Luke Schoonmaker,25,DAL,TE,17,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
262,Khalil Shakir,23,BUF,WR,17,10,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
263,Ihmir Smith-Marsette,24,CAR,WR,17,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
264,Jalen Tolbert,24,DAL,WR,17,6,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
265,Mitchell Trubisky,29,PIT,QB,5,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,2.4,
266,Tre Tucker,22,LVR,WR,16,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.8,
267,Parker Washington,21,JAX,WR,9,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,1.3,
268,Deshaun Watson,28,CLE,QB,6,6,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,12,2.0,
269,Olamide Zaccheaus,26,PHI,WR,17,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,
270,Brandon Bolden,33,LVR,RB,17,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0.5,
271,Randall Cobb,33,NYJ,WR,11,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0.7,
272,Clayton Tune,24,ARI,QB,7,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1.1,
273,Jamal Agnew,28,JAX,WR,11,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
274,Cam Akers,24,2TM,RB,7,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,1.7,
274,Cam Akers,24,LAR,RB,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
274,Cam Akers,24,MIN,RB,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1.0,
275,Davis Allen,22,LAR,TE,15,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
276,Jerome Baker,27,MIA,LILB,13,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.5,
277,Shaquil Barrett,31,TAM,LOLB,16,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
278,Rashod Bateman,24,BAL,WR,16,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
279,Jessie Bates III,26,ATL,S,17,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,"PB,AP-2"
280,Nick Bawden,27,NYJ,FB,16,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
281,Blake Bell,32,KAN,TE,17,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
282,Braxton Berrios,28,MIA,WR,16,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
283,Brian Branch,22,DET,DB,15,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,AP DRoY-5
284,Matt Breida,28,NYG,RB,17,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
285,Jordyn Brooks,26,SEA,RILB,16,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
286,Chase Brown,23,CIN,RB,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
287,Dyami Brown,24,WAS,WR,17,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
288,Pharaoh Brown,29,NWE,TE,17,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
289,Sydney Brown,23,PHI,S,14,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
290,Tre Brown,26,SEA,CB,15,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
291,Jason Brownlee,24,NYJ,WR,7,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.9,
292,DeForest Buckner,29,IND,DT,17,16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0.4,PB
293,Lawrence Cager,26,NYG,TE,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
294,Jalen Carter,22,PHI,DT,16,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0.4,AP DRoY-2
295,Michael Carter,24,2TM,RB,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
295,Michael Carter,24,ARI,RB,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1.0,
296,Zach Charbonnet,22,SEA,RB,16,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
297,Robbie Chosen,30,MIA,WR,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.7,
298,Chase Claypool,25,2TM,WR,12,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
298,Chase Claypool,25,CHI,WR,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2.0,
299,Bryan Cook,24,KAN,S,12,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0.5,
300,Jonathon Cooper,25,DEN,OLB,17,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0.4,
301,River Cracraft,29,MIA,WR,10,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.6,
302,Jamison Crowder,30,WAS,WR,17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
303,Sam Darnold,26,SFO,QB,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.6,
304,Cody Davis,34,NWE,DB,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0.5,
305,Derius Davis,23,LAC,WR,17,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,AP-2
306,Tommy DeVito,25,NYG,QB,9,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.7,
307,Will Dissly,27,SEA,TE,16,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
308,J.K. Dobbins,25,BAL,RB,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
309,Rasul Douglas,28,2TM,CB,16,15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
309,Rasul Douglas,28,BUF,CB,9,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.7,
310,Brandin Echols,26,NYJ,CB,14,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
311,Tremaine Edmunds,25,CHI,LB,15,15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
312,Mike Edwards,27,KAN,S,17,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0.4,
313,A.J. Epenesa,25,BUF,DE,15,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
314,Alex Erickson,31,LAC,WR,8,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.8,
315,Zach Ertz,33,ARI,TE,7,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.9,
316,Darrynton Evans,25,2TM,RB,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.9,
316,Darrynton Evans,25,CHI,RB,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1.2,
317,Simi Fehoko,26,LAC,WR,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1.0,
318,Tony Fields,24,CLE,LB,17,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0.4,
319,Sam Franklin,27,CAR,S,17,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
320,Melvin Gordon,30,BAL,RB,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1.5,
321,Kylen Granson,25,IND,TE,15,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
322,Jalen Guyton,26,LAC,WR,8,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.8,
323,Bryce Hall,26,NYJ,CB,9,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0.7,
324,Kyle Hamilton,22,BAL,S,15,15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,"PB,AP-1"
325,Damien Harris,26,BUF,RB,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1.0,
326,Kevin Harris,23,NWE,RB,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1.5,
327,Ronnie Harrison,26,IND,LB,7,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.9,
328,Malik Heath,23,GNB,WR,13,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
329,Taylor Heinicke,30,ATL,QB,5,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1.2,
330,Ronnie Hickman,22,CLE,S,10,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.6,
331,Jordan Hicks,31,MIN,LB,13,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0.5,
332,Elijah Higgins,23,ARI,TE,11,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
333,Alex Highsmith,26,PIT,LB,17,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
334,Troy Hill,32,CAR,CB,16,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
335,Jevon Holland,23,MIA,S,12,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.5,
336,Tanner Hudson,29,CIN,TE,12,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
337,Hayden Hurst,30,CAR,TE,9,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.7,
338,Noah Igbinoghene,24,DAL,CB,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,1.2,
339,Trenton Irwin,28,CIN,WR,16,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
340,Adoree' Jackson,28,NYG,CB,14,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
341,D'Marco Jackson,25,NOR,LB,17,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0.4,
342,John Jenkins,34,LVR,DT,17,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0.4,
343,Jauan Jennings,26,SFO,WR,13,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
344,Jaylon Johnson,24,CHI,DB,14,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,"PB,AP-2"
345,Jermaine Johnson II,24,NYJ,LB,17,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,PB
346,Ty Johnson,26,BUF,RB,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.6,
347,Tyler Johnson,25,LAR,WR,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
348,Charlie Jones,25,CIN,WR,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
349,Daniel Jones,26,NYG,QB,6,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1.0,
350,Ko Kieft,25,TAM,TE,16,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
351,Keith Kirkwood,29,NOR,WR,13,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
352,Charlie Kolar,24,BAL,TE,15,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
353,Lucas Krull,25,DEN,TE,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.9,
354,Allen Lazard,28,NYJ,WR,14,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
355,Will Levis,24,TEN,QB,9,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.7,
356,Marcedes Lewis,39,CHI,TE,17,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
357,Hunter Luepke,23,DAL,RB,17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
358,Tyrann Mathieu,31,NOR,S,17,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
359,Baker Mayfield,28,TAM,QB,17,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,"PB,AP CPoY-3"
360,Bo Melton,24,GNB,WR,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1.2,
361,Kendre Miller,21,NOR,RB,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.8,
362,Elijah Molden,24,TEN,CB,15,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
363,D.J. Montgomery,27,IND,WR,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.9,
364,Darnell Mooney,26,CHI,WR,15,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
365,David Moore,28,TAM,WR,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.9,
366,Skyy Moore,23,KAN,WR,14,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
367,Foster Moreau,26,NOR,TE,15,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
368,Quintin Morris,24,BUF,TE,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
369,Johnny Mundt,29,MIN,TE,17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
370,Luke Musgrave,23,GNB,TE,11,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
371,Greg Newsome II,23,CLE,CB,14,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
372,Bilal Nichols,27,LVR,LDT,17,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0.4,
373,Aidan O'Connell,25,LVR,QB,11,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
374,Chigoziem Okonkwo,24,TEN,TE,17,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
375,Gunner Olszewski,27,2TM,WR,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
375,Gunner Olszewski,27,NYG,WR,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0.6,
376,Foyesade Oluokun,28,JAX,LB,17,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
377,Jonathan Owens,28,GNB,S,17,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0.4,
378,Cordarrelle Patterson,32,ATL,RB,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
379,Samaje Perine,28,DEN,RB,17,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
380,Marcus Peters,30,LVR,RCB,12,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.5,
381,Kenny Pickett,25,PIT,QB,12,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
382,Jason Pinnock,24,NYG,S,16,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
383,Brandon Powell,28,MIN,WR,17,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
384,MyCole Pruitt,31,ATL,TE,17,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
385,Sheldon Rankins,29,HOU,DT,15,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0.4,
386,Kalif Raymond,29,DET,WR,17,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
387,Jalen Reagor,24,NWE,WR,11,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
388,Craig Reynolds,27,DET,RB,17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
389,Patrick Ricard,29,BAL,FB,17,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,AP-2
390,Miles Sanders,26,CAR,RB,16,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
391,Sterling Shepard,30,NYG,WR,15,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
392,Trent Sherfield,27,BUF,WR,17,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
393,Zach Sieler,28,MIA,DT,17,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
394,Isaiah Simmons,25,NYG,S,17,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
395,Jeffery Simmons,26,TEN,DT,12,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
396,Ben Sims,23,GNB,TE,17,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
397,Ben Skowronek,26,LAR,WR,17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
398,Darius Slay,32,PHI,CB,12,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.5,PB
399,Stone Smartt,25,LAC,TE,16,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
400,Geno Smith,33,SEA,QB,15,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,PB
401,Irv Smith Jr.,25,CIN,TE,12,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
402,JuJu Smith-Schuster,27,NWE,WR,11,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
403,Easton Stick,28,LAC,QB,5,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1.2,
404,Brenton Strange,23,JAX,TE,14,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
405,Pierre Strong,25,CLE,RB,17,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
406,Grant Stuard,25,IND,LB,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0.4,
407,Ryan Tannehill,35,TEN,QB,10,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.6,
408,Cam Taylor-Britt,24,CIN,CB,12,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.5,
409,Cameron Thomas,23,ARI,OLB,15,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0.4,
410,Michael Thomas,30,NOR,WR,10,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.6,
411,Deven Thompkins,24,TAM,WR,17,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
412,Kadarius Toney,24,KAN,WR,13,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
413,C.J. Uzomah,30,NYJ,TE,12,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
414,Marquez Valdes-Scantling,29,KAN,WR,16,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
415,Andrew Van Ginkel,28,MIA,LOLB,17,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
416,Leighton Vander Esch,26,DAL,LB,5,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,1.2,
417,Quay Walker,23,GNB,LB,14,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,
418,Tylan Wallace,24,BAL,WR,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
419,Darren Waller,31,NYG,TE,12,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
420,Charvarius Ward,27,SFO,CB,17,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0.4,"PB,AP-2"
421,Quez Watkins,25,PHI,WR,9,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.7,
422,T.J. Watt,29,PIT,LB,17,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0.4,"PB,AP-1,AP DPoY-2"
423,Carson Wentz,31,LAR,QB,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3.0,
424,Zamir White,24,LVR,RB,17,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
425,Josh Whyle,24,TEN,TE,11,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
