Quarter,Time,Tm,Detail,TEN,HOU,week,year,game_id
1.0,7:17,Texans,Ka'imi Fairbairn 28 yard field goal,0,3,17.0,2023,248
2.0,10:10,Texans,Brevin Jordan 12 yard pass from C.J. Stroud (Ka'imi Fairbairn kick),0,10,17.0,2023,248
,10:02,Texans,Sheldon Rankins 13 yard fumble return (Ka'imi Fairbairn kick),0,17,17.0,2023,248
,4:17,Texans,Ka'imi Fairbairn 38 yard field goal,0,20,17.0,2023,248
,0:00,Titans,Nick Folk 53 yard field goal,3,20,17.0,2023,248
3.0,9:35,Texans,Ka'imi Fairbairn 27 yard field goal,3,23,17.0,2023,248
4.0,5:33,Texans,Ka'imi Fairbairn 51 yard field goal,3,26,17.0,2023,248
