Player,Pos,home_team,team,week,year,game_id
Kyler Murray,QB,0,Cardinals,17.0,2023,247
James Conner,RB,0,Cardinals,17.0,2023,247
Michael Wilson,WR,0,Cardinals,17.0,2023,247
Greg Dortch,WR,0,Cardinals,17.0,2023,247
Trey McBride,TE,0,Cardinals,17.0,2023,247
Elijah Higgins,TE,0,Cardinals,17.0,2023,247
Paris Johnson,OL,0,Cardinals,17.0,2023,247
Elijah Wilkinson,OL,0,Cardinals,17.0,2023,247
D.J. Humphries,OL,0,Cardinals,17.0,2023,247
Will Hernandez,OL,0,Cardinals,17.0,2023,247
Hjalte Froholdt,OL,0,Cardinals,17.0,2023,247
Kevin Strong,DL,0,Cardinals,17.0,2023,247
Roy Lopez,DT,0,Cardinals,17.0,2023,247
Dante Stills,DT,0,Cardinals,17.0,2023,247
Dennis Gardeck,OLB,0,Cardinals,17.0,2023,247
Zaven Collins,LB,0,Cardinals,17.0,2023,247
Krys Barnes,LB,0,Cardinals,17.0,2023,247
Antonio Hamilton,CB,0,Cardinals,17.0,2023,247
Starling Thomas,CB,0,Cardinals,17.0,2023,247
Garrett Williams,CB,0,Cardinals,17.0,2023,247
Budda Baker,S,0,Cardinals,17.0,2023,247
Jalen Thompson,S,0,Cardinals,17.0,2023,247
