Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Chiefs won the coin toss and deferred, Bengals to receive the opening kickoff.",,,17.0,2023,254
1.0,15:00,,,KAN 35,0.0,0.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,254
1.0,15:00,1.0,10.0,CIN 25,0.0,0.0,Jake Browning pass incomplete deep right intended for Drew Sample,0.61,0.06,17.0,2023,254
1.0,14:55,2.0,10.0,CIN 25,0.0,0.0,Joe Mixon left end for 2 yards (tackle by Nick Bolton),0.06,-0.36,17.0,2023,254
1.0,14:12,3.0,8.0,CIN 27,0.0,0.0,Jake Browning scrambles right guard for 8 yards (tackle by Mike Edwards),-0.36,1.27,17.0,2023,254
1.0,13:32,1.0,10.0,CIN 35,0.0,0.0,Joe Mixon right guard for 5 yards (tackle by Derrick Nnadi and Chamarri Conner),1.27,1.4,17.0,2023,254
1.0,12:52,2.0,5.0,CIN 40,0.0,0.0,Joe Mixon right end for 4 yards (tackle by Derrick Nnadi),1.4,1.22,17.0,2023,254
1.0,12:15,3.0,1.0,CIN 44,0.0,0.0,Jake Browning up the middle for 2 yards (tackle by Trent McDuffie),1.22,1.99,17.0,2023,254
1.0,11:38,1.0,10.0,CIN 46,0.0,0.0,Jake Browning pass complete short left to Chase Brown for 4 yards (tackle by Willie Gay),1.99,1.99,17.0,2023,254
1.0,11:03,2.0,6.0,CIN 50,0.0,0.0,Jake Browning scrambles right end for 8 yards (tackle by Trent McDuffie),1.99,2.79,17.0,2023,254
1.0,10:19,1.0,10.0,KAN 42,0.0,0.0,Jake Browning pass complete short right to Drew Sample for 5 yards (tackle by Jaylen Watson and Willie Gay),2.79,2.92,17.0,2023,254
1.0,9:52,2.0,5.0,KAN 37,0.0,0.0,"Jake Browning pass complete short right to Joe Mixon for no gain (tackle by L'Jarius Sneed). Penalty on Cordell Volson: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.92,2.24,17.0,2023,254
1.0,9:27,2.0,10.0,KAN 42,0.0,0.0,Joe Mixon left end for 3 yards (tackle by Michael Danna),2.24,1.95,17.0,2023,254
1.0,8:44,3.0,7.0,KAN 39,0.0,0.0,Jake Browning pass complete short right to Tee Higgins for 19 yards (tackle by Jaylen Watson),1.95,4.24,17.0,2023,254
1.0,7:57,1.0,10.0,KAN 20,0.0,0.0,Chase Brown right guard for no gain (tackle by Charles Omenihu),4.24,3.69,17.0,2023,254
1.0,7:15,2.0,10.0,KAN 20,0.0,0.0,Jake Browning pass incomplete short right intended for Ja'Marr Chase (defended by Charles Omenihu),3.69,3.01,17.0,2023,254
1.0,7:10,3.0,10.0,KAN 20,0.0,0.0,Jake Browning pass complete short right to Trenton Irwin for 4 yards (tackle by Trent McDuffie),3.01,2.4,17.0,2023,254
1.0,6:26,4.0,6.0,KAN 16,3.0,0.0,Evan McPherson 34 yard field goal good,2.4,3.0,17.0,2023,254
1.0,6:21,,,CIN 35,3.0,0.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,254
1.0,6:21,1.0,10.0,KAN 25,3.0,0.0,Isiah Pacheco up the middle for 9 yards (tackle by Daxton Hill and Sam Hubbard),0.61,1.28,17.0,2023,254
1.0,5:49,2.0,1.0,KAN 34,3.0,0.0,Patrick Mahomes pass complete short right to Noah Gray for 3 yards (tackle by Akeem Davis-Gaither),1.28,1.4,17.0,2023,254
1.0,5:17,1.0,10.0,KAN 37,3.0,0.0,Patrick Mahomes pass complete short left to Rashee Rice for 18 yards (tackle by Chidobe Awuzie),1.4,2.59,17.0,2023,254
1.0,4:47,1.0,10.0,CIN 45,3.0,0.0,Isiah Pacheco left end for 35 yards (tackle by Jordan Battle),2.59,4.91,17.0,2023,254
1.0,4:12,1.0,10.0,CIN 10,3.0,0.0,Patrick Mahomes sacked by Mike Hilton for no gain,4.91,4.19,17.0,2023,254
1.0,3:39,2.0,10.0,CIN 10,3.0,0.0,Isiah Pacheco left end for 2 yards (tackle by Jordan Battle and Chidobe Awuzie),4.19,3.58,17.0,2023,254
1.0,3:02,3.0,8.0,CIN 8,3.0,6.0,"Patrick Mahomes pass complete short middle to Isiah Pacheco for 8 yards, touchdown",3.58,7.0,17.0,2023,254
1.0,2:58,,,CIN 15,3.0,7.0,Harrison Butker kicks extra point good,0.0,0.0,17.0,2023,254
1.0,2:58,,,KAN 35,3.0,7.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,254
1.0,2:58,1.0,10.0,CIN 25,3.0,7.0,Chase Brown left end for 3 yards (tackle by Leo Chenal and Tershawn Wharton),0.61,0.47,17.0,2023,254
1.0,2:20,2.0,7.0,CIN 28,3.0,7.0,Jake Browning pass complete short right to Drew Sample for 5 yards (tackle by Leo Chenal),0.47,0.43,17.0,2023,254
1.0,1:41,3.0,2.0,CIN 33,3.0,7.0,Jake Browning pass complete deep right to Ja'Marr Chase for 24 yards (tackle by Justin Reid),0.43,2.72,17.0,2023,254
1.0,1:03,1.0,10.0,KAN 43,3.0,7.0,Joe Mixon left end for 4 yards (tackle by Nick Bolton and Mike Pennel),2.72,2.72,17.0,2023,254
1.0,0:24,2.0,6.0,KAN 39,3.0,7.0,Joe Mixon right end for 9 yards (tackle by Nick Bolton),2.72,3.58,17.0,2023,254
2.0,15:00,1.0,10.0,KAN 30,3.0,7.0,Joe Mixon left end for 1 yard (tackle by Nick Bolton and Leo Chenal),3.58,3.17,17.0,2023,254
2.0,14:22,2.0,9.0,KAN 29,3.0,7.0,Jake Browning pass complete short right to Drew Sample for 11 yards (tackle by Nick Bolton),3.17,4.37,17.0,2023,254
2.0,13:31,,,,,,Timeout #1 by Cincinnati Bengals,,,17.0,2023,254
2.0,13:31,1.0,10.0,KAN 18,3.0,7.0,Chase Brown right end for 2 yards (tackle by George Karlaftis),4.37,4.09,17.0,2023,254
2.0,12:51,2.0,8.0,KAN 16,3.0,7.0,Jake Browning pass complete short left to Joe Mixon for 10 yards (tackle by Trent McDuffie),4.09,5.83,17.0,2023,254
2.0,12:09,1.0,6.0,KAN 6,3.0,7.0,Joe Mixon right guard for -1 yards (tackle by Charles Omenihu),5.83,4.76,17.0,2023,254
2.0,11:32,2.0,7.0,KAN 7,9.0,7.0,"Jake Browning pass complete short right to Joe Mixon for 7 yards, touchdown",4.76,7.0,17.0,2023,254
2.0,11:29,,,KAN 15,10.0,7.0,Evan McPherson kicks extra point good,0.0,0.0,17.0,2023,254
2.0,11:29,,,CIN 35,10.0,7.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,254
2.0,11:29,1.0,10.0,KAN 25,10.0,7.0,Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 3 yards (tackle by Cam Taylor-Britt),0.61,0.47,17.0,2023,254
2.0,10:59,2.0,7.0,KAN 28,10.0,7.0,Patrick Mahomes pass incomplete short left intended for Justin Watson,0.47,-0.23,17.0,2023,254
2.0,10:53,3.0,7.0,KAN 28,10.0,7.0,"Patrick Mahomes sacked by Trey Hendrickson for -4 yards. Patrick Mahomes fumbles (forced by Trey Hendrickson), recovered by Sam Hubbard at KC-24 (tackle by Trey Hendrickson)",-0.23,-3.97,17.0,2023,254
2.0,10:46,1.0,10.0,KAN 24,10.0,7.0,Jake Browning scrambles right end for 8 yards (tackle by Chamarri Conner),3.97,4.65,17.0,2023,254
2.0,10:08,2.0,2.0,KAN 16,10.0,7.0,Joe Mixon up the middle for no gain (tackle by Justin Reid),4.65,3.95,17.0,2023,254
2.0,9:43,3.0,2.0,KAN 16,10.0,7.0,"Penalty on Ja'Marr Chase: Personal Foul / Offense, 15 yards (offset) Penalty on Mike Edwards: Personal Foul / Defense, 15 yards (offset) (no play)",3.95,3.95,17.0,2023,254
2.0,9:38,3.0,2.0,KAN 16,10.0,7.0,Jake Browning pass complete short right to Tanner Hudson for 9 yards (tackle by L'Jarius Sneed),3.95,5.6,17.0,2023,254
2.0,8:50,1.0,7.0,KAN 7,10.0,7.0,Joe Mixon left end for -1 yards (tackle by Leo Chenal),5.6,4.57,17.0,2023,254
2.0,8:00,,,,,,Timeout #2 by Cincinnati Bengals,,,17.0,2023,254
2.0,8:00,2.0,8.0,KAN 8,10.0,7.0,Jake Browning scrambles right end for 3 yards (tackle by George Karlaftis),4.57,4.26,17.0,2023,254
2.0,7:22,3.0,5.0,KAN 5,10.0,7.0,"Jake Browning pass incomplete intended for Ja'Marr Chase. Penalty on L'Jarius Sneed: Defensive Pass Interference, 4 yards (accepted) (no play)",4.26,6.97,17.0,2023,254
