Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Joe Mixon,CIN,4,4,22,1,2.0,-4,-1.0,26,6.5,-1.0,0,,0,0.0,0,129.2,17.0,2023,254
Ja'Marr Chase,CIN,7,3,41,0,2.0,36,12.0,5,1.7,11.6,0,,0,0.0,0,62.2,17.0,2023,254
Tanner Hudson,CIN,7,3,38,0,3.0,16,5.3,22,7.3,7.3,0,,1,14.3,0,60.4,17.0,2023,254
Drew Sample,CIN,4,3,21,0,1.0,0,0.0,21,7.0,4.5,0,,0,0.0,0,86.5,17.0,2023,254
Tyler Boyd,CIN,2,2,29,0,1.0,28,14.0,1,0.5,14.0,0,,0,0.0,0,118.7,17.0,2023,254
Chase Brown,CIN,2,2,23,0,1.0,-10,-5.0,33,16.5,-5.0,2,1.0,0,0.0,0,114.6,17.0,2023,254
Tee Higgins,CIN,2,1,19,0,1.0,15,15.0,4,4.0,27.5,0,,0,0.0,0,83.3,17.0,2023,254
Trenton Irwin,CIN,2,1,4,0,,4,4.0,0,0.0,12.5,0,,0,0.0,0,56.2,17.0,2023,254
Mitchell Wilcox,CIN,1,0,0,0,,0,,0,,-4.0,0,,0,0.0,0,39.6,17.0,2023,254
Isiah Pacheco,KAN,7,7,35,1,2.0,-6,-0.9,41,5.9,-0.9,0,,0,0.0,0,127.1,17.0,2023,254
Rashee Rice,KAN,6,5,127,0,4.0,38,7.6,89,17.8,7.3,0,,0,0.0,0,118.7,17.0,2023,254
Noah Gray,KAN,4,3,17,0,2.0,7,2.3,10,3.3,1.8,1,3.0,0,0.0,0,82.3,17.0,2023,254
Travis Kelce,KAN,4,3,16,0,1.0,11,3.7,5,1.7,3.5,0,,0,0.0,0,81.2,17.0,2023,254
Richie James,KAN,1,1,6,0,,5,5.0,1,1.0,5.0,1,1.0,0,0.0,0,91.7,17.0,2023,254
Marquez Valdes-Scantling,KAN,3,1,3,0,,-4,-4.0,7,7.0,14.7,0,,1,33.3,0,42.4,17.0,2023,254
Justin Watson,KAN,3,1,41,0,1.0,30,30.0,11,11.0,16.3,0,,0,0.0,0,81.9,17.0,2023,254
