Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Matthew Stafford,LAR,1,-1,0,-1,17.0,2023,251
Kyren Williams,LAR,20,87,3,28,17.0,2023,251
Puka Nacua,LAR,2,19,0,15,17.0,2023,251
Demarcus Robinson,LAR,0,0,0,0,17.0,2023,251
Tyler Higbee,LAR,0,0,0,0,17.0,2023,251
Cooper Kupp,LAR,0,0,0,0,17.0,2023,251
Ronnie Rivers,LAR,0,0,0,0,17.0,2023,251
Tyrod Taylor,NYG,6,40,0,31,17.0,2023,251
Saquon Barkley,NYG,12,39,0,13,17.0,2023,251
Wan'Dale Robinson,NYG,1,24,1,24,17.0,2023,251
Eric Gray,NYG,1,2,0,2,17.0,2023,251
Darius Slayton,NYG,0,0,0,0,17.0,2023,251
Darren Waller,NYG,0,0,0,0,17.0,2023,251
Daniel Bellinger,NYG,0,0,0,0,17.0,2023,251
Jalin Hyatt,NYG,0,0,0,0,17.0,2023,251
Isaiah Hodgins,NYG,0,0,0,0,17.0,2023,251
Sterling Shepard,NYG,0,0,0,0,17.0,2023,251
