Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Zach Sieler,MIA,0,0,0,0,0,1.0,5,3,2,1,1,0,0,0,1,17.0,2023,249
DeShon Elliott,MIA,0,0,0,0,0,0.0,10,7,3,1,0,0,0,0,0,17.0,2023,249
David Long,MIA,0,0,0,0,0,0.0,8,6,2,1,0,0,0,0,0,17.0,2023,249
Duke Riley,MIA,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,0,17.0,2023,249
Bradley Chubb,MIA,0,0,0,0,0,0.0,5,3,2,1,1,0,0,0,0,17.0,2023,249
Raekwon Davis,MIA,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,17.0,2023,249
Da'Shawn Hand,MIA,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,17.0,2023,249
Eli Apple,MIA,0,0,0,0,1,0.0,3,2,1,0,0,0,0,0,0,17.0,2023,249
Jevon Holland,MIA,0,0,0,0,0,0.0,3,3,0,0,0,1,4,0,0,17.0,2023,249
Andrew Van Ginkel,MIA,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,17.0,2023,249
Jalen Ramsey,MIA,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,17.0,2023,249
Christian Wilkins,MIA,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,17.0,2023,249
Elijah Campbell,MIA,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,17.0,2023,249
Chase Claypool,MIA,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,17.0,2023,249
Channing Tindall,MIA,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,17.0,2023,249
Geno Stone,BAL,1,4,0,4,1,0.0,8,6,2,0,0,0,0,0,0,17.0,2023,249
Roquan Smith,BAL,1,30,0,30,2,0.0,7,3,4,0,0,0,0,0,0,17.0,2023,249
Nnamdi Madubuike,BAL,0,0,0,0,0,1.0,5,1,4,1,1,0,0,0,0,17.0,2023,249
Odafe Oweh,BAL,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,0,17.0,2023,249
Kyle Van Noy,BAL,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,0,17.0,2023,249
Patrick Queen,BAL,0,0,0,0,1,0.0,6,3,3,1,0,0,0,0,0,17.0,2023,249
Ronald Darby,BAL,0,0,0,0,0,0.0,5,5,0,0,0,0,0,0,0,17.0,2023,249
Arthur Maulet,BAL,0,0,0,0,1,0.0,5,5,0,1,0,0,0,0,0,17.0,2023,249
Marcus Williams,BAL,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,17.0,2023,249
Travis Jones,BAL,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,17.0,2023,249
Michael Pierce,BAL,0,0,0,0,0,0.0,3,2,1,0,1,0,0,0,0,17.0,2023,249
Rock Ya-Sin,BAL,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,17.0,2023,249
Jadeveon Clowney,BAL,0,0,0,0,1,0.0,2,0,2,0,0,0,0,0,0,17.0,2023,249
Del'Shawn Phillips,BAL,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,17.0,2023,249
Tavius Robinson,BAL,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,17.0,2023,249
Daryl Worley,BAL,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,17.0,2023,249
Malik Harrison,BAL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,17.0,2023,249
Marlon Humphrey,BAL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,17.0,2023,249
Charlie Kolar,BAL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,17.0,2023,249
Jeremiah Moon,BAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,17.0,2023,249
Trenton Simpson,BAL,0,0,0,0,0,0.0,1,0,1,0,0,1,10,0,0,17.0,2023,249
Tylan Wallace,BAL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,17.0,2023,249
Broderick Washington Jr.,BAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,17.0,2023,249
