Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Matthew Stafford,LAR,0,0,0,0,0,17.0,2023,251
Kyren Williams,LAR,2,2,14,0,9,17.0,2023,251
Puka Nacua,LAR,8,5,118,0,80,17.0,2023,251
Demarcus Robinson,LAR,10,6,92,0,37,17.0,2023,251
Tyler Higbee,LAR,7,6,62,0,18,17.0,2023,251
Cooper Kupp,LAR,6,4,27,1,8,17.0,2023,251
Ronnie Rivers,LAR,1,1,4,0,4,17.0,2023,251
Tyrod Taylor,NYG,0,0,0,0,0,17.0,2023,251
Saquon Barkley,NYG,6,3,19,0,9,17.0,2023,251
Wan'Dale Robinson,NYG,9,6,55,0,20,17.0,2023,251
Eric Gray,NYG,1,1,6,0,6,17.0,2023,251
Darius Slayton,NYG,6,4,106,1,80,17.0,2023,251
Darren Waller,NYG,6,5,51,0,18,17.0,2023,251
Daniel Bellinger,NYG,4,4,39,0,18,17.0,2023,251
Jalin Hyatt,NYG,4,3,25,0,18,17.0,2023,251
Isaiah Hodgins,NYG,2,1,18,0,18,17.0,2023,251
Sterling Shepard,NYG,1,0,0,0,0,17.0,2023,251
