Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Aidan O'Connell,LVR,0,0,0,0,0,17.0,2023,246
Zamir White,LVR,6,5,35,0,14,17.0,2023,246
Brandon Bolden,LVR,0,0,0,0,0,17.0,2023,246
Ameer Abdullah,LVR,1,1,18,0,18,17.0,2023,246
Davante Adams,LVR,21,13,126,2,24,17.0,2023,246
Jakobi Meyers,LVR,10,6,56,0,14,17.0,2023,246
Tre Tucker,LVR,5,2,36,0,20,17.0,2023,246
Austin Hooper,LVR,3,3,28,0,13,17.0,2023,246
Gardner Minshew II,IND,0,0,0,0,0,17.0,2023,246
Jonathan Taylor,IND,1,1,8,0,8,17.0,2023,246
Trey Sermon,IND,2,2,9,0,7,17.0,2023,246
Tyler Goodson,IND,0,0,0,0,0,17.0,2023,246
Alec Pierce,IND,1,1,58,1,58,17.0,2023,246
Josh Downs,IND,2,2,53,0,50,17.0,2023,246
Michael Pittman Jr.,IND,7,5,46,0,20,17.0,2023,246
Will Mallory,IND,1,1,19,0,19,17.0,2023,246
Mo Alie-Cox,IND,3,2,18,0,14,17.0,2023,246
Kylen Granson,IND,3,1,13,0,13,17.0,2023,246
