0,1,week,year,game_id
Won Toss,Chiefs (deferred),17.0,2023,254
Roof,outdoors,17.0,2023,254
Surface,grass,17.0,2023,254
Duration,2:56,17.0,2023,254
Attendance,73565,17.0,2023,254
Weather,"36 degrees, relative humidity 59%, wind 12 mph",17.0,2023,254
Vegas Line,Kansas City Chiefs -6.5,17.0,2023,254
Over/Under,44.0 (under),17.0,2023,254
