Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Ezekiel Elliott,NWE,14,39,1,2.0,12,0.9,27,1.9,1,14.0,17.0,2023,244
Bailey Zappe,NWE,5,37,1,3.0,17,3.4,20,4.0,0,,17.0,2023,244
Demario Douglas,NWE,3,12,0,1.0,10,3.3,2,0.7,0,,17.0,2023,244
Kevin Harris,NWE,2,15,0,1.0,1,0.5,14,7.0,0,,17.0,2023,244
James Cook,BUF,16,48,0,1.0,16,1.0,32,2.0,1,16.0,17.0,2023,244
Josh Allen,BUF,11,44,2,7.0,8,0.7,36,3.3,0,,17.0,2023,244
Ty Johnson,BUF,5,22,0,,8,1.6,14,2.8,0,,17.0,2023,244
Kyle Allen,BUF,2,-2,0,,-2,-1.0,0,0.0,0,,17.0,2023,244
Stefon Diggs,BUF,1,5,0,1.0,3,3.0,2,2.0,0,,17.0,2023,244
Latavius Murray,BUF,1,0,0,,0,0.0,0,0.0,0,,17.0,2023,244
Khalil Shakir,BUF,1,10,0,1.0,10,10.0,0,0.0,0,,17.0,2023,244
